Name	Artist	Composer	Album	Grouping	Work	Movement Number	Movement Count	Movement Name	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Plays	Last Played	Skips	Last Skipped	My Rating	Location
Off the Record	My Morning Jacket		Z						Alternative	11624191	333	1	1	5	10	2005	1/29/26, 11:19 AM	1/29/26, 11:19 AM	256	44100		Apple Music AAC audio file							
Green Eyes	Coldplay	Chris Martin, Guy Berryman, Jonny Buckland & Will Champion	A Rush of Blood to the Head						Alternative	8092019	222	1	1	7	11	2002	1/29/26, 11:19 AM	1/29/26, 11:19 AM	256	44100		Apple Music AAC audio file							
My Name Is Jonas	Weezer	Rivers Cuomo, Patrick Wilson & Jason Cropper	Weezer (Deluxe Edition)						Pop	7917122	203	1	2	1	10	1994	1/29/26, 11:19 AM	1/29/26, 11:19 AM	256	44100		Apple Music AAC audio file							
Night Shade (feat. John Medeski, Jorge Roeder & Kenny Wollesen)	Julian Lage	Julian Lage	Scenes From Above (feat. John Medeski, Jorge Roeder & Kenny Wollesen)						Jazz	15443262	444	1	1	5	9	2026	1/29/26, 11:19 AM	1/29/26, 11:19 AM	256	44100		Apple Music AAC audio file							
Ghost Train	Telekinetic Yeti	Alex Baumann & Anthony Dreyer	Primordial						Metal	7855031	210	1	1	3	11	2022	1/29/26, 11:19 AM	1/29/26, 11:19 AM	256	44100		Apple Music AAC audio file							
Gravedigger	Rickshaw Billie's Burger Patrol	Leo Stephen Lydon	Grease Beast - EP						Metal	9909689	279	1	1	2	4	2019	1/29/26, 11:19 AM	1/29/26, 11:19 AM	256	44100		Apple Music AAC audio file							
Another Twilight	Hannah Lew	Hannah Lew	Hannah Lew						Alternative	8143006	230	1	1	3	9		1/29/26, 11:19 AM	1/29/26, 11:19 AM	256	44100		Apple Music AAC audio file							
Jupiter and Mars	Avalon Emerson	Avalon Emerson & Rostam Batmanglij	Written into Changes						Alternative	6976421	193	1	1	2	10		1/29/26, 11:19 AM	1/29/26, 11:19 AM	256	44100		Apple Music AAC audio file							
You're My World	Avalon Emerson & Priori	Avalon Emerson, Francis Latreille & Patrick Holland	Perpetual Emotion Machine						Electronic	13262220	380	1	1	6	6	2025	1/29/26, 11:19 AM	1/29/26, 11:19 AM	256	44100		Apple Music AAC audio file							
Underneath You	Frankie & The Witch Fingers	Frankie & The Witch Fingers	ZAM						Psychedelic	19762783	569	1	1	10	11	2019	1/14/26, 2:56 PM		256	44100		Apple Music AAC audio file			1	1/17/26, 5:05 PM			
Ladada	Dr. Dog	Scott A McMicken & Toby Mark Leaman	Abandoned Mansion						Rock	7900580	218	1	1	2	10	2017	1/21/26, 10:39 AM		256	44100		Apple Music AAC audio file							
Anywhere	Ratboys	Sean Neumann, Marcus Nuccio, Dave Sagan & Julia Steiner	Singin’ to an Empty Chair						Alternative	6864700	182	1	1	4	11		1/29/26, 11:19 AM	1/29/26, 11:19 AM	256	44100		Apple Music AAC audio file							
Hobi (feat. Hatem Bouchnak)	Bawrut	Borut Viola & Denniz PoP	Hobi (feat. Hatem Bouchnak) - Single						Electronica	13786256	396	1	1	1	1	2026	1/29/26, 11:19 AM	1/29/26, 11:19 AM	256	44100		Apple Music AAC audio file							
