Name	Artist	Composer	Album	Grouping	Work	Movement Number	Movement Count	Movement Name	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Plays	Last Played	Skips	Last Skipped	My Rating	Location
Hard Act to Follow	Split Enz	Tim Finn	Waiata						Rock	7565012	197	1	1	1	11	1981			256	44100		Apple Music AAC audio file			1	8/5/26, 6:45 PM			
Thunder Road	Bruce Springsteen	Bruce Springsteen	Born to Run						Rock	10084249	289	1	1	1	8	1975			256	44100		Apple Music AAC audio file			1	8/5/26, 6:50 PM			
Firecracker	Ryan Adams	Ryan Adams	The Suicide Handbook						Singer/Songwriter	6562235	183	1	1	7	17	2026			256	44100		Apple Music AAC audio file			1	8/5/26, 6:53 PM			
Hallelujah (Club Mix)	Happy Mondays	Gary Whelan, Mark Day, Paul Davis, Paul Ryder & Shaun Ryder	Bummed (Collector's Edition)						Pop	14080457	389	1	1	19	27	1989			256	44100		Apple Music AAC audio file			1	8/5/26, 6:59 PM			
Clay Pigeons	Blaze Foley		Sittin' by the Road						Singer/Songwriter	6230955	180	1	1	2	12	2010			256	44100		Apple Music AAC audio file							
Indian Bones	Dead Meadow		Peel Sessions						Rock	19066658	484	1	1	6	8	2011			256	44100		Apple Music AAC audio file							
Funeralopolis	Electric Wizard		Dopethrone						Metal	20798815	523	1	1	2	9	2000	8/2/26, 11:26 PM		256	44100		Apple Music AAC audio file							
Mexican Radio	Wall of Voodoo	Charles Gray, Stan Ridgway, Mark Moreland & Oliver Nanini	Guilty Pleasures						Pop	8917721	250	1	1	4	15	2010			256	44100		Apple Music AAC audio file							
soulless cycle	L’Rain	Taja Cheek	fata morgana						Indie Rock	6542755	178	1	1	8	13				256	44100		Apple Music AAC audio file							
The Path	Total Blue	Nicholas Nelson Benedek, Anthony James Calonico & Alexander Martin Talan	Total Blue						Ambient	10632270	276	1	1	1	9	2024			256	44100		Apple Music AAC audio file							
Why Leave Us Alone	Five Special	Raymond Johnson, Ron Banks & Tony Green	Five Special						R&B/Soul	17782125	508	1	1	1	7	1979			256	44100		Apple Music AAC audio file							
Somebody Wants to Send You a Message	Styrofoam Winos	Styrofoam Winos	Any River						Rock	7431240	206	1	1	3	11	2026			256	44100		Apple Music AAC audio file							
Bluehour	Coloursound	Will Landman	New World - EP						Electronic	9822354	278	1	1	5	5	2026		8/5/26, 6:37 PM	256	44100		Apple Music AAC audio file			1	8/5/26, 6:42 PM			
