Name	Artist	Composer	Album	Grouping	Work	Movement Number	Movement Count	Movement Name	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Plays	Last Played	Skips	Last Skipped	My Rating	Location
Virginia Beach	Hamilton Leithauser & Kevin Morby		Virginia Beach - Single						Alternative	8890384	239	1	1	1	1	2021	6/18/26, 10:49 AM	6/18/26, 10:49 AM	256	44100		Apple Music AAC audio file							
Wellen der Liebe	Nah...		Koffers (The Ultimate Covers Collection)						Alternative	7056977	182	1	1	12	12	2021	6/18/26, 10:49 AM	6/18/26, 10:49 AM	256	44100		Apple Music AAC audio file							
I'm Not	Luke Bell	Luke Bell	The King Is Back						Country	5089528	135	1	1	6	28	2025	6/18/26, 10:49 AM	6/18/26, 10:49 AM	256	44100		Apple Music AAC audio file							
Lamento en la Selva	Money Chicha		Echo en México						Pop Latino	11575937	302	1	1	1	13	2016	6/18/26, 10:49 AM	6/18/26, 10:49 AM	256	44100		Apple Music AAC audio file							
Bidi Bidi Bom Bom	Selena	Selena & Pete Astudillo	Dreaming Of You						Pop Latino	8385636	222	1	1	13	14	1995	6/18/26, 10:49 AM	6/18/26, 10:49 AM	256	44100		Apple Music AAC audio file							
Power and the Glory	Phil Ochs	Phil Ochs	All the News That's Fit to Sing						Singer/Songwriter	5158560	136	1	1	5	15	1964	6/18/26, 10:49 AM	6/18/26, 10:49 AM	256	44100		Apple Music AAC audio file							
In the Meantime	Spacehog	Royston Langdon	Resident Alien						Rock	10834720	299	1	1	1	13	1995	6/18/26, 10:49 AM	6/18/26, 10:49 AM	256	44100		Apple Music AAC audio file							
Houseclouds	Liars	Liars	Liars						Alternative	7256295	201	1	1	2	11	2007	6/18/26, 10:49 AM	6/18/26, 10:49 AM	256	44100		Apple Music AAC audio file							
A Fragrance	Proc Fiskal	Joseph Sean Powers	Hello Boss - EP						IDM/Experimental	8629898	247	1	1	1	4	2018	6/18/26, 10:49 AM	6/18/26, 10:49 AM	256	44100		Apple Music AAC audio file							
No Fear	Iceage	Elias Bender Rønnenfelt, Dan Kjær Nielsen, Jakob Tvilling Pless, Johan Suurballe Wieth & Casper Morilla Fernandez	For Love of Grace & the Hereafter						Indie Rock	7877777	218	1	1	4	12	2026	6/18/26, 10:49 AM	6/18/26, 10:49 AM	256	44100		Apple Music AAC audio file							
The Weak	Iceage	Elias Bender Rønnenfelt, Dan Kjær Nielsen, Jakob Tvilling Pless, Johan Suurballe Wieth & Casper Morilla Fernandez	For Love of Grace & the Hereafter						Indie Rock	7074422	195	1	1	3	12	2026	6/18/26, 10:49 AM	6/18/26, 10:49 AM	256	44100		Apple Music AAC audio file							
Skittles	DJ Plead	J. Beeler	Quick EP						Dance	14045654	366	1	1	4	4	2022	6/18/26, 10:49 AM	6/18/26, 10:49 AM	256	44100		Apple Music AAC audio file							
Polymuscalsaccharide	Babe Rainbow	Angus Dowling, Jack Crowther, Timon Martin & Elliot O'reilly	Polymuscalsaccharide - Single						Alternative	8173633	228	1	1	1	1	2026	6/10/26, 12:02 PM		256	44100		Apple Music AAC audio file			7	6/17/26, 10:56 AM			
Let's Live for Today	The Grass Roots	Norman David Shapiro, Ivan Mogul & Julien	20th Century Masters - The Millennium Collection: The Best of the Grass Roots						Pop	6884072	167	1	1	2	12	1967	6/13/26, 12:13 AM		256	44100		Apple Music AAC audio file			4	6/17/26, 10:59 AM			
Grape Jelly (Jam)	Mr. Elevator		Nico & Her Psychedelic Subconcious						Rock	5109277	138	1	1	7	10	2013	6/17/26, 11:13 AM	6/18/26, 10:47 AM	256	44100		Apple Music AAC audio file							
Stale	Beans	Baked Beans	Babble						Alternative	7255768	205	1	1	7	10	2018	6/17/26, 11:36 AM	6/18/26, 10:47 AM	256	44100		Apple Music AAC audio file							
