Name	Artist	Composer	Album	Grouping	Work	Movement Number	Movement Count	Movement Name	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Plays	Last Played	Skips	Last Skipped	My Rating	Location
Nothing from Nothing	Billy Preston	Billy Preston & Bruce Carleton Fisher	The Kids & Me						R&B/Soul	6146078	156	1	1	2	11	1974	3/25/26, 12:15 PM	3/25/26, 12:15 PM	256	44100		Apple Music AAC audio file							
When You're Smiling / The Sheik of Araby	Louis Prima, Keely Smith & Sam Butera & The Witnesses	Mark Fisher, Joe Goodwin, Larry Shay, Ted Snyder, Francis Wheeler & Harry Smith	The Call of the Wildest (Expanded Edition)						Jazz	8751469	240	1	1	1	14	1957	3/25/26, 12:15 PM	3/25/26, 12:15 PM	256	44100		Apple Music AAC audio file							
Vahevala	Loggins & Messina	Daniel Lottermoser & Daniel Loggins	Sittin' In						Pop	10662727	286	1	1	3	9	1971	3/25/26, 12:15 PM	3/25/26, 12:15 PM	256	44100		Apple Music AAC audio file							
Slaughterhouse	Ty Segall Band		Slaughterhouse						Alternative	3818147	95	1	1	3	11	2012	3/25/26, 12:15 PM	3/25/26, 12:15 PM	256	44100		Apple Music AAC audio file							
Diddy Wah Diddy	Captain Beefheart & His Magic Band	Ellas McDaniel & Willie Dixon	The Legendary A&M Sessions - EP						Rock	5431105	147	1	1	1	5	1984	3/25/26, 12:15 PM	3/25/26, 12:15 PM	256	44100		Apple Music AAC audio file							
Change (In the House of Flies)	Deftones	Abe Cunningham, Chi Cheng, Chino Moreno, Frank Delgado & Stephen Carpenter	White Pony (20th Anniversary Deluxe Edition)						Hard Rock	11722420	299	1	1	10	22	2000	3/25/26, 12:15 PM	3/25/26, 12:15 PM	256	44100		Apple Music AAC audio file							
Drive	Steven Yeun as Danny from BEEF	Brandon Charles Boyd, Michael Aaron Einziger, Alex Katunich, Christopher E Kilmore & Jose Anthony Pasillas	BEEF: The Bonus Tracks						Alternative	9032473	241	1	1	8	8	2023	3/25/26, 12:15 PM	3/25/26, 12:15 PM	256	44100		Apple Music AAC audio file							
Want Fi Goh Rave	Linton Kwesi Johnson	Linton Kwesi Johnson	Forces of Victory						Reggae	9658196	259	1	1	1	8	1979	3/25/26, 12:15 PM	3/25/26, 12:15 PM	256	44100		Apple Music AAC audio file							
Lkj	Against All Logic	Against All Logic	Issue #9 - Single						Electronic	10574027	299	1	1	2	3	2014	3/25/26, 12:15 PM	3/25/26, 12:15 PM	256	44100		Apple Music AAC audio file							
Didn’t Come To Argue	James Blake & Monica Martin	James Blake, Monica Martin, Dom Maker & James Dent Dotson	Trying Times						Alternative	9901287	282	1	1	6	13	2026	3/25/26, 12:15 PM	3/25/26, 12:15 PM	256	44100		Apple Music AAC audio file							
Days Go By	James Blake	James Blake & Dylan Mills	Trying Times						Alternative	8734076	242	1	1	7	13	2026	3/25/26, 12:15 PM	3/25/26, 12:15 PM	256	44100		Apple Music AAC audio file							
Until the Moon Starts Shaking (Midnight Version)	Daniel Avery	Daniel Avery & Manni Dee	Tremor (Midnight Versions)						Electronic	10715003	303	1	1	11	13	2026	3/25/26, 12:15 PM	3/25/26, 12:15 PM	256	44100		Apple Music AAC audio file							
Mountain	Meatbodies		Meatbodies						Alternative	9659261	250	1	1	3	12	2014	3/13/26, 1:26 PM		256	44100		Apple Music AAC audio file			3	3/17/26, 10:30 AM			
21st Century Schizoid Man	Fuzz		Sunderberry Dream - Single						Alternative	6680249	176	1	1	2	2	2013	12/6/25, 4:01 PM		256	44100		Apple Music AAC audio file			1	3/17/26, 10:26 AM			
Another Weekend	Ariel Pink	Ariel Pink, Patrik Berger, Måns Lundberg & Bjorn Ytilling	Dedicated to Bobby Jameson						Alternative	9022369	254	1	1	7	14	2017	3/13/26, 4:25 PM		256	44100		Apple Music AAC audio file			3	3/16/26, 10:18 AM			
