Name	Artist	Composer	Album	Grouping	Work	Movement Number	Movement Count	Movement Name	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Plays	Last Played	Skips	Last Skipped	My Rating	Location
Danger Bird	Neil Young & Crazy Horse	Neil Young	Zuma						Rock	15243331	414	1	1	2	9	1975			256	44100		Apple Music AAC audio file							
Everybody Knows	Ryan Adams	Ryan Adams, Brad Smith Pemberton, Neal Casal & Jonathan Graboff	Easy Tiger						Rock	5867228	146	1	1	3	13	2007			256	44100		Apple Music AAC audio file							
I Can't Die Like That	Getdown Services	Joshua Law & Benjamin Sadler	I Can't Die Like That - Single						Alternative	5636874	151	1	1	1	2	2026			256	44100		Apple Music AAC audio file							
Just to See My Holly Home	"Bonnie ""Prince"" Billy"		Ease Down the Road						Rock	7713898	220	1	1	4	12	2001	7/23/26, 11:56 AM		256	44100		Apple Music AAC audio file			1	7/23/26, 9:05 PM			
Drive (For Daddy Gene)	Alan Jackson	Alan Jackson	Drive						Country	8538715	242	1	1	1	13	2002	7/23/26, 12:07 PM		256	44100		Apple Music AAC audio file			1	7/23/26, 9:09 PM			
Peaches	The Presidents of the United States of America	Chris Ballew, Dave Dederer & Jason Finn	The Presidents of The United States of America: Ten Year Super Bonus Special Anniversary Edition						Rock	6509593	171	1	1	6	26	1995	7/28/26, 10:56 AM		256	44100		Apple Music AAC audio file							
Baked Beans	Haircut 100	Nick Heyward	Pelican West Plus						Rock	8898049	242	1	1	8	17	1982			256	44100		Apple Music AAC audio file				7/28/26, 4:57 PM			
Going 2	Gi Gi	Graham Bailey	In Lieu						Downtempo	6930827	180	1	1	5	9	2026			256	44100		Apple Music AAC audio file				7/28/26, 5:00 PM			
Houlihans at the Holiday Inn	Colter Wall	Colter Wall	Western Swing & Waltzes and Other Punchy Songs						Country	10380980	297	1	1	10	10	2020			256	44100		Apple Music AAC audio file				7/28/26, 5:04 PM			
Who Will Save Your Soul	Jewel	Jewel Kilcher	Pieces Of You (25th Anniversary Edition)						Pop	8416154	241	1	4	1	19	1995			256	44100		Apple Music AAC audio file				7/28/26, 5:08 PM			
The Squeeki Wheel (Gets The Grease)	Kirin J Callinan	Kirin J Callinan	The Squeeki Wheel (Gets The Grease) - Single						Alternative	14900093	430	1	1	1	2	2026			256	44100		Apple Music AAC audio file							
Dance Floor Justice	Project X	Unknown	Straight Edge Revenge - EP						Hip-Hop/Rap	3662492	90	1	1	4	6	2005			256	44100		Apple Music AAC audio file							
Can I Say	Dag Nasty		Can I Say						Alternative	4663289	119	1	1	9	16	1986			256	44100		Apple Music AAC audio file							
Moonquake	Hashtronaut	Hashtronaut	Tidal Waves of Ashen Sky - EP						Metal	7733144	214	1	1	1	4	2021			256	44100		Apple Music AAC audio file							
