Name	Artist	Composer	Album	Grouping	Work	Movement Number	Movement Count	Movement Name	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Plays	Last Played	Skips	Last Skipped	My Rating	Location
Me Time	Mr. Mental	Stuart B Maxfield & Ronald D Strauss	Mr. Mental						New Age	7956982	209	1	1	5	9	2020	7/3/26, 2:18 PM	7/3/26, 2:18 PM	256	44100		Apple Music AAC audio file							
Dream Paradise	Expert On October		Expert On October						Rock	9747765	252	1	1	2	14	2000	7/3/26, 2:18 PM	7/3/26, 2:18 PM	256	44100		Apple Music AAC audio file							
Take My Hand	Matthew Melton	Matthew Melton	Outside of Paradise Revisited						Rock	6834936	184	1	1	5	15	2025	7/3/26, 2:18 PM	7/3/26, 2:18 PM	256	44100		Apple Music AAC audio file							
Round Round the Moon and All	Nicholas Allbrook	Nicholas Allbrook	Manganese						Alternative	11384368	312	1	1	8	9	2023	6/23/26, 2:54 PM	7/3/26, 2:18 PM	256	44100		Apple Music AAC audio file			2	6/30/26, 10:26 AM			
Through The Heather	Pond	Jay Watson, Nicholas Allbrook, Jamie Terry, Joseph Ryan & James Ireland	Terrestrials						Alternative	7898604	201	1	1	3	10	2026	6/23/26, 3:14 PM	7/3/26, 2:18 PM	256	44100		Apple Music AAC audio file			2	6/30/26, 10:29 AM			
Had To Hear	Real Estate	Martin Courtney	Atlas						Alternative	10206769	290	1	1	1	10	2014	6/24/26, 1:09 PM	7/3/26, 2:18 PM	256	44100		Apple Music AAC audio file			2	6/30/26, 10:34 AM			
Eyes Be Closed	Washed Out	Ernest Greene	Within and Without						Alternative	10073474	287	1	1	1	9	2011	6/24/26, 2:04 PM	7/3/26, 2:18 PM	256	44100		Apple Music AAC audio file			2	6/30/26, 11:59 AM			
Open	World Brain	Lucas Chantre & JJ Weihl	Open Source						Indie Pop	8479303	238	1	1	1	10	2024	7/3/26, 2:18 PM	7/3/26, 2:18 PM	256	44100		Apple Music AAC audio file							
Expo	Ulrika Spacek	Rhys Edwards, Joseph Stone, Callum Brown, Justin Lorentz & Rhys Jenkins	EXPO						Rock	10650060	279	1	1	7	11	2026	7/3/26, 2:18 PM	7/3/26, 2:18 PM	256	44100		Apple Music AAC audio file							
Lo-Freq Soul	Dead Man's Chest		Lo-Freq Soul - EP						Jungle/Drum'n'bass	14155234	409	1	1	1	4	2019	7/3/26, 2:18 PM	7/3/26, 2:18 PM	256	44100		Apple Music AAC audio file							
Como Quien Pierde una Estrella	Alejandro Fernández	Humberto Estrada	Que Seas Muy Feliz						Música Mexicana	7906443	213	1	1	4	12	1991	7/3/26, 2:18 PM	7/3/26, 2:18 PM	256	44100		Apple Music AAC audio file							
Chichu Burru	Humazapas	Juan Jesús Bonilla Simba	Sara Mama						Worldwide	7899565	215	1	1	4	12	2023	7/3/26, 2:18 PM	7/3/26, 2:18 PM	256	44100		Apple Music AAC audio file							
Full Nelson	villagerrr	Mark Scott	Carousel						Indie Rock	10723550	303	1	1	1	10	2026	7/3/26, 2:18 PM	7/3/26, 2:18 PM	256	44100		Apple Music AAC audio file							
Right On-Time	DJ Plead	Jarred Beeler	Please						Electronic	6662015	173	1	1	9	10	2026	7/3/26, 2:18 PM	7/3/26, 2:18 PM	256	44100		Apple Music AAC audio file							
Habban	Abadir	Rami Abadir	The Primitivist - EP						Electronica	12298966	343	1	1	1	4	2026	7/3/26, 2:18 PM	7/3/26, 2:18 PM	256	44100		Apple Music AAC audio file							
