Name	Artist	Composer	Album	Grouping	Work	Movement Number	Movement Count	Movement Name	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Plays	Last Played	Skips	Last Skipped	My Rating	Location
Icarus (Borne On Wings of Steel)	Kansas	Kerry Livgren & Steve Walsh	Masque (Expanded Edition)						Rock	14374422	362	1	1	3	10	1974			256	44100		Apple Music AAC audio file			1	8/19/26, 10:53 AM			
FUJI[富士山].rom	Tangolo Mangos & Colibri	Felipe Vaqueiro	tngl_mngs.rar - EP						Rock	8613237	229	1	1	4	5	2020			256	44100		Apple Music AAC audio file			1	8/19/26, 10:57 AM			
The Robots (1991 Remix)	Kraftwerk	Florian Schneider, Karl Bartos & Ralf Hütter	The Mix (Remastered)						Electronic	20160984	538	1	1	1	11	1991	8/12/26, 7:41 PM		256	44100		Apple Music AAC audio file			1	8/19/26, 11:06 AM			
Catching Smoke	King Gizzard & The Lizard Wizard	Stuart Mackenzie & Joey Walker	Butterfly 3000 (Ocular Edition)						Alternative	13412169	388	1	1	6	10	2021	10/6/22, 6:55 PM	10/6/22, 7:55 PM	256	44100		Apple Music AAC audio file			26	8/19/26, 11:12 AM			
Old Hippie	Bellamy Brothers	David Bellamy	Best of Bellamy Brothers						Country	8678861	245	1	1	3	10	1985		8/19/26, 10:52 AM	256	44100		Apple Music AAC audio file			1	8/19/26, 12:15 PM			
Running Lights	Observation Room	Marina F & Chloe Olson	Superstructure						Punk	7115003	192	1	1	2	9	2026		8/19/26, 10:52 AM	256	44100		Apple Music AAC audio file			1	8/19/26, 12:18 PM			
The Searcher	Nuovo Testamento	Chelsey Crowley, Andrea Mantione & Giacomo Zatti	New Earth						Alternative	8465162	239	1	1	2	8	2021		8/19/26, 10:52 AM	256	44100		Apple Music AAC audio file			1	8/19/26, 12:22 PM			
Holdup	K-LONE	Josiah Gladwell	Have a few days off						Dance	11399264	312	1	1	1	6	2026		8/19/26, 10:52 AM	256	44100		Apple Music AAC audio file			1	8/19/26, 12:27 PM			
Decommission Me	Client_03 & James Shinra	Client_03 & James Shinra	Testbed Assembly						Electronica	9830491	267	1	3	5	5	2025		8/19/26, 10:52 AM	256	44100		Apple Music AAC audio file			1	8/19/26, 12:31 PM			
Perfect Way (Remaster)	Scritti Politti	David Gamson & Green Gartside	Cupid & Psyche 85 (Deluxe Edition Remastered)						Alternative	10526985	273	1	1	6	16	1985		8/19/26, 10:52 AM	256	44100		Apple Music AAC audio file			1	8/19/26, 12:35 PM			
TECHNO σε ΜΟΝΑΣΤΗΡΙ	π. Διονύσιος Ταμπάκης	π. Διονύσιος Ταμπάκης	Paradise Metal						Metal	4340192	115	1	1	7	12	2026		8/19/26, 10:52 AM	256	44100		Apple Music AAC audio file			1	8/19/26, 12:37 PM			
Incredible (feat. General Levy)	M-Beat	Marlon Hart	Jungle is Massive: Renk Classics 2						Breakbeat	10523756	309	1	1	1	10	1994		8/19/26, 10:52 AM	256	44100		Apple Music AAC audio file			1	8/19/26, 12:42 PM			
I Wanna Be Adored (Remastered 2009)	The Stone Roses	John Squire & Ian Brown	The Stone Roses (Remastered 2009)						Alternative	10801436	292	1	1	1	12	1989		8/19/26, 10:52 AM	256	44100		Apple Music AAC audio file			1	8/19/26, 12:47 PM			
