Name	Artist	Composer	Album	Grouping	Work	Movement Number	Movement Count	Movement Name	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Plays	Last Played	Skips	Last Skipped	My Rating	Location
We Built This City	Starship	Bernard Taupin, Dennis Lambert, George Page & Peter Wolf	The Complete Albums 1985-1989						Rock	10604303	296	1	1	1	29	1985	3/12/26, 5:52 PM	3/12/26, 5:53 PM	256	44100		Apple Music AAC audio file							
There Is a Light That Never Goes Out	The Smiths	Johnny Marr & Morrissey	The Queen Is Dead						Alternative	8932150	244	1	1	9	10	1986	3/12/26, 5:52 PM	3/12/26, 5:53 PM	256	44100		Apple Music AAC audio file							
We Outlast Them All	Guided By Voices	Robert Pollard	Crawlspace Of The Pantheon						Alternative	9648983	262	1	1	4	11		3/12/26, 5:52 PM	3/12/26, 5:53 PM	256	44100		Apple Music AAC audio file							
1993	Acid Dad	James Vaughn Hunt, Sean Fahey & Trevor Mustoe	1993 - Single						Psychedelic	6923075	194	1	1	1	1	2023	3/6/26, 11:16 AM		256	44100		Apple Music AAC audio file			1	3/10/26, 6:29 PM	1	3/8/26, 2:48 PM	
Don't Get Taken	Acid Dad	James Vaughn Hunt	Let's Plan a Robbery - EP						Psychedelic	7420649	206	1	1	1	4	2016	3/6/26, 11:31 AM		256	44100		Apple Music AAC audio file			1	3/10/26, 6:33 PM	1	3/8/26, 2:48 PM	
Come Outside	Acid Dad	Acid Dad	Acid Dad						Alternative	8476492	239	1	1	5	11	2018	1/1/25, 1:38 PM		256	44100		Apple Music AAC audio file			13	5/9/25, 1:14 PM	1	5/29/25, 1:06 PM	
Wheel of Fortune (feat. Kelley Deal)	Protomartyr	Protomartyr	Consolation - EP						Alternative	11099977	315	1	1	3		2018	3/12/26, 5:52 PM	3/12/26, 5:53 PM	256	44100		Apple Music AAC audio file							
Goblin Mode	Temporary Blessings	Liam McGorry, Lachlan Stuckey & Hudson Whitlock	Sumbisori						R&B/Soul	6951373	189	1	1	1	10	2025	3/12/26, 5:52 PM	3/12/26, 5:53 PM	256	44100		Apple Music AAC audio file							
Big Love (2017 Remaster)	Fleetwood Mac	Lindsey Buckingham	Fleetwood Mac 1975 to 1987						Pop	8802633	223	6	6	1	12	1987	3/12/26, 5:52 PM	3/12/26, 5:53 PM	256	44100		Apple Music AAC audio file							
Afternoon at Bärenquell	Loket	Tahl Klainman	All Ages - EP						Dance	14087015	381	1	1	2	4	2023	3/12/26, 5:52 PM	3/12/26, 5:53 PM	256	44100		Apple Music AAC audio file							
Mama Roux	Dr John	Dr. John Creaux & Jesse Hill	Gris-Gris						Rock	7314616	180	1	1	3	7	1968	3/12/26, 5:52 PM	3/12/26, 5:53 PM	256	44100		Apple Music AAC audio file							
From Without	Snad	Snad	Dispo - EP						House	17500214	509	1	1	2	3	2026	3/12/26, 5:52 PM	3/12/26, 5:53 PM	256	44100		Apple Music AAC audio file							
