Name	Artist	Composer	Album	Grouping	Work	Movement Number	Movement Count	Movement Name	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Plays	Last Played	Skips	Last Skipped	My Rating	Location
Lucy's World	Guided By Voices	Robert Pollard	Thick Rich And Delicious						Alternative	6071381	156	1	1	4	15	2025	5/7/26, 11:15 AM	5/7/26, 11:15 AM	256	44100		Apple Music AAC audio file							
Roundabout (2024 Remaster)	Yes	Jon Anderson & Steve Howe	Fragile (Super Deluxe)						Rock	20040304	516	1	4	1	9	1971	5/7/26, 11:15 AM	5/7/26, 11:15 AM	256	44100		Apple Music AAC audio file							
Like cleopatra	Babe Rainbow	Angus Dowling, Jack Crowther, Elliot O'reilly & Timon Martin	Slipper imp and shakaerator						Alternative	7344069	205	1	1	6	11	2025	4/28/26, 11:47 AM		256	44100		Apple Music AAC audio file			4	5/6/26, 2:14 PM			
Shadow of Doubt	DOOM GONG	John Anderson, Kenny Tayce, Jay Dino Hall, Matthew Griffin & William Joiner	MEGAGONG						Rock	10290161	285	1	1	3	9	2025	4/30/26, 1:37 PM		256	44100		Apple Music AAC audio file			3	5/5/26, 10:32 AM			
When U Love Somebody	Fruit Bats	Eric Johnson	Mouthfuls						Alternative	9750697	271	1	1	10	10	2003	5/4/26, 5:14 PM		256	44100		Apple Music AAC audio file			1	5/5/26, 10:36 AM			
A Plea	Flea	Flea	Honora						Alternative	16863045	458	1	1	2	10	2025	5/7/26, 11:15 AM	5/7/26, 11:15 AM	256	44100		Apple Music AAC audio file							
Freedom Fighter	Bowery Electric	Nick Drake, Lawrence Chandler & Martha Schwendener	Lushlife						Alternative	8040469	227	1	1	6	10	2000	5/7/26, 11:15 AM	5/7/26, 11:15 AM	256	44100		Apple Music AAC audio file							
Shattered (feat. Helena Deland & Ross Meen)	Jump Source, Patrick Holland, Priori, Helena Deland & Ross Meen	Francis Latreille, Patrick Holland & Conor Neeson	Fold						Electronic	11577698	331	1	1	2	11	2026	5/7/26, 11:15 AM	5/7/26, 11:15 AM	256	44100		Apple Music AAC audio file							
Who Asked?	IRKED	Michael Hill, Simon Hubbard, Zachary McDade & Helen Walkinshaw	Who Asked? - Single						Rock	7129175	198	1	1	1	1	2026	5/7/26, 11:15 AM	5/7/26, 11:15 AM	256	44100		Apple Music AAC audio file							
Idiot Wind (Live at Hughes Stadium, Ft. Collins, CO - May 1976)	Bob Dylan	Bob Dylan	Hard Rain (Live)						Folk	20554598	606	1	1	9	9	1976	5/7/26, 11:15 AM	5/7/26, 11:15 AM	256	44100		Apple Music AAC audio file							
Galactic Funk (Tau Ceti Mix)	DJ Spooky		Songs of a Dead Dreamer						Electronic	14391216	410	1	1	4	16	1996	5/7/26, 11:15 AM	5/7/26, 11:15 AM	256	44100		Apple Music AAC audio file							
Katie Cruel	Karen Dalton	Karen Dalton	In My Own Time (50th Anniversary Edition)						Folk	5780374	142	1	1	4	19	1971	5/7/26, 11:15 AM	5/7/26, 11:15 AM	256	44100		Apple Music AAC audio file							
I'm Eighteen	Alice Cooper	Alice Cooper, Dennis Dunaway, Glen Buxton, Michael Bruce & Neal Smith	Love It to Death						Hard Rock	6972673	180	1	1	2	9	1970	5/7/26, 11:15 AM	5/7/26, 11:15 AM	256	44100		Apple Music AAC audio file							
