Name	Artist	Composer	Album	Grouping	Work	Movement Number	Movement Count	Movement Name	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Plays	Last Played	Skips	Last Skipped	My Rating	Location
Brain of the Firm (feat. Nina Guo, Evelyn Saylor, Madison Greenstone & Weston Olencki)	Horse Lords	Andrew Bernstein, Max Eilbacher, Sam Haberman & Owen Gardner	Demand to Be Taken to Heaven Alive!						Prog-Rock/Art Rock	11014449	280	1	1	2	11		4/29/26, 10:12 AM		256	44100		Apple Music AAC audio file							
Guess	Friko	Niko Kapetan	Something Worth Waiting For						Alternative	8096456	226	1	1	1	9	2026	4/29/26, 10:12 AM		256	44100		Apple Music AAC audio file							
Hot Air Balloon	Friko	Niko Kapetan	Something Worth Waiting For						Alternative	11020542	307	1	1	6	9	2026	4/29/26, 10:12 AM		256	44100		Apple Music AAC audio file							
One	Fuzz		Fuzz						Alternative	13766385	365	1	1	8	8	2013	4/23/26, 12:45 PM		256	44100		Apple Music AAC audio file			1	4/28/26, 11:02 AM			
How Can You Really	Foxygen		...And Star Power						Alternative	8150206	213	1	1	2	24	2014	4/22/26, 12:50 PM		256	44100		Apple Music AAC audio file			1	4/28/26, 11:05 AM	1	4/28/26, 10:55 AM	
Two of Us	The Beatles	Paul McCartney & John Lennon	Let It Be						Pop	8197082	215	1	1	1	12	1970	4/29/26, 10:12 AM		256	44100		Apple Music AAC audio file							
Barbarian	Electric Wizard		Dopethrone						Metal	15412368	389	1	1	4	9	2000	4/29/26, 10:12 AM		256	44100		Apple Music AAC audio file							
Iron Swan	The Sword	JD Cronise	Age of Winters						Rock	12326780	346	1	1	6	9	2006	4/29/26, 10:12 AM		256	44100		Apple Music AAC audio file							
Sanctuary	Elder	Nicholas DiSalvo	Reflections of a Floating World						Metal	23660096	673	1	1	1	6	2017	4/29/26, 10:12 AM		256	44100		Apple Music AAC audio file							
How Heavy This Axe (2023 Remastered Version)	The Sword	John Cronise, Bryan Patrick Richie, Jason Shutt & Trivett Copley Wingo	Gods of the Earth (15th Anniversary Edition)						Rock	6807908	186	1	1	3	11	2023	4/29/26, 10:12 AM		256	44100		Apple Music AAC audio file							
Mangled	Breaka	Charlie Baker	Mangled - EP						Dubstep	10200701	274	1	1	3	5	2026	4/29/26, 5:23 PM	4/29/26, 5:23 PM	256	44100		Apple Music AAC audio file							
