Name	Artist	Composer	Album	Grouping	Work	Movement Number	Movement Count	Movement Name	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Plays	Last Played	Skips	Last Skipped	My Rating	Location
Not Me	Squirrel Flower	Ella Williams	Say a Prayer to the Gods of Getting Going						Alternative	7160563	197	1	1	3	11	2026	7/14/26, 10:28 AM	7/14/26, 10:28 AM	256	44100		Apple Music AAC audio file			1	7/14/26, 10:43 AM			
Nymphes, nappés	Ensemble Bach, Blech & Blues & Till Fabian Weser	des Préz, Josquin	Klangwelten						Classical	7743661	225	1	1	4	13	2004		7/16/26, 4:48 PM	256	44100		Apple Music AAC audio file							
Cantate Domino	Karl-Friedrich Beringer & Windsbach Boys Choir	Miškinis, Vytautas	Klangwelten						Classical	6523242	185	1	1	5	13	2004		7/16/26, 4:48 PM	256	44100		Apple Music AAC audio file							
Whiskey River	Willie Nelson	Johnny Bush & Paul Stroud	Shotgun Willie						Country	9940153	245	1	1	2	12	1973	7/10/26, 12:22 PM		256	44100		Apple Music AAC audio file			2	7/14/26, 10:53 AM	1	7/14/26, 11:19 AM	
The Gambler	Kenny Rogers	Don Alan Schlitz Jr.	The Gambler						Country	7997760	210	1	1	1	11	1978	7/10/26, 2:06 PM		256	44100		Apple Music AAC audio file			2	7/14/26, 11:01 AM			
One Week	Barenaked Ladies	Ed Robertson	Stunt (20th Anniversary Edition)						Pop	6550600	169	1	1	1	16	1998	7/10/26, 3:53 PM		256	44100		Apple Music AAC audio file			2	7/14/26, 11:04 AM	1	7/15/26, 4:06 PM	
Return the Gift	Gang of Four	Andrew James Dalrymple Gill, David Geoffrey Allen, Hugo Hamilton Mark Burnham & Jonathan Michael King	Entertainment! (Remastered)						Alternative	6778747	186	1	1	5	12	1979		7/16/26, 4:48 PM	256	44100		Apple Music AAC audio file							
inhale the Mist	Other Joe	Joseph Buchan	The Best is Yet To Come - Single						Electronic	9111616	256	1	1	1	3	2026	7/16/26, 3:04 PM	7/16/26, 3:04 PM	256	44100		Apple Music AAC audio file			1	7/16/26, 4:52 PM			
Anone None	Jonny Nash & Tomo Katsurada	Tomo Katsurada & Jonny Nash	At The Emerald Pool						Singer/Songwriter	9578414	274	1	1	2	10	2026		7/16/26, 4:48 PM	256	44100		Apple Music AAC audio file			1	7/16/26, 4:56 PM			
Bitter Sweet Symphony	The Verve	Richard Ashcroft	Urban Hymns (Deluxe / Remastered 2016)						Pop	12809755	357	1	2	1	13	1997	7/16/26, 3:16 PM	7/16/26, 3:16 PM	256	44100		Apple Music AAC audio file			1	7/16/26, 5:02 PM			
Porcelain	Moby		Play & Play: B Sides						Electronic	8478342	241	1	1	3	29	1999			256	44100		Apple Music AAC audio file			1	7/16/26, 5:05 PM			
Torn	Natalie Imbruglia	Phil Thornalley, Scott Cutler & Anne Preven	Left of the Middle						Pop	9097583	244	1	1	1	12	1997		7/16/26, 4:48 PM	256	44100		Apple Music AAC audio file			1	7/16/26, 5:09 PM			
Lore	Elder		Lore						Metal	32570194	957	1	1	3	5	2015		7/16/26, 4:48 PM	256	44100		Apple Music AAC audio file							
Big Women	G.B.H.	Colin Blyth, Andrew Williams, Colin Abrahall & Ross Lomas	The Punk Singles 1981-84						Pop Punk	5238985	137	1	1	11	22	1981		7/16/26, 4:48 PM	256	44100		Apple Music AAC audio file							
