Name	Artist	Composer	Album	Grouping	Work	Movement Number	Movement Count	Movement Name	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Plays	Last Played	Skips	Last Skipped	My Rating	Location
Paperwings	Damien Jurado & Gathered in Song	Damien Jurado	I Break Chairs						Rock	6312627	175	1	1	1	12	2002	1/14/26, 3:02 PM	1/14/26, 3:02 PM	256	44100		Apple Music AAC audio file							
Dosed	Red Hot Chili Peppers	Anthony Kiedis, Chad Smith, Flea & John Frusciante	By the Way						Alternative	11228788	311	1	1	4	16	2002	1/14/26, 3:02 PM	1/14/26, 3:02 PM	256	44100		Apple Music AAC audio file							
Seems So Long Ago, Nancy	Leonard Cohen	Leonard Cohen	Songs from a Room						Singer/Songwriter	8847617	221	1	1	5	10	1969	1/14/26, 3:02 PM	1/14/26, 3:02 PM	256	44100		Apple Music AAC audio file							
Four Folks	Jeff Parker	Jeff Parker	Forfolks						Jazz	11607628	334	1	1	2	8	2021	1/14/26, 3:02 PM	1/14/26, 3:02 PM	256	44100		Apple Music AAC audio file							
TECHNICOLOUR	The Comet Is Coming	Danalogue, Betamax & King Shabaka	Hyper-Dimensional Expansion Beam						Electronic	7499406	209	1	1	2	11	2022	1/14/26, 3:02 PM	1/14/26, 3:02 PM	256	44100		Apple Music AAC audio file							
Just as the Day Was Dawning	Big Business		Here Come the Waterworks						Hard Rock	10175065	253	1	1	1	8	2007	1/14/26, 3:02 PM	1/14/26, 3:02 PM	256	44100		Apple Music AAC audio file							
Miracles	Alex G	Alex Giannascoli	God Save the Animals						Alternative	7953306	224	1	1	12	13	2022	1/14/26, 3:02 PM	1/14/26, 3:02 PM	256	44100		Apple Music AAC audio file							
Jetplane	Sorry	Asha Lorenz, Louis O'Bryen, Campbell Baum, Marco Pini, Lincoln Barrett, Robert Pollard & Tobin Sprout	COSPLAY						Alternative	5815817	156	1	1	2	10	2025	1/14/26, 3:02 PM	1/14/26, 3:02 PM	256	44100		Apple Music AAC audio file							
Dirty Dog	Prewn	Izzy Hagerup	System						Rock	7331186	200	1	1	7	9	2025	1/14/26, 3:02 PM	1/14/26, 3:02 PM	256	44100		Apple Music AAC audio file							
Thank You (triple j Like A Version)	Babe Rainbow	Dido & Paul Philip Herman	Thank You (triple j Like A Version) - Single						Alternative	7006899	193	1	1	1	1	2025	12/3/25, 5:48 PM		256	44100		Apple Music AAC audio file			3	1/14/26, 11:52 AM			
Clement	The Dead Pirates		Highmare						Psychedelic	10807437	295	1	1	2	11	2016	12/30/25, 3:53 PM		256	44100		Apple Music AAC audio file			5	1/6/26, 4:20 PM	2	1/14/26, 11:52 AM	
Distrust the Magician	Unessential Oils	Warren C. Spicer	The Purest of Oils						Alternative	12618815	337	1	2	2	11	2024	1/14/26, 2:05 PM	1/14/26, 2:06 PM	256	44100		Apple Music AAC audio file							
