Name	Artist	Composer	Album	Grouping	Work	Movement Number	Movement Count	Movement Name	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Plays	Last Played	Skips	Last Skipped	My Rating	Location
Omega Day	Bill Fay	William Fay	Time of the Last Persecution						Pop	7143525	193	1	1	1	14	1971	1/28/25, 6:09 PM		256	44100		Apple Music AAC audio file			2	1/29/25, 11:47 AM			
Your Bird	Retribution Gospel Choir	Alan Sparhawk	2						Alternative	6812982	178	1	1	2	10	2010	1/28/25, 6:09 PM		256	44100		Apple Music AAC audio file			2	1/29/25, 11:43 AM			
Eyes on the Prize	Bruce Springsteen	Traditional	We Shall Overcome: The Seeger Sessions (American Land Edition)						Rock	10990092	316	1	1	9	18	2006	1/28/25, 6:09 PM		256	44100		Apple Music AAC audio file			1	1/28/25, 10:29 PM			
What's So Strange About Me?	Eight Dayz	Peter Chabrowski, Claus Grabke, Oliver Niemeyer, Markus Schmidt	What's So Strange About Me						Alternative	7699237	218	1	2	7	16	2011	1/28/25, 6:09 PM		256	44100		Apple Music AAC audio file			2	1/29/25, 2:48 PM			
I Against I	Bad Brains	Darryl Jenifer	I Against I						Alternative	6298464	170	1	1	2	10	1986	1/28/25, 6:09 PM		256	44100		Apple Music AAC audio file			2	1/29/25, 2:51 PM			
Candle	Red Emma		State of the Union						Alternative	8102348	224	1	1	15	16	1989	1/28/25, 6:09 PM		256	44100		Apple Music AAC audio file			2	1/29/25, 12:42 PM			
Behind the Mask	Yellow Magic Orchestra	Yellow Magic Orchestra & Ryuichi Sakamoto	Solid State Survivor						Electronic	8146209	216	1	1	5	8	1979	1/23/25, 4:33 PM		256	44100		Apple Music AAC audio file			9	2/25/25, 6:13 PM			
Galvanize	The Chemical Brothers		Brotherhood						Dance	9348246	268	1	2	1	16	2004	1/24/25, 4:20 PM		256	44100		Apple Music AAC audio file			7	2/25/25, 1:14 PM			
A Touch of Evil	Cabaret Voltaire	Watson	Red Mecca						Electronic	6839709	191	1	1	1	9	1981	1/24/25, 4:38 PM		256	44100		Apple Music AAC audio file			7	4/8/25, 2:18 PM			
Complejo de Amor	Panoptica Orchestra	Roberto A. Mendoza	Panoptica Orchestra (Edición Especial)						Contemporary Latin	6431969	182	1	1	7	25	2010	1/28/25, 6:09 PM		256	44100		Apple Music AAC audio file			5	1/31/25, 12:37 PM			
Mar Negro (feat. May Roosevelt)	Los Macuanos		El Origen						Rock y Alternativo	9465986	269	1	1	13	14	2013	1/28/25, 6:09 PM		256	44100		Apple Music AAC audio file			5	1/31/25, 12:42 PM			
Metal Heart	Cat Power	Chan Marshall	Moon Pix						Alternative	8483282	242	1	1	5	11	1998	1/28/25, 6:09 PM		256	44100		Apple Music AAC audio file			4	1/31/25, 12:46 PM			
A More Perfect Union	Titus Andronicus	Patrick Stickles	The Monitor						Alternative	15679139	429	1	1	1	10	2010	1/28/25, 6:09 PM		256	44100		Apple Music AAC audio file			6	1/31/25, 12:53 PM			
I Am a Scientist	Guided By Voices		Bee Thousand						Alternative	5483447	144	1	1	18	20	1994	1/28/25, 6:09 PM		256	44100		Apple Music AAC audio file			4	1/31/25, 12:55 PM			
Do Without You	Caribou	Dan Snaith	Honey						Electronic	5009114	136	1	1	4	12	2024	1/28/25, 6:09 PM		256	44100		Apple Music AAC audio file			4	4/11/25, 2:01 PM			
