Name	Artist	Composer	Album	Grouping	Work	Movement Number	Movement Count	Movement Name	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Plays	Last Played	Skips	Last Skipped	My Rating	Location
Getting Older	The Clean	David Kilgour, Hamish Kilgour & Robert Scott	Anthology						Rock	10188009	257	1	2	16	22	1983	8/6/25, 10:06 AM	8/6/25, 10:06 AM	256	44100		Apple Music AAC audio file			1	8/6/25, 10:13 AM			
A Patricia	Los Destellos	Enrique Delgado	Sicodélicos						Música tropical	7737722	191	1	1	19	20	2016	8/6/25, 10:06 AM	8/6/25, 10:06 AM	256	44100		Apple Music AAC audio file			1	8/6/25, 10:16 AM			
Much Ado About Nothing	Waxahatchee	Katie Crutchfield	Tigers Blood						Folk	8156923	229	1	1	13	13	2024	8/6/25, 10:06 AM	8/6/25, 10:06 AM	256	44100		Apple Music AAC audio file			1	8/6/25, 11:12 AM			
Electricide	Frankie & The Witch Fingers	Dylan Sizemore, Josh Menashe, Nicole Smith & Nicholas Aguilar	Data Doom						Psychedelic	7785092	215	1	1	3	9	2022	4/25/24, 12:07 PM	4/25/24, 12:07 PM	256	44100		Apple Music AAC audio file			6	8/6/25, 11:15 AM	1	8/6/25, 11:08 AM	
Shine	Slowdive	Neil Halstead, Nicholas Chaplin, Rachel Goswell & Christian Savill	Just for a Day						Alternative	11171652	323	2	2	8	12	1991	8/3/25, 3:43 PM		256	44100		Apple Music AAC audio file			5	8/6/25, 11:21 AM			
Midnight in Harlem	Tedeschi Trucks Band	M. Mattison & Derek Trucks	Revelator						Rock	12445840	352	1	1	3	13	2011	8/3/25, 7:17 PM		256	44100		Apple Music AAC audio file			8	8/6/25, 11:27 AM			
.Aorte. Nous Sommes Du Mèmes Sang.	AMENRA		Mass Iiii						Alternative	18845536	541	1	1	6	7	2008	8/6/25, 10:06 AM	8/6/25, 10:06 AM	256	44100		Apple Music AAC audio file							
I 2 I	Tevin Campbell & Rosie Gaines	Patrick DeRemer & Roy Freeland	A Goofy Movie (Original Soundtrack)						Disney	9554880	241	1	1	1	13	1995	8/6/25, 10:06 AM	8/6/25, 10:06 AM	256	44100		Apple Music AAC audio file							
Mud Slide Slim	James Taylor	James Taylor	Mud Slide Slim and the Blue Horizon (Remastered)						Singer/Songwriter	12201612	319	1	1	6	13	1971	8/6/25, 10:06 AM	8/6/25, 10:06 AM	256	44100		Apple Music AAC audio file							
The Sun Is a Very Magic Fellow	Donovan	D. Leitch	The Hurdy Gurdy Man						Pop	5862595	161	1	1	12	13	1966	8/6/25, 10:06 AM	8/6/25, 10:06 AM	256	44100		Apple Music AAC audio file							
No More Runnin	Animal Collective	Animal Collective	Merriweather Post Pavilion						Alternative	9821238	263	1	1	10	12	2009	8/6/25, 10:06 AM	8/6/25, 10:06 AM	256	44100		Apple Music AAC audio file							
Wrought Eye	Roza Terenzi	Katie Cambell	Wrought Eye - Single						House	11091735	315	1	1	1	1	2025	8/6/25, 10:06 AM	8/6/25, 10:06 AM	256	44100		Apple Music AAC audio file							
Vital Loop	Kelbin	Luca Favaretto	Vital Loop - Single						Breakbeat	9109948	236	1	1	1	1	2025	8/6/25, 10:06 AM	8/6/25, 10:06 AM	256	44100		Apple Music AAC audio file							
