Name	Artist	Composer	Album	Grouping	Work	Movement Number	Movement Count	Movement Name	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Plays	Last Played	Skips	Last Skipped	My Rating	Location
Jesus, Etc.	Wilco	Jay Bennett & Jeff Tweedy	Yankee Hotel Foxtrot						Rock	8955130	231	1	1	5	11	2001	10/1/25, 5:36 PM	10/1/25, 5:36 PM	256	44100									
Poison Root	Alex G	Alex Giannascoli	Rocket						Alternative	5701997	144	1	1	1	14	2017	10/1/25, 5:36 PM	10/1/25, 5:36 PM	256	44100									
Turkey Vultures	Wednesday	Karly Matana Hartzman, Mark Jacob Lenderman, Alexander Reuben Chelmis, Richard Alan Miller & Margo Schultz	Rat Saw God						Alternative	8731036	245	1	1	8	9	2023	10/1/25, 5:36 PM	10/1/25, 5:36 PM	256	44100									
Golfe du Mexique (feat. Population II)	Yoo Doo Right & Nolan Potter	John Talbot, Justin Cober, Nolan Potter, Pierre-Luc Gratton, Sébastien Provençal & Tristan Lacombe	Yoo II avec Nolan Potter (feat. Population II)						Rock	10039730	285	1	1	2	5	2025	10/1/25, 5:36 PM	10/1/25, 5:36 PM	256	44100									
Darling	Whitney	Max Kakacek & Julien Ehrlich	Darling - Single						Alternative	6518159	173	1	1	1	1	2025	10/1/25, 5:36 PM	10/1/25, 5:36 PM	256	44100									
What Would I Do (Bonus Track)	Sly & The Family Stone	Sylvester Stewart	A Whole New Thing (Bonus Tracks Edition)						R&B/Soul	8718138	245	1	1	16	17	1967	10/1/25, 5:36 PM	10/1/25, 5:36 PM	256	44100									
St. Elmo	Geese	Cameron Winter, Emily Green, Dominic DiGesu, Max Bassin & Foster Hudson	3D Country						Alternative	7600333	200	1	1	11	11	2023	10/1/25, 5:36 PM	10/1/25, 5:36 PM	256	44100									
Can't Keep Anything	Cameron Winter	Cameron Winter	Heavy Metal						Alternative	9335566	229	1	1	10	10	2024	10/1/25, 5:36 PM	10/1/25, 5:36 PM	256	44100									
Getting Killed	Geese	Cameron Winter, Emily Green, Dominic DiGesu & Max Bassin	Getting Killed						Alternative	10264715	284	1	1	4	11	2025	10/1/25, 5:36 PM	10/1/25, 5:36 PM	256	44100									
Energy (7 inch Mix)	Misty Lane	Elaine Desjardins, Michel Bibeau & Ralph Mashats	Energy - EP						Electronic	7806625	190	1	1	2	4	1983	10/1/25, 5:36 PM	10/1/25, 5:36 PM	256	44100									
Paper Planes (DFA Remix)	M.I.A.	Joe Strummer, Maya Arulpragasam, Mick Jones, Topper Headon, Paul Simonon & Thomas Wesley Pentz	Paper Planes (Homeland Security Remixes) - EP						Electronic	12088303	352	1	1	2	5	2008	10/1/25, 5:36 PM	10/1/25, 5:36 PM	256	44100									
Beginning to Understand (2015) [Remastered]	Cristian Vogel	Cristian Vogel	Classics Remastered 1993-1998						Techno	14128538	386	1	2	4	11	2016	10/1/25, 5:36 PM	10/1/25, 5:36 PM	256	44100									
EARFQUAKE	Tyler, The Creator	Tyler Okonma & Jordan Carter	IGOR						Hip-Hop/Rap	6837581	190	1	1	2	12	2019	9/29/25, 2:28 PM		256	44100					2	9/30/25, 4:22 PM			
Sloop John B	The Beach Boys	Brian Wilson	Pet Sounds						Rock	6473869	181	1	1	7	13	1966	6/12/25, 10:29 AM		256	44100		Apple Music AAC audio file			2	6/13/25, 12:32 PM			
