Name	Artist	Composer	Album	Grouping	Work	Movement Number	Movement Count	Movement Name	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Plays	Last Played	Skips	Last Skipped	My Rating	Location
Long Black Road	Electric Light Orchestra	Jeff Lynne	American Hustle (Original Motion Picture Soundtrack)						Soundtrack	7375329	199	1	1	11	15	2001	6/4/25, 8:19 AM		256	44100		Apple Music AAC audio file							
I'm a Wheel	Wilco	Jeff Tweedy	A Ghost Is Born						Rock	6301750	154	1	1	9	12	2004	6/4/25, 8:19 AM		256	44100		Apple Music AAC audio file							
Act Naturally	Buck Owens & His Buckaroos	Voni Morrison & Johnny Russell	Together Again / My Heart Skips a Beat						Country	6001757	142	1	1	14	14	1964	6/4/25, 8:19 AM		256	44100		Apple Music AAC audio file							
My Lady's On Fire	Ty Segall	-	Freedom's Goblin						Alternative	8826562	232	1	1	6	19	2017	6/4/25, 8:19 AM		256	44100		Apple Music AAC audio file							
Half Full Glass of Wine	Tame Impala	Kevin Parker	Tame Impala - EP						Rock	9339878	266	1	1	3	6	2008	6/4/25, 8:19 AM		256	44100		Apple Music AAC audio file							
Fly Away with Me Woman	Pure X	Not Documented	Angel						Alternative	7675477	209	1	1	5	11	2014	6/4/25, 8:19 AM		256	44100		Apple Music AAC audio file							
You Didn't Have to Be So Nice	The Lovin' Spoonful	John Sebastian & S. Boone	Daydream						Rock	5502712	146	1	1	9	17	1966	5/30/25, 10:40 AM		256	44100		Apple Music AAC audio file			4	6/3/25, 1:29 PM			
Say No to Love	The Pains of Being Pure At Heart		Say No to Love - Single						Alternative	8440182	231	1	1	1	2	2010	6/4/25, 8:19 AM		256	44100		Apple Music AAC audio file							
Video Killed the Radio Star	The Buggles	Trevor Horn, Geoff Downes & Bruce Woolley	The Age of Plastic						Rock	9975375	253	1	1	2	8	1979	6/1/25, 2:27 PM		256	44100		Apple Music AAC audio file			7	6/4/25, 8:20 AM			
Free Ride	Nick Drake	Nick Drake	Pink Moon						Pop	7229546	182	1	1	9	11	1972	6/4/25, 8:19 AM		256	44100		Apple Music AAC audio file							
Cowboy Nudes	Geese	Cameron Winter, Emily Green, Max Bassin, Dominic DiGesu & Foster Hudson	3D Country						Alternative	6630717	170	1	1	3	11	2023	6/4/25, 8:19 AM		256	44100		Apple Music AAC audio file							
Romance	Shanti Celeste	Shanti Celeste	Romance						Electronic	9067290	256	1	1	6	9	2025	6/4/25, 8:19 AM		256	44100		Apple Music AAC audio file							
Birdseed	Merce Lemon	Merce Lemon	Watch Me Drive Them Dogs Wild						Alternative	8653594	242	1	1	1	8	2024	6/4/25, 8:19 AM		256	44100		Apple Music AAC audio file							
Gun	Scout Niblett		It's Up To Emma						Alternative	10344984	297	1	1	1	9	2013	6/4/25, 8:19 AM		256	44100		Apple Music AAC audio file							
Dos Soledades	Julieta Venegas	Julieta Venegas	Algo Sucede						Pop	6908857	190	1	1	7	12	2015	6/4/25, 8:19 AM		256	44100		Apple Music AAC audio file							
Dance to the Music	Sly & The Family Stone	Sylvester Stewart	Dance To The Music (Bonus Tracks Edition)						R&B/Soul	7077077	179	1	1	1	15	1968	6/4/25, 8:19 AM		256	44100		Apple Music AAC audio file							
Sugah Daddy	D’Angelo and The Vanguard	D'Angelo, Q-Tip, Kendra Foster, Pino Palladino & James Gadson	Black Messiah						R&B/Soul	10513865	302	1	1	4	12	2014	6/4/25, 8:19 AM		256	44100		Apple Music AAC audio file							
White Ferrari	Frank Ocean		Blonde						Pop	8964167	248	1	1	14	17	2016	6/4/25, 8:19 AM		256	44100		Apple Music AAC audio file							
