Name	Artist	Composer	Album	Grouping	Work	Movement Number	Movement Count	Movement Name	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Plays	Last Played	Skips	Last Skipped	My Rating	Location
Miriam	Norah Jones	Norah Jones & Brian Burton	Little Broken Hearts (Deluxe Edition)						Singer/Songwriter	9305035	265	1	2	11	20	2012	2/5/25, 11:19 AM		256	44100		Apple Music AAC audio file			2	2/5/25, 2:26 PM			
In the Morning and Amazing...	Circa Survive		On Letting Go						Rock	8804278	243	1	1	2	12	2007	2/5/25, 11:19 AM		256	44100		Apple Music AAC audio file			2	2/5/25, 2:30 PM			
Loretta	Luke Bell	Luke Bell	Luke Bell						Country	8464336	238	1	1	5	10	2014	2/5/25, 11:19 AM		256	44100		Apple Music AAC audio file			3	2/5/25, 2:34 PM			
Primary	The Cure	Lol Tolhurst, Robert Smith & Simon Gallup	Faith						Alternative	8268991	219	1	1	2	8	1981	2/5/25, 11:19 AM		256	44100		Apple Music AAC audio file			3	2/5/25, 2:37 PM			
Baby (How Much I LFO You)	DJ Koze	Stefan Kozalla	Knock Knock						Electronic	10404023	271	1	1	12	16	2018	2/5/25, 11:19 AM		256	44100		Apple Music AAC audio file			3	2/5/25, 2:42 PM			
No Destruction	Foxygen		We Are the 21st Century Ambassadors of Peace & Magic						Alternative	10729994	296	1	1	2	9	2013	2/3/25, 6:40 PM		256	44100		Apple Music AAC audio file			7	4/8/25, 4:07 PM			
Walk to the One You Love	Twin Peaks	Not Documented	Down in Heaven						Alternative	8015499	213	1	1	1	13	2016	2/4/25, 11:19 AM		256	44100		Apple Music AAC audio file			10	3/28/25, 11:27 AM	1	3/22/25, 7:17 PM	
Morning Song	Babe Rainbow	Angus Dowling, Elliot O'reilly, Jack Crowther & Luca Mariani	Today						Alternative	7284119	204	1	1	2	11	2019	2/4/25, 11:28 AM		256	44100		Apple Music AAC audio file			8	2/6/25, 1:49 PM			
The Tears of a Clown	Smokey Robinson & The Miracles	William Robinson, Jr., Stevie Wonder & Henry Cosby	One Dozen Roses						R&B/Soul	7425969	181	1	1	3	12	1967	2/5/25, 11:19 AM		256	44100		Apple Music AAC audio file			7	4/11/25, 2:25 PM			
Everybody Loves the Sunshine	Roy Ayers Ubiquity	Roy Ayers	Everybody Loves the Sunshine						Jazz	8812647	242	1	1	8	10	1976	2/5/25, 11:19 AM		256	44100		Apple Music AAC audio file			6	2/6/25, 1:56 PM			
Nights (Vocal Mix)	Sully & Salo	Jack Stevens	Nights - Single						Jungle/Drum'n'bass	9563320	270	1	1	1	2	2024	2/5/25, 11:19 AM		256	44100		Apple Music AAC audio file			6	2/6/25, 2:00 PM			
Maga Dog	Peter Tosh	Peter Tosh	Mama Africa (Bonus Tracks Edition)						Reggae	10742707	269	1	1	9	12	1983	2/5/25, 11:19 AM		256	44100		Apple Music AAC audio file			6	2/6/25, 2:05 PM			
The Breaks	31Knots		Worried Well						Alternative	7574196	212	1	1	3	12	2008	2/5/25, 11:19 AM		256	44100		Apple Music AAC audio file			6	2/6/25, 2:08 PM			
Friends Are Evil (Deluxe)	Jesu	Justin Karl Michael Broadrick	jesu (Remaster Deluxe)						Alternative	20087987	581	1	1	2	22	2022	2/5/25, 11:19 AM		256	44100		Apple Music AAC audio file			6	2/6/25, 2:18 PM			
