Name	Artist	Composer	Album	Grouping	Work	Movement Number	Movement Count	Movement Name	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Plays	Last Played	Skips	Last Skipped	My Rating	Location
Dirt Lip	Big D and the Kids Table	David McWane	Good Luck						Rock	5626773	154	1	1	12	15	2000	11/6/25, 3:17 PM	11/6/25, 3:17 PM	256	44100									
Shoes Too Tight	Liam Kazar		Due North						Alternative	9751963	267	1	1	3	10	2020	11/6/25, 3:17 PM	11/6/25, 3:17 PM	256	44100									
Anemone	The Brian Jonestown Massacre	Anton Newcombe	Their Satanic Majesties' Second Request						Rock	13211834	334	1	1	10	19	1996	11/6/25, 3:17 PM	11/6/25, 3:17 PM	256	44100									
Pop Therapy	Video Age		Pop Therapy						Alternative	6585334	180	1	1	2	11	2018	10/29/25, 7:39 AM		256	44100		MPEG-4 audio file			2	10/29/25, 1:57 PM			
I Love You	Spacemen 3	Pete Kember	Recurring (Original)						Indie Rock	11599831	332	1	1	3	15	1991	11/6/25, 3:17 PM	11/6/25, 3:17 PM	256	44100									
Waiting For a Cloud	Golden Apples		Bananasugarfire						Indie Rock	6708659	184	1		4		2023	11/4/25, 11:23 AM	11/4/25, 11:23 AM	256	44100									
Settle Down My Boy	Men At Work	Ron Strykert	The Best of Men At Work						Pop	7460302	207	1	1	12	15	1983	11/6/25, 3:17 PM	11/6/25, 3:17 PM	256	44100									
You Think I Ain't Worth a Dollar, But I Feel Like a Millionaire	Queens of the Stone Age	Joshua Homme, Mario Lalli & Nick Oliveri	Songs for the Deaf						Rock	7467369	192	1	1	2	15	2002	11/6/25, 3:17 PM	11/6/25, 3:17 PM	256	44100									
Better Living Through Chemistry	Queens of the Stone Age	Joshua Homme & Nick Oliveri	Rated R (Deluxe Edition)						Rock	13382745	349	1	2	5	11	2000	11/6/25, 3:17 PM	11/6/25, 3:17 PM	256	44100									
500 Miles Away from Home	Bobby Bare	Bobby Bare & Charlie Williams	500 Miles Away From Home						Country	6641965	162	1	1	1	12	1963	11/6/25, 3:17 PM	11/6/25, 3:17 PM	256	44100									
Pájaro Chogui (Instrumental)	Paco de Lucía & Ramón Algeciras	PITAGUA	Paco de Lucia / Ramón de Algeciras en Hispanoamerica (Instrumental)						Raíces	6490490	155	1	1	2	12	1969	11/6/25, 3:17 PM	11/6/25, 3:17 PM	256	44100									
Big White Cloud	John Cale	John Cale	Vintage Violence						Rock	7972999	209	1	1	4	13	1970	11/6/25, 3:17 PM	11/6/25, 3:17 PM	256	44100									
Stochastic Drift	Barker	Sam Barker	Stochastic Drift						Electronic	13430623	386	1	1	8	8	2025	11/6/25, 3:17 PM	11/6/25, 3:17 PM	256	44100									
Stepping Stoned	Cousin & Priori	Francis Latreille & Jackson Fester	Fly In Amber						Electronic	12643890	365	1	1	5	5	2025	11/6/25, 3:17 PM	11/6/25, 3:17 PM	256	44100									
