Name	Artist	Composer	Album	Grouping	Work	Movement Number	Movement Count	Movement Name	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Plays	Last Played	Skips	Last Skipped	My Rating	Location
Lay, Lady, Lay	Bob Dylan	Bob Dylan	Nashville Skyline						Rock	7999228	201	1	1	6	10	1969	6/25/25, 8:45 AM	6/25/25, 8:45 AM	256	44100		Apple Music AAC audio file			2	6/25/25, 9:29 AM			
All The Right Weaknesses	Brown Horse	Patrick Turner, Ben Auld, Nyle Holihan, Emma Tovell, Phoebe Troup & Rowan Braham	All The Right Weaknesses						Americana	7054953	195	1	1	5	11	2025	6/25/25, 8:45 AM	6/25/25, 8:45 AM	256	44100		Apple Music AAC audio file			1	6/25/25, 9:32 AM			
The Trickster	Radiohead	Colin Greenwood, Ed O'Brien, Jonny Greenwood, Phil Selway & Thom Yorke	My Iron Lung - EP						Alternative	10340158	282	1	1	2	7	1994	6/25/25, 8:45 AM	6/25/25, 8:45 AM	256	44100		Apple Music AAC audio file			1	6/25/25, 8:54 AM			
Melody Day	Caribou	Dan Snaith	Andorra						Electronic	9535558	251	1	1	1	9	2007	6/17/25, 2:30 PM		256	44100		Apple Music AAC audio file			9	6/25/25, 9:01 AM			
If Not Now, Then When?	King Gizzard & The Lizard Wizard	Stu Mackenzie	L.W.						Alternative	8520329	230	1	1	1	9	2021	10/6/22, 7:55 PM	10/6/22, 7:55 PM	256	44100		Apple Music AAC audio file			16	6/24/25, 3:48 PM			
Dancin Tony in Cuba 1959	CAVS	Michael Cavanagh	Cavs						Alternative	9484381	267	1	1	2	10	2021	6/19/25, 12:30 PM		256	44100		Apple Music AAC audio file			11	6/25/25, 9:23 AM			
No Candy (ft. Sego)	Winn Winn & Sego	Andrew Spencer Petersen, Adam Winn, Syd Winn & Thomas Ross Carroll	No Candy (ft. Sego) - Single						Alternative	12722297	353	1	1	1	1	2024	6/21/25, 11:09 AM		256	44100		Apple Music AAC audio file			9	6/25/25, 9:07 AM			
Unidos	Sofia Kourtesis & Daphni	Sofia Kourtesis	Volver - EP						Electronic	11216481	317	1	1	2	6		6/25/25, 8:45 AM	6/25/25, 8:45 AM	256	44100		Apple Music AAC audio file							
I Can't Hardly Stand It	The Cramps	Jody Chastain, Charlie Feathers & Jerry Huffman	Off the Bone						Rock	5880901	163	1	1	10	17	1989	6/25/25, 8:45 AM	6/25/25, 8:45 AM	256	44100		Apple Music AAC audio file			1	6/25/25, 8:57 AM			
When You're Alone	John Williams	John Williams & Leslie Bricusse	Hook (Original Motion Picture Soundtrack)						Soundtrack	7180252	193	1	1	15	17	1991	6/25/25, 8:45 AM	6/25/25, 8:45 AM	256	44100		Apple Music AAC audio file			1	6/25/25, 9:10 AM			
Dead Roots Stirring	Elder		Dead Roots Stirring						Rock	24323358	719	1	1	2	5	2011	6/25/25, 8:45 AM	6/25/25, 8:45 AM	256	44100		Apple Music AAC audio file							
Which Way To Paradise	Poolside	Jeffrey Paradise & Filip Nikolic	Heat						Electronic	9307046	263	1	1	2	13	2017	6/25/25, 8:45 AM	6/25/25, 8:45 AM	256	44100		Apple Music AAC audio file							
Break Right	Hotline TNT	William Anderson, Philip Haylen Trammel, Lucky Austin Hunter & Michael Thomas Ralston	Raspberry Moon						Alternative	8070479	224	1	1	6	11	2025	6/25/25, 8:45 AM	6/25/25, 8:45 AM	256	44100		Apple Music AAC audio file			1	6/25/25, 9:14 AM			
Jets	Facta	Oscar Henson	GULP						House	11169426	299	1	1	3	7	2025	6/25/25, 8:45 AM	6/25/25, 8:45 AM	256	44100		Apple Music AAC audio file			1	6/25/25, 9:19 AM			
