Name	Artist	Composer	Album	Grouping	Work	Movement Number	Movement Count	Movement Name	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Plays	Last Played	Skips	Last Skipped	My Rating	Location
First of the Gang to Die	Morrissey	Steven Morrissey & Alain Whyte	You Are the Quarry						Indie Pop	8443030	218	1	1	8	12	2004	11/26/25, 3:00 PM	11/26/25, 3:00 PM	256	44100		Apple Music AAC audio file							
I've Never Met Anyone I Thought I Could Really Love (Until I Met You)	Westside Cowboy	Aoife Anson - O'Connell, James Bradbury, Paddy Murphy & Reuben Haycocks	This Better Be Something Great - EP						Alternative	6056953	167	1	1	1	5	2025	11/26/25, 3:00 PM	11/26/25, 3:00 PM	256	44100		Apple Music AAC audio file							
Back to Me	Colter Wall	Colter Wall	Memories and Empties						Country	6501769	181	1	1	9	10	2025	11/26/25, 3:00 PM	11/26/25, 3:00 PM	256	44100		Apple Music AAC audio file							
Punk Rock Princess	Something Corporate	Andrew McMahon	Leaving Through The Window						Pop	8315704	232	1	1	2	16	2002	11/15/25, 4:54 PM		256	44100		Apple Music AAC audio file			5	11/18/25, 5:59 PM			
Futures	Jimmy Eat World	Richard Burch, Zachary Lind, Thomas Linton & James Adkins	Futures (Deluxe Edition)						Rock	8817247	238	1	3	1	11	2004	11/15/25, 3:28 PM		256	44100		Apple Music AAC audio file			7	11/19/25, 3:26 PM			
The Quiet Things That No One Ever Knows	Brand New	Jesse Lacey, Vincent Accardi, Brian Lane & Garrett Tierney	Deja Entendu						Rock	9043383	241	1	1	5	11	2003	11/15/25, 5:24 PM		256	44100		Apple Music AAC audio file			6	11/19/25, 3:30 PM			
Witchwood	Strawbs	Dave Cousins	The Very Best of Strawbs - Halcyon Days						Rock	7713093	204	1	2	9	18	1971	11/26/25, 3:00 PM	11/26/25, 3:00 PM	256	44100		Apple Music AAC audio file							
Steady Rain	Warren Zevon	Warren Zevon	Preludes: The Rare and Unreleased Recordings (Deluxe Edition)						Rock	9157859	259	1	1	2	27	2007	11/26/25, 3:00 PM	11/26/25, 3:00 PM	256	44100		Apple Music AAC audio file							
The Wreck of the Edmund Fitzgerald	Gordon Lightfoot	Gordon Lightfoot	Summertime Dream						Singer/Songwriter	13378820	389	1	1	2	10	1976	11/26/25, 3:00 PM	11/26/25, 3:00 PM	256	44100		Apple Music AAC audio file							
Hard Times	Kiwini Vaitai	Laga Savea & Kiwini Vaitai	Hard Times - EP						Reggae	8556652	242	1	1	2	5	2013	11/26/25, 3:00 PM	11/26/25, 3:00 PM	256	44100		Apple Music AAC audio file							
Bomb Thrown	CZARFACE & MF DOOM	J. Hunter, S. Ryan & G. Andrinopoulos	Czarface Meets Metal Face						Hip-Hop	9615677	272	1	1	9	16	2018	11/26/25, 3:00 PM	11/26/25, 3:00 PM	256	44100		Apple Music AAC audio file							
What's Golden	Jurassic 5	Courtenay Henderson, Marc F. Stuart, Lucas McFadden, C. Stewart, Mark Ali Potsic & Dante Givens	Power In Numbers						Hip-Hop/Rap	6825234	188	1	1	8	17	2002	11/26/25, 3:00 PM	11/26/25, 3:00 PM	256	44100		Apple Music AAC audio file							
Unleashed	Wata Igarashi	Wata Igarashi	My Supernova						Dance	12653168	364	1	1	4	9	2025	11/26/25, 3:00 PM	11/26/25, 3:00 PM	256	44100		Apple Music AAC audio file							
