Name	Artist	Composer	Album	Grouping	Work	Movement Number	Movement Count	Movement Name	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Plays	Last Played	Skips	Last Skipped	My Rating	Location
Man Who Paints the Pictures	Fever Tree	Michael Knust	Fever Tree						Rock	6089790	155	1	1	5	11	1968	6/18/25, 8:42 AM	6/18/25, 8:42 AM	256	44100		Apple Music AAC audio file							
Not Down This Low	Jeff Cowell		Lucky Strikes and Liquid Gold						Singer/Songwriter	5243616	144	1	1	10	10	1975	6/18/25, 8:42 AM	6/18/25, 8:42 AM	256	44100		Apple Music AAC audio file							
One More Last Chance	Vince Gill	Vince Gill & Gary Nicholson	I Still Believe in You						Country	6932298	191	1	1	6	10	1992	6/18/25, 8:42 AM	6/18/25, 8:42 AM	256	44100		Apple Music AAC audio file							
I Want You	Savage Garden	Darren Hayes & Daniel Jones	Savage Garden						Pop	8936238	232	1	1	2	11	1996	6/14/25, 7:13 PM		256	44100		Apple Music AAC audio file			1	6/17/25, 10:39 AM			
Shadow People	Dr. Dog	Toby Leaman, Scott McMicken, Dan Auerbach & Frank McElroy	Shame, Shame (Deluxe Edition)						Alternative	8813745	253	1	1	2	18	2010	6/16/25, 10:42 AM		256	44100		Apple Music AAC audio file			1	6/17/25, 10:54 AM			
The Pulse	Holy Fuck	Brian Borcherdt & Graham Walsh	LP						Alternative	14041642	356	1	1	5	11	2005	6/16/25, 3:59 PM		256	44100		Apple Music AAC audio file			3	6/17/25, 2:02 PM			
Into Dust (Still Falling)	Four Tet	David Roback & Hope Sandoval	Into Dust (Still Falling) - Single						Electronic	11658377	333	1	1	1	1	2025	6/18/25, 8:42 AM	6/18/25, 8:42 AM	256	44100		Apple Music AAC audio file							
Zoomies	Pearson Sound	David Kennedy	Zoomies - Single						Electronic	8569473	237	1	1	1	1	2025	6/18/25, 8:42 AM	6/18/25, 8:42 AM	256	44100		Apple Music AAC audio file							
Blue Yodel No. 9 (Standin' On the Corner)	Jimmie Rodgers	Jimmie Rodgers	RCA Country Legends: Jimmie Rodgers						Country	5889386	157	1	1	6	17	1997	6/18/25, 8:42 AM	6/18/25, 8:42 AM	256	44100		Apple Music AAC audio file							
I'll Never Be Free	Tennessee Ernie Ford & Kay Starr	Bennie Benjamin & George David Weiss	Kay Starr And Tennessee Ernie Ford - EP						Country	5652442	158	1	1	1	4	1951	6/18/25, 8:42 AM	6/18/25, 8:42 AM	256	44100		Apple Music AAC audio file							
Casino Soul	Fussible		Nortec Collective: The Tijuana Sessions, Vol.1						Rock	9834901	271	1	1	2	14	2001	6/18/25, 8:42 AM	6/18/25, 8:42 AM	256	44100		Apple Music AAC audio file							
Szamár Madár	Venetian Snares	Aaron Funk	Rossz Csillag Alatt Született						Electronic	11961099	348	1	1	8	11	2005	6/18/25, 8:42 AM	6/18/25, 8:42 AM	256	44100		Apple Music AAC audio file							
Lean On Me	Bill Withers	Bill Withers	The Best Of Bill Withers: Lean On Me						R&B/Soul	9406945	257	1	1	3	18	1972	6/18/25, 8:42 AM	6/18/25, 8:42 AM	256	44100		Apple Music AAC audio file							
Emotinium	Roy of the Ravers	Sam Buckley	2 Late 4 Love						Techno	23994495	705	1	1	2	4	2020	6/18/25, 8:42 AM	6/18/25, 8:42 AM	256	44100		Apple Music AAC audio file							
Vapour Trail	Ride	Bell, Andy Bell, Lawrence Colbert, Mark Gardener & Steve Queralt	Nowhere (Expanded)						Rock	9614757	257	1	1	8	15	1990	6/18/25, 8:42 AM	6/18/25, 8:42 AM	256	44100		Apple Music AAC audio file							
Undertow	R.E.M.	William Berry, Peter Buck, Michael Mills & Michael Stipe	R.E.M.'s Top Forty Playlist (according to Berry, Buck, Mills and Stipe)						Alternative	11321132	309	1	1	18	40	1996	6/18/25, 8:42 AM	6/18/25, 8:42 AM	256	44100		Apple Music AAC audio file							
Tupelo Honey	Van Morrison	Van Morrison	The Essential Van Morrison						Rock	15295628	416	1	2	13	19	1971	6/18/25, 8:42 AM	6/18/25, 8:42 AM	256	44100		Apple Music AAC audio file							
