Name	Artist	Composer	Album	Grouping	Work	Movement Number	Movement Count	Movement Name	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Plays	Last Played	Skips	Last Skipped	My Rating	Location
I Got Your Number	Swingin' Utters		Live In a Dive						Alternative	5933467	153	1	1	16	23	2000	4/9/25, 9:42 AM		256	44100		Apple Music AAC audio file			2	4/9/25, 2:45 PM			
Intense Song for Modonna to Sing	Mike Watt & Nels Cline	Watt	Ball-Hog or Tugboat?						Alternative	7288602	185	1	1	6	17	1995	4/9/25, 9:42 AM		256	44100		Apple Music AAC audio file			2	4/9/25, 3:26 PM			
Rocky Raccoon	The Beatles	Paul McCartney & John Lennon	The Beatles (The White Album)						Rock	8352750	213	1	3	13	17	1968	4/9/25, 9:42 AM		256	44100		Apple Music AAC audio file			2	4/9/25, 2:50 PM			
Saturn III	Fu Manchu		The Action Is Go						Hard Rock	16555982	470	1	1	13	14	1997	4/4/25, 10:44 AM		256	44100		Apple Music AAC audio file			5	4/9/25, 3:10 PM			
Doctor Worm	They Might Be Giants		Severe Tire Damage						Alternative	6506495	181	1	1	1	17	1998	4/6/25, 12:04 PM		256	44100		Apple Music AAC audio file			8	4/10/25, 9:52 AM			
Strangelove	Depeche Mode	Martin Gore	Music for the Masses						Pop	10496602	294	1	1	3	10	1987	4/9/25, 9:42 AM		256	44100		Apple Music AAC audio file			2	4/9/25, 3:23 PM			
Golden Country	REO Speedwagon	Gary Richrath	T.W.O.						Rock	15132242	395	1	1	8	8	1972	4/9/25, 9:42 AM		256	44100		Apple Music AAC audio file			2	4/9/25, 2:42 PM			
En el Dancefloor	María del Pilar		En el Dancefloor - Single						Pop Latino	11319189	328	1	1	3	3	2013	4/9/25, 9:42 AM		256	44100		Apple Music AAC audio file			3	4/10/25, 9:57 AM			
Something	The Beatles	George Harrison	Abbey Road (Remastered)						Rock	7086774	182	1	1	2	17	1969	4/9/25, 9:42 AM		256	44100		Apple Music AAC audio file			2	4/9/25, 3:29 PM			
I'm So Tired	The Beatles	John Lennon & Paul McCartney	The Beatles (The White Album)						Rock	4676588	123	1	3	10	17	1968	4/9/25, 9:42 AM		256	44100		Apple Music AAC audio file			2	4/9/25, 2:47 PM			
Cancer of the Skull	Cameron Winter	Cameron Winter	Heavy Metal						Alternative	13228631	331	1	1	5	10	2024	4/9/25, 9:42 AM		256	44100		Apple Music AAC audio file			3	4/11/25, 1:29 PM			
Drive On (Alternate Lyrics)	Johnny Cash	Johnny Cash	Unearthed (Box Set)						Country	5297233	143	2	5	15	16	2003	4/9/25, 9:42 AM		256	44100		Apple Music AAC audio file			3	4/11/25, 1:37 PM			
'T' Is for Texas	Johnny Cash	Jimmie Rodgers	Unearthed (Box Set)						Country	8625651	217	2	5	11	16	2003	4/9/25, 9:42 AM		256	44100		Apple Music AAC audio file			2	4/9/25, 3:02 PM			
