Name	Artist	Composer	Album	Grouping	Work	Movement Number	Movement Count	Movement Name	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Plays	Last Played	Skips	Last Skipped	My Rating	Location
Positive	Maneka	Devin McKnight	Devin						Indie Rock	7213328	201	1	1	10	12	2019	3/19/25, 10:18 AM		256	44100		Apple Music AAC audio file			3	3/19/25, 1:02 PM			
Dollar Store (feat. Waxahatchee)	Ben Kweller	Benjamin Kweller & Jonny Schoen	Dollar Store (feat. Waxahatchee) - Single						Alternative	7334233	204	1	1	1	1	2025	3/19/25, 10:18 AM		256	44100		Apple Music AAC audio file			3	3/19/25, 1:06 PM			
You Stole	Brand New	Jesse Lacey & Vincent Accardi	Daisy						Alternative	12580056	359	1	1	5	13	2009	3/19/25, 10:18 AM		256	44100		Apple Music AAC audio file			2	3/19/25, 1:12 PM			
Give	The Suicide Machines	The Suicide Machines	Battle Hymns						Rock	5557599	138	1	1	3	22	1998	3/12/25, 6:54 PM		256	44100		Apple Music AAC audio file			11	3/28/25, 11:24 AM			
Special Brew	Skankin' Pickle	Mike Park	The Green Album						Alternative	7290907	191	1	1	10	13	1996	3/12/25, 7:23 PM		256	44100		Apple Music AAC audio file			12	3/28/25, 11:45 AM	1	3/13/25, 1:13 PM	
Go	Mustard Plug		Evildoers Beware!						Alternative	5323198	129	1	1	6	12	1997	3/12/25, 7:30 PM		256	44100		Apple Music AAC audio file			12	3/19/25, 1:19 PM	1	3/13/25, 1:19 PM	
Don't Let the Bastards Grind You Down	The Toasters		The Toasters: 30th Anniversary						Reggae	6321227	170	1	1	19	20	1997	3/15/25, 1:10 PM		256	44100		Apple Music AAC audio file			9	3/28/25, 10:53 AM			
Gut Feeling / (Slap Your Mammy)	Devo	Bob Mothersbaugh, Gerald Casale & Mark Mothersbaugh	Q: Are We Not Men? A: We Are Devo!						New Wave	10390038	297	1	1	8	11	1978	3/19/25, 10:18 AM		256	44100		Apple Music AAC audio file			3	3/19/25, 1:30 PM			
Boom, Boom, Boom, Boom!!	Vengaboys	Benny Andersson, Björn Ulvaeus, Danski & Delmundo	Boom, Boom, Boom, Boom!! - Single						Pop	7329110	202	1	1	1	3	1998	3/19/25, 10:18 AM		256	44100		Apple Music AAC audio file			2	3/19/25, 12:11 PM			
White Sun	The Doobie Brothers	Tom Johnston	Toulouse Street (Remastered)						Rock	5785732	151	1	1	8	10	1972	3/19/25, 10:18 AM		256	44100		Apple Music AAC audio file			2	3/19/25, 12:13 PM			
Long Live Rock 'N' Roll	Rainbow	Ritchie Blackmore & Ronnie James Dio	Long Live Rock 'N' Roll						Hard Rock	9527523	264	1	1	1	8	1978	3/19/25, 10:18 AM		256	44100		Apple Music AAC audio file			2	3/19/25, 12:18 PM			
Hysteria	Kadavar	Jascha Kreft, Lupus Lindemann, Max Rieger, Simon BOUTELOUP & Tiger Bartelt	I Just Want To Be A Sound						Rock	7259144	202	1	1	2	10	2025	3/19/25, 10:18 AM		256	44100		Apple Music AAC audio file			2	3/19/25, 12:21 PM			
Yegle Nesh	Hailu Mergia	Hailu Mergia	Hailu / Yegle Nesh - Single						African	7250619	197	1	1	2	2	2015	3/19/25, 10:18 AM		256	44100		Apple Music AAC audio file			2	3/19/25, 12:25 PM			
Pay No Mind	Beach House	Alex Scally & Victoria Legrand	7						Alternative	7343243	204	1	1	2	11	2018	3/19/25, 10:18 AM		256	44100		Apple Music AAC audio file			2	3/19/25, 12:28 PM			
Besos Robados	DJ Python & Isabella Lovestory	Brian Pineyro	i was put on this earth - EP						Electronic	9377571	263	1	1	4	5	2025	3/19/25, 10:18 AM		256	44100		Apple Music AAC audio file			2	3/19/25, 12:59 PM			
