Name	Artist	Composer	Album	Grouping	Work	Movement Number	Movement Count	Movement Name	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Plays	Last Played	Skips	Last Skipped	My Rating	Location
Rockin' Chair	The Band	Robbie Robertson	The Band (Remastered)						Rock	8714821	221	1	1	8	12	1969	1/16/25, 12:18 PM		256	44100		Apple Music AAC audio file			2	1/17/25, 11:57 AM			
Everybody Knows This Is Nowhere (Live)	Neil Young		The Bridge School Collection, Vol. 5 (Live)						Rock	8219838	231	1	2	1	13	2011	1/16/25, 12:18 PM		256	44100		Apple Music AAC audio file			2	1/17/25, 12:01 PM			
T. Kline's Decline	Days Away	Keith Michael Goodwin	Mapping An Invisible World						Rock	13881554	386	1	1	11	11	2005	1/16/25, 12:18 PM		256	44100		Apple Music AAC audio file			3	1/17/25, 12:07 PM			
Dusty Old Dust (So Long It's Been God to Know Yuh)	Woody Guthrie	Woody Guthrie	Dust Bowl Ballads						Folk	6677175	185	1	1	4	15	1940	1/3/25, 1:54 PM		256	44100		Apple Music AAC audio file			6	2/25/25, 7:02 PM			
Fall Back Down	Rancid	Tim Armstrong & Lars Frederiksen	Indestructible						Punk	8660494	223	1	1	2	19	2003	1/10/25, 6:14 PM		256	44100		Apple Music AAC audio file			4	1/17/25, 12:14 PM			
Pocket Calculator	Kraftwerk	Emil Schult, Karl Bartos & Ralf Hütter	Computer World (Remastered)						Electronic	10931283	296	1	1	2	7	1981	1/10/25, 7:08 PM		256	44100		Apple Music AAC audio file			4	4/8/25, 3:15 PM			
New Age Girl (2021 Edition)	Deadeye Dick	Caleb Guillotte	New Age Girl (2021 Edition) - Single						Rock	7265984	196	1	1	1	1	2021	1/16/25, 12:18 PM		256	44100		Apple Music AAC audio file			3	4/11/25, 2:22 PM			
Red Right Hand (2011 Remaster)	Nick Cave & The Bad Seeds	Mick Harvey, Thomas Wydler & Nick Cave	Let Love In (2011 Remaster)						Rock	12897991	370	1	1	5	10	1994	1/16/25, 12:18 PM		256	44100		Apple Music AAC audio file			2	1/17/25, 12:28 PM	1	1/17/25, 2:27 PM	
If You Don't Love Me (I'll Kill Myself)	Pete Droge	Pete Droge	Necktie Second						Rock	8595776	214	1	1	1	11	1994	1/16/25, 12:18 PM		256	44100		Apple Music AAC audio file			2	1/17/25, 12:32 PM			
I Don't Mind	Psychic Ills		Inner Journey Out						Alternative	9700738	280	1	1	3	14	2016	1/16/25, 12:18 PM		256	44100		Apple Music AAC audio file			5	4/11/25, 1:20 PM			
Bad Tune	Earth, Wind & Fire	Beale, Flemons, Whitehead, White, Donald Whitehead, Maurice White, Michael Beal, Michael Beale, Verdine Adams & Wade Flemons	Earth, Wind & Fire						R&B/Soul	10819239	282	1	1	7	7	1971	1/16/25, 12:18 PM		256	44100		Apple Music AAC audio file			2	1/17/25, 12:41 PM			
Flood Plain	Margo Cilker	Margo Cilker	Pohorylle						Country	7393277	206	1	1	4	9	2021	1/16/25, 12:18 PM		256	44100		Apple Music AAC audio file			4	4/11/25, 2:09 PM			
What Are They Doing In Heaven Today? (feat. Twain)	The Deslondes & Sam Doores		Tres Grand Serpent / What Are They Doing In Heaven Today? - Single						Country	6502500	180	1	1	2	2	2016	1/16/25, 12:18 PM		256	44100		Apple Music AAC audio file			2	1/17/25, 12:48 PM			
