Name	Artist	Composer	Album	Grouping	Work	Movement Number	Movement Count	Movement Name	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Plays	Last Played	Skips	Last Skipped	My Rating	Location
Quarry	Wednesday	Karly Matana Hartzman, Mark Jacob Lenderman, Alexander Reuben Chelmis, Richard Alan Miller & Margo Schultz	Rat Saw God						Alternative	8856209	247	1	1	7	9	2023	5/28/25, 8:32 AM	5/28/25, 8:32 AM	256	44100		Apple Music AAC audio file							
I Can See My House From Here	The Glands		The Glands						Alternative	9802374	250	1	1	8	19	2000	5/28/25, 8:32 AM	5/28/25, 8:32 AM	256	44100		Apple Music AAC audio file							
Not Broken	Alan Sparhawk & Trampled By Turtles	Alan Sparhawk	Alan Sparhawk with Trampled by Turtles						Alternative	7323528	202	1	1	4	9		5/28/25, 8:32 AM	5/28/25, 8:32 AM	256	44100		Apple Music AAC audio file							
Gold and Silver	Quicksilver Messenger Service	Gary Duncan & Steve Schuster	Quicksilver Messenger Service						Rock	15550527	400	1	1	4	6	1968	5/21/25, 9:56 AM		256	44100		Apple Music AAC audio file			3	5/27/25, 12:10 PM			
Jah Jah Give Us Life to Live	Wailing Souls	W. Mattews, L. McDonald, R. Dennis & G. Hayes	The Best of the Wailing Souls						Reggae	7627816	210	1	1	5	9	1984	5/21/25, 6:45 PM		256	44100		Apple Music AAC audio file			3	5/27/25, 5:06 PM			
Rococo	Arcade Fire	Edwin Butler, Regine Chassagne, Richard Reed Parry, Tim Kingsbury, William Butler & Jeremy Gara	The Suburbs (Deluxe)						Alternative	9015845	236	1	1	4	18	2010	5/28/25, 8:32 AM	5/28/25, 8:32 AM	256	44100		Apple Music AAC audio file							
Karma Beat	Sally Spitz	Sally Mary Spitz & Samuel Ezra Bivins	Earth Sequence						Alternative	7860417	221	1	1	4	8	2025	5/28/25, 8:32 AM	5/28/25, 8:32 AM	256	44100		Apple Music AAC audio file							
New Found Energy (Paradise Mix)	Guy Contact	Callum John Chute	New Found Energy - EP						Electronic	11145970	322	1	1	1	4	2023	5/28/25, 8:32 AM	5/28/25, 8:32 AM	256	44100		Apple Music AAC audio file							
Easily Offended (feat. Ruslan Sirota & Chesley Allen) [Tiny Room Sessions]	Greg Spero & MonoNeon	Dywane Eric Thomas Jr., Chesley Allen, Randy Emata, Ruslan Sirota & Greg Spero	Easily Offended (feat. Ruslan Sirota & Chesley Allen) [Tiny Room Sessions] - Single						Jazz	6308349	169	1	1	1	1	2020	5/28/25, 8:32 AM	5/28/25, 8:32 AM	256	44100		Apple Music AAC audio file							
Teen Town	Weather Report	Jaco Pastorius	Heavy Weather						Fusion	6361413	171	1	1	3	8	1977	5/28/25, 8:32 AM	5/28/25, 8:32 AM	256	44100		Apple Music AAC audio file							
Don't Worry	Marty Robbins	Marty Robbins	Marty Robbins' All-Time Greatest Hits						Country	6914864	193	1	1	7	20	1960	5/28/25, 8:32 AM	5/28/25, 8:32 AM	256	44100		Apple Music AAC audio file							
Dead Man's Will	Calexico & Iron & Wine		In the Reins						Alternative	6890913	193	1	1	7	7	2005	5/28/25, 8:32 AM	5/28/25, 8:32 AM	256	44100		Apple Music AAC audio file							
Brand New Colony	The Postal Service	Benjamin Gibbard & Jimmy Tamborello	Give Up (Deluxe 10th Anniversary Edition)						Electronic	9144793	252	1	2	9	10	2003	5/28/25, 8:32 AM	5/28/25, 8:32 AM	256	44100		Apple Music AAC audio file							
