Name	Artist	Composer	Album	Grouping	Work	Movement Number	Movement Count	Movement Name	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Plays	Last Played	Skips	Last Skipped	My Rating	Location
(Referee)	Dijon	Dijon Duenas	Baby						R&B/Soul	2814696	65	1	1	7	12	2025	8/22/25, 4:56 PM		256	44100		Apple Music AAC audio file							
Rewind	Dijon	Dijon Duenas, Henry Kwapis & Jack Karaszewski	Baby						R&B/Soul	5772863	153	1	1	8	12	2025	8/22/25, 4:56 PM		256	44100		Apple Music AAC audio file							
my man	Dijon	Brandon J Burton, Dijon Duenas, Eli Teplin, Henry Kwapis & Ryan Richter	Baby						R&B/Soul	8592656	239	1	1	9	12	2025	8/22/25, 4:56 PM		256	44100		Apple Music AAC audio file							
Gelatinous Cube	Thee Oh Sees		A Weird Exits						Alternative	8154459	207	1	1	5	7	2016	8/13/25, 4:27 PM		256	44100		Apple Music AAC audio file			6	8/26/25, 12:01 PM	1	8/19/25, 1:57 PM	
Troglodyte	Viagra Boys	Sebastian Murphy, Henrik Höckert, Tor Sjödén, Oskar Carls, Elias Jungqvist, Pelle Gunnerfeldt & Linus Hillborg	Cave World						Punk	7490857	199	1	1	3	12	2022	8/22/25, 4:56 PM		256	44100		Apple Music AAC audio file							
A Well Respected Man	The Kinks	Raymond Douglas Davies	Kinda Kinks (Deluxe Edition)						Rock	6076561	161	2	2	7	23	1965	8/18/25, 4:08 PM		256	44100		Apple Music AAC audio file			5	8/26/25, 11:57 AM			
BAILE INoLVIDABLE	Bad Bunny	Benito A. Martinez Ocasio	DeBÍ TiRAR MáS FOToS						Latin	13037283	367	1	1	3	17	2025	8/22/25, 4:56 PM		256	44100		Apple Music AAC audio file							
Seis Chorreao	Fabiola Méndez	Fabiola Mendez-Quinones	Flora Campesina						Latin	4857834	128	1	1	10	10	2024	8/22/25, 4:56 PM		256	44100		Apple Music AAC audio file			1	8/26/25, 1:08 PM			
Renegades of Funk (2006 Remastered 12'' Vocal Version)	Afrika Bambaataa & The Soul Sonic Force	Arthur Baker, Bambaataa Aasim, John Miller & John Robie	The Tommy Boy Story, Vol. 1						Electronic	13873252	403	1	1	8	21	2006	8/22/25, 4:56 PM		256	44100		Apple Music AAC audio file			1	8/26/25, 1:15 PM			
Millennium Freak	Nick León, Esty & Mediopicky	Nick León	A Tropical Entropy						Electronic	5480621	149	1	1	4	10	2025	8/22/25, 4:56 PM		256	44100		Apple Music AAC audio file							
Return of the Mack (C&J Extended Mix)	Mark Morrison	Mark Morrison	Return of the Mack - EP						R&B/Soul	15740295	441	1	1	1	6	1996	8/22/25, 4:56 PM		256	44100		Apple Music AAC audio file							
Waited All Night (feat. The xx) [Nia Archives Remix]	Jamie xx, Romy & Oliver Sim	Alan Glass, Alesha Dixon, David Brandt, James Smith, Mary Ann Morgan, Pamela Wise, Wendell Harrison, Oliver Sim, Ilsey Juber & Romy Madley Croft	Waited All Night (Nia Archives Remix) [feat. The xx] - Single						Electronic	6874846	189	1	1	1	1	2024	8/22/25, 4:56 PM		256	44100		Apple Music AAC audio file							
Running Back to You	The Juan MacLean		In a Dream						Electronic	14503808	423	1	1	5	9	2014	8/22/25, 4:56 PM		256	44100		Apple Music AAC audio file							
Thicc!	96 Back & Martyn Bootyspoon	Evan Majumdar-Swift & Jason Voltaire	Thicc! - Single						House	9049135	255	1	1	1	1	2024	8/22/25, 4:56 PM		256	44100		Apple Music AAC audio file							
