Name	Artist	Composer	Album	Grouping	Work	Movement Number	Movement Count	Movement Name	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Plays	Last Played	Skips	Last Skipped	My Rating	Location
Long As I Can See the Light	Creedence Clearwater Revival	John Fogerty	Cosmo's Factory						Rock	8316608	213	1	1	11	11	1970	9/24/25, 3:53 PM	9/24/25, 3:53 PM	256	44100									
I'll Fly Away	Ralph Stanley	Albert E. Brumley	Shine On						Bluegrass	5361669	144	1	1	11	14	2005	9/24/25, 3:53 PM	9/24/25, 3:53 PM	256	44100									
If I Could Only Win Your Love	Emmylou Harris & Herb Pedersen	Charlie Louvin & Ira Louvin	Pieces of the Sky						Country	6376785	155	1	1	3	12	1975	9/24/25, 3:53 PM	9/24/25, 3:53 PM	256	44100									
Dynamite!	The Roots	Ahmir Thompson, Leonard Hubbard, Jimmy Grey, Rehani Sayed, Tariq Trotter & James Dewitt Yancey	Things Fall Apart						Hip-Hop/Rap	10175064	285	1	1	6	18	1999	9/24/25, 3:53 PM	9/24/25, 3:53 PM	256	44100									
Is It Possible That The Honorable Elijah Muhammad Is Still Physically Alive???	Jay Electronica & DRAM	Elpadaro F. Electronica Allah & Shelley Marshaun Massenburg-Smith	A Written Testimony: Leaflets						Hip-Hop/Rap	15140894	436	1	1	4	7	2025	9/24/25, 3:53 PM	9/24/25, 3:53 PM	256	44100									
Territorial Pissings	Nirvana	Chet Powers & Kurt Cobain	Nevermind						Alternative	5439010	142	1	1	7	13	1991	9/22/25, 10:45 AM		256	44100		MPEG-4 audio file			1	9/23/25, 3:06 PM			
Take It Easy	Eagles	Glenn Frey & Jackson Browne	Eagles						Rock	8432384	211	1	1	1	10	1972	9/22/25, 10:46 AM		256	44100		MPEG-4 audio file			1	9/23/25, 3:09 PM			
Return of Django	The Upsetters	Lee Scratch Perry	Return of Django: The Best of the Upsetters						Reggae	5766181	150	1	1	1	25	1969	9/24/25, 3:53 PM	9/24/25, 3:53 PM	256	44100									
Quinto y Tumbador (Plena)	Viento de Agua		Viento de Agua Unplugged: Materia Prima						Música tropical	7940213	211	1	1	4	12	2004	9/24/25, 3:53 PM	9/24/25, 3:53 PM	256	44100									
Todito el Año	Los Pleneros de la Cresta	Joseph E. Ocasio Rivera, Jeyluix Ocasio Rivera, Joshuan Luis Ocasio Rivera, Emil Martínez Roldán & Edwin Aviles Rivera	Mucho Gusto, Soy de la Isla						Caribbean	11176774	299	1	1	2	10	2015	9/24/25, 3:53 PM	9/24/25, 3:53 PM	256	44100									
Caminando	Los Zheros De Iquitos	Alvan Bardales	Psychedelic Cumbia Party						Psychedelic	6053545	164	1	1	2	12	2025	9/24/25, 3:53 PM	9/24/25, 3:53 PM	256	44100									
Pressure Float	DJ Panthr		Jade District						Electronic	10045320	285	1	1	4	8	2023	9/24/25, 3:53 PM	9/24/25, 3:53 PM	256	44100									
Bite the Hand	Jasmín	J. Hoek	Bite the Hand - Single						Electronic	11259649	308	1	1	1	1	2025	9/24/25, 3:53 PM	9/24/25, 3:53 PM	256	44100									
Hilly Blue	Body-San		Hilly Blue						Electronic	13924017	376	1	1	1	6	2024	9/24/25, 3:53 PM	9/24/25, 3:53 PM	256	44100									
