Name	Artist	Composer	Album	Grouping	Work	Movement Number	Movement Count	Movement Name	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Plays	Last Played	Skips	Last Skipped	My Rating	Location
It Ain't Me Babe	The Turtles	Bob Dylan	It Ain't Me Babe						Pop	5423257	132	1	1	22	26	1965	2/12/25, 11:53 AM		256	44100		Apple Music AAC audio file			3	2/13/25, 4:06 PM			
Livid	Wilco	Jeff Tweedy	Hot Sun Cool Shroud - EP						Rock	2961244	69	1	1	2	6	2024	2/12/25, 11:53 AM		256	44100		Apple Music AAC audio file			3	2/13/25, 4:08 PM			
Street Fighter	Dusty Rhodes & The River Band	Dusty Rhodes	First You Live						Alternative	11577352	307	1	1	10	13	2007	2/12/25, 11:53 AM		256	44100		Apple Music AAC audio file			5	4/11/25, 1:34 PM			
O'Brien / O'Brien's Nocturne	M. Ward		End of Amnesia						Alternative	18058696	462	1	1	14	14	2001	2/12/25, 11:53 AM		256	44100		Apple Music AAC audio file			3	2/13/25, 4:20 PM			
The Big Game Is Every Night (Bonus Track)	Songs: Ohia	Jason Molina	Magnolia Electric Co.						Alternative	20706214	594	1	1	9	19	2003	2/12/25, 11:53 AM		256	44100		Apple Music AAC audio file			3	2/13/25, 4:30 PM			
They Call Me Steve	Teenage Bottlerocket	Ray Carlisle, Brandon Carlisle, Kody Templeman & Miguel Chen	Tales from Wyoming						Rock	5419075	140	1	1	4	14	2015	2/12/25, 11:53 AM		256	44100		Apple Music AAC audio file			3	2/13/25, 4:33 PM			
Where'd All the Time Go?	Dr. Dog	Scott McMicken & Toby Leaman	Shame, Shame (Deluxe Edition)						Alternative	8265051	234	1	1	5	18	2010	2/6/25, 2:09 AM		256	44100		Apple Music AAC audio file			17	4/11/25, 1:24 PM			
Numbers	Kraftwerk	Florian Schneider, Karl Bartos & Ralf Hütter	Computer World (Remastered)						Electronic	7414143	200	1	1	3	7	1981	2/10/25, 5:15 PM		256	44100		Apple Music AAC audio file			8	4/8/25, 2:47 PM			
Free	The Ooze	Wardius, Dreckmann & Ketscher	60er Beat Rare Tracks Vol. 3						Rock	10936733	317	1	1	10	12	2013	2/11/25, 11:41 AM		256	44100		Apple Music AAC audio file			7	2/25/25, 5:28 PM			
Ready to Go	Republica	Andrew Todd, Samantha Sprackling, Timothy Dorney & Jonathon Male	Republica						Electronic	11795528	301	1	1	1	11	1996	2/12/25, 11:53 AM		256	44100		Apple Music AAC audio file			4	2/14/25, 11:22 AM			
Defense	Panda Bear & Cindy Lee	Noah Lennox	Sinister Grift						Alternative	9597741	275	1	1	10		2024	2/12/25, 11:53 AM		256	44100		Apple Music AAC audio file			4	2/14/25, 11:27 AM			
Things It Would Have Been Helpful to Know Before the Revolution	Father John Misty	Joshua Tillman	Pure Comedy						Alternative	9101906	258	1	1	3	13	2017	2/12/25, 11:53 AM		256	44100		Apple Music AAC audio file			3	2/14/25, 11:31 AM			
Three Five	Sam Amidon	Sam Amidon & Sam Gendel	Salt River						Folk	9191718	258	1	1	2	10	2025	2/12/25, 11:53 AM		256	44100		Apple Music AAC audio file			4	2/14/25, 11:35 AM			
Remind Me	Röyksopp	Svein Berge, Torbjorn Bruntland & Erlend Øye	Melody A.M.						Dance	7743903	219	1	1	8	10	2001	2/12/25, 11:53 AM		256	44100		Apple Music AAC audio file			4	2/14/25, 11:39 AM			
