Name	Artist	Composer	Album	Grouping	Work	Movement Number	Movement Count	Movement Name	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Plays	Last Played	Skips	Last Skipped	My Rating	Location
Romeo and Juliet	Dire Straits	Mark Knopfler	Making Movies						Rock	12696035	361	1	1	2	7	1980	11/26/25, 3:13 PM	11/26/25, 3:13 PM	256	44100		Apple Music AAC audio file							
Ride Like the Wind	Christopher Cross	Christopher Cross	Christopher Cross						Adult Contemporary	10772446	275	1	1	6	9	1979	11/26/25, 3:13 PM	11/26/25, 3:13 PM	256	44100		Apple Music AAC audio file							
Marquee Moon	Television	Tom Verlaine	Marquee Moon						Alternative	23866285	645	1	1	4	8	1977	11/26/25, 3:13 PM	11/26/25, 3:13 PM	256	44100		Apple Music AAC audio file							
The Black Riders & Flight to the Ford	Bo Hansson	Bo Hansson	Lord of the Rings						Pop	9105432	247	1	1	4	13	1970	11/26/25, 3:13 PM	11/26/25, 3:13 PM	256	44100		Apple Music AAC audio file							
Lily	Richard Dawson & Circle	Richard Dawson, Pekka Jääskeläinen, Julius Jääskeläinen, Jussi Lehtisalo, Mika Rättö, Tomi Leppänen & Janne Westerlund	Henki						Alternative	12324653	356	1	1	6	7	2021	11/26/25, 3:13 PM	11/26/25, 3:13 PM	256	44100		Apple Music AAC audio file							
Part of the Union	Strawbs	John Ford & Richard William Hudson	Bursting At the Seam (Remastered)						Rock	6914929	175	1	1	6	13	1973	11/26/25, 3:13 PM	11/26/25, 3:13 PM	256	44100		Apple Music AAC audio file							
All Hat (No Cattle)	Joshua Hedley	Joshua Hedley	All Hat						Country	5716367	155	1	1	1	11	2025	11/26/25, 3:13 PM	11/26/25, 3:13 PM	256	44100		Apple Music AAC audio file							
Nsera	Fatoumata Diawara & Damon Albarn	Fatoumata Diawara & Damon Albarn	London Ko						Worldwide	6725319	183	1	1	1	14	2023	11/26/25, 3:13 PM	11/26/25, 3:13 PM	256	44100		Apple Music AAC audio file							
Electricity	Orchestral Manoeuvres In the Dark	Andrew McCluskey & Paul Humphreys	Orchestral Manoeuvres In the Dark						Rock	7544831	219	1	1	4	16	1980	11/26/25, 3:13 PM	11/26/25, 3:13 PM	256	44100		Apple Music AAC audio file							
slk	K-LONE	Josiah Gladwell	sorry i thought you were someone else						House	11175873	300	1	1	5	10	2025	11/26/25, 3:13 PM	11/26/25, 3:13 PM	256	44100		Apple Music AAC audio file							
Waterfalls	Oneohtrix Point Never	Daniel Lopatin, Nathan Salon, Jan Pulsford & Chick Corea	Tranquilizer						Electronic	12519371	341	1	1	15	15	2025	11/26/25, 3:13 PM	11/26/25, 3:13 PM	256	44100		Apple Music AAC audio file							
Psychotic Reaction	Count Five	John Michalski, Roy Chaney, Craig Atkinson, John Byrne & Kenneth Bruce Ellner	Psychotic Reaction						Rock	6647215	185	1	1	6	11	1966	11/18/25, 5:02 PM		256	44100		Apple Music AAC audio file			1	11/18/25, 5:41 PM			
Something About Us	Daft Punk	Guy-Manuel de Homem-Christo & Thomas Bangalter	Discovery						Dance	8913237	232	1	1	9	14	2001	8/20/24, 2:44 PM		256	44100		Apple Music AAC audio file			3	11/26/25, 3:06 PM			
Fallen Horses	Smash Mouth	Greg Camp, Paul DeLisle, Steve Harwell, Kevin Coleman & Michael Klooster	Astro Lounge						Alternative	9622495	244	1	1	11	15	1999	8/10/23, 8:27 PM	8/10/23, 8:27 PM	256	44100		Apple Music AAC audio file			6	4/24/25, 6:25 PM	1	4/7/25, 7:00 AM	
