Name	Artist	Composer	Album	Grouping	Work	Movement Number	Movement Count	Movement Name	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Plays	Last Played	Skips	Last Skipped	My Rating	Location
Little Ways	Dwight Yoakam	Dwight Yoakam	Just Lookin' for a Hit						Country	7270405	201	1	1	2	10	1987	9/24/24, 4:39 PM		256	44100		Apple Music AAC audio file			3	9/25/24, 12:57 PM			
Cut-String Kite	Fictionist		Fictionist						Rock	7055906	190	1	1	1	10	2014	3/14/25, 1:57 PM	3/24/25, 11:40 AM	256	44100		Apple Music AAC audio file			3	4/11/25, 9:18 PM				Macintosh HD/Users/ddegraw/Music/Music/Media.localized/Apple Music/Fictionist/Fictionist/01 Cut-String Kite.m4p
The Ugliest Man In Bristol	Langkamer	Thomas Kelly, Edward Soles, Daniel Anthony & Joshua Jarman	West Country						Alternative	6718176	184	1	1	10	12	2021	9/24/24, 4:39 PM		256	44100		Apple Music AAC audio file			3	9/25/24, 12:47 PM			
Cowpoke	Elton Britt	Stan Jones	Presenting Elton Britt						Country	6444275	204	1	1	2	23	1955	9/24/24, 4:39 PM		256	44100		Apple Music AAC audio file			3	9/25/24, 12:12 PM			
Pets	Pile	Rick Maguire	Magic Isn't Real						Alternative	9165913	258	1	1	3	10	2010	9/24/24, 4:39 PM		256	44100		Apple Music AAC audio file			2	9/25/24, 12:39 PM			
Bath	Harry Nilsson	Harry Nilsson	Aerial Ballet						Pop	5543540	144	1	1	13	13	1968	9/24/24, 4:39 PM		256	44100		Apple Music AAC audio file			3	9/25/24, 11:56 AM			
Creature Feature	Meatbodies		Alice						Alternative	9170075	223	1	1	4	11	2017	9/12/24, 10:20 AM		256	44100		Apple Music AAC audio file			10	10/1/24, 11:31 AM	1	9/21/24, 2:01 PM	
Charlie Is My Darling	Traffik Island	Zak Olsen	Sweat Kollecta’s Peanut Butter Traffik Jam						Alternative	6473626	177	1	1	8	13	2020	9/12/24, 4:53 PM		256	44100		Apple Music AAC audio file			10	9/25/24, 11:59 AM			
Commandment	ORB	Zak Olsen, David Gravolin, & Jamie Harmer	Tailem Bend							13929781		1	1	8	8	2024	9/20/24, 12:01 PM								6	9/25/24, 12:05 PM	1	9/21/24, 2:01 PM	
This Is a Photograph	Kevin Morby	Kevin Morby	This Is a Photograph						Alternative	7508656	210	1	1	2	12	2022	9/24/24, 4:39 PM		256	44100		Apple Music AAC audio file			2	9/25/24, 12:09 PM			
Home	Caribou	Dan Snaith & Bobby Dixon	Suddenly						Electronic	5674474	156	1	1	5	12	2019	9/24/24, 4:39 PM		256	44100		Apple Music AAC audio file			1	9/25/24, 12:50 PM			
CIRCLONT6A [141.98] [syrobonkus mix]	Aphex Twin		Syro						Electronic	13277702	360	1	1	6	12	2014	9/24/24, 4:39 PM		256	44100		Apple Music AAC audio file			3	9/25/24, 12:27 PM			
Al Elnim	Hamlet Minassian		Armenian Pop Music						Dance	14371163	372	1	1	5	6	1980	9/24/24, 4:39 PM		256	44100		Apple Music AAC audio file			4	9/27/24, 12:30 PM			
It's All Over Now, Baby Blue	Them	Bob Dylan	Them Again						Rock	8321704	229	1	1	10	16	1966	9/24/24, 4:39 PM		256	44100		Apple Music AAC audio file			3	9/27/24, 12:34 PM	1	9/27/24, 12:14 PM	
Spider Love!	The Aquabats!	Chanceller F Clift, Scott Kendall Knopf, Matt Gorney & Christian Jacobs	Finally!						Rock	6719346	178	1	1	10	17	2024	9/24/24, 4:39 PM		256	44100		Apple Music AAC audio file			4	9/27/24, 12:37 PM			
Road Runner	Vincent Neil Emerson & Colter Wall	Vincent Neil Emerson and Colter Wall	Road Runner - Single						Country	5806016	156	1	1	1	1	2020	9/24/24, 4:39 PM		256	44100		Apple Music AAC audio file			4	9/27/24, 12:40 PM			
No Convenient Apocalypse	Pissed Jeans	Pissed Jeans, Bradley Fry, Sean McGuinness & Randall Huth	No Convenient Apocalypse - Single						Alternative	7587606	193	1	1	1	1	2023	9/24/24, 4:45 PM		256	44100		Apple Music AAC audio file			2	9/27/24, 12:43 PM			
All Souls Day	Unwound		New Plastic Ideas						Alternative	6872662	192	1	1	6	9	1994	9/24/24, 4:46 PM		256	44100		Apple Music AAC audio file			2	9/27/24, 12:46 PM			
