Name	Artist	Composer	Album	Grouping	Work	Movement Number	Movement Count	Movement Name	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Plays	Last Played	Skips	Last Skipped	My Rating	Location
Oídos	Mabe Fratti	María Belén Fratti Sierra	Sentir Que No Sabes						Alternative	7389296	206	1	1	4	13	2024	11/26/24, 10:57 PM		256	44100		Apple Music AAC audio file			1	11/30/24, 4:10 PM			
I'm the One	Descendents	Karl Alvarez	Everything Sucks						Alternative	5403584	135	1	1	2	15	1996	11/26/24, 10:57 PM		256	44100		Apple Music AAC audio file			1	11/30/24, 4:12 PM			
Caravan (Concert Version) [feat. Van Morrison]	The Band	Van Morrison	The Last Waltz (Deluxe Version)						Rock	13028681	372	2	4	14	14	1978	11/26/24, 10:57 PM		256	44100		Apple Music AAC audio file			1	11/30/24, 4:18 PM			
I Believe in a Thing Called Love	The Darkness	Dan Hawkins, Ed Graham, Frankie Poullain & Justin Hawkins	Permission to Land						Hard Rock	7846409	216	1	1	4	11	2003	11/25/24, 10:32 PM		256	44100		Apple Music AAC audio file			4	11/30/24, 4:22 PM			
Gutterquarter	Pinguin Mofex	Kenneth Nathaniel Pyfer & Scott Tyler Shepard	Side a Act 1 - Single						Rock	7967299	221	1	1	2	3	2018	11/19/24, 2:20 PM		256	44100		Apple Music AAC audio file			7	11/30/24, 4:26 PM			
Comfort Zone	The Murlocs	The Murlocs	Manic Candid Episode						Alternative	8388347	239	1	1	5	11	2019	6/8/24, 9:00 PM		256	44100		Apple Music AAC audio file			9	12/2/24, 12:55 PM			
MAMBO 23	Juan Luis Guerra 4.40	Juan Luis Guerra 4.40	Radio Güira - EP						Pop Latino	8055986	219	1	1	1	6	2023	11/26/24, 10:57 PM		256	44100		Apple Music AAC audio file			3	12/2/24, 12:59 PM			
Te juro que volveré	Mon Laferte	Mon Laferte	Autopoiética						Pop Latino	7566048	210	1	1	2	14	2023	11/26/24, 10:57 PM		256	44100		Apple Music AAC audio file			3	12/2/24, 1:03 PM			
El Paciente	Alfredo Olivas	Alfredo Olivas	La Rueda de la Fortuna						Música Mexicana	7913961	211	1	1	10	14	2016	11/26/24, 10:57 PM		256	44100		Apple Music AAC audio file			3	12/2/24, 1:06 PM			
Caberfae Peaks	Nolan Potter's Nightmare Band		Nightmare Forever						Alternative	11642472	322	1	1	2	10	2019	11/26/24, 10:57 PM		256	44100		Apple Music AAC audio file			3	12/2/24, 1:12 PM			
Cowboy Song	Thin Lizzy	Brian Downey & Phil Lynott	Jailbreak (Deluxe Edition)						Hard Rock	11029001	314	1	2	8	9	1976	11/26/24, 10:57 PM		256	44100		Apple Music AAC audio file			2	12/2/24, 1:18 PM			
Favourite	Fontaines D.C.	Carlos O’Connell, Conor Curley, Conor Deegan III, Tom Coll & Grian Chatten	Romance						Alternative	9478393	256	1	1	11		2024	11/26/24, 10:57 PM		256	44100		Apple Music AAC audio file			2	12/2/24, 1:22 PM			
Now My Heart IS Full (Remastered)	Morrissey	Boz Boorer & Morrissey	Vauxhall & I (20th Anniversary Definitive Master)						Alternative	10282570	295	1	2	1	11	1994	11/26/24, 10:57 PM		256	44100		Apple Music AAC audio file			2	12/2/24, 1:27 PM			
Subra	Volodymyr Gnatenko		The Chants of the Holy Oyster						Electronic	15872454	445	1	1	2	18	2023	11/26/24, 10:57 PM		256	44100		Apple Music AAC audio file			3	12/2/24, 1:34 PM			
