Name	Artist	Composer	Album	Grouping	Work	Movement Number	Movement Count	Movement Name	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Plays	Last Played	Skips	Last Skipped	My Rating	Location
Athlete	Why Bonnie	Why Bonnie	Voice Box - EP						Indie Rock	7186766	191	1	1	3	5	2020	1/23/24, 9:49 PM		256	44100		Apple Music AAC audio file			5	4/19/24, 9:48 PM			
Saint Rose	Julian Lage	Julian Lage	Squint						Jazz	9645914	275	1	1	4	11	2021	1/23/24, 9:49 PM		256	44100		Apple Music AAC audio file			5	1/24/24, 5:11 PM	1	3/13/24, 11:24 PM	
Operator (That's Not the Way It Feels)	Jim Croce	Jim Croce	You Don't Mess Around With Jim						Singer/Songwriter	9205953	229	1	1	7	12	1972	1/23/24, 9:49 PM		256	44100		Apple Music AAC audio file			5	1/24/24, 8:00 PM			
Gods in Heat	TOBACCO		Sweatbox Dynasty						Electronic	8026843	201	1	1	4	12	2016	1/23/24, 9:49 PM		256	44100		Apple Music AAC audio file			7	9/19/24, 3:23 PM			
Let It Burn	Goat		Let It Burn - Single						Alternative	13410094	363	1	1	1	2	2018	6/5/23, 8:03 PM	6/5/23, 8:03 PM	256	44100		Apple Music AAC audio file			64	3/28/25, 11:37 AM	3	9/18/24, 6:41 PM	
Reelin' In the Years	Steely Dan	Donald Fagen & Walter Becker	A Decade of Steely Dan (Remastered)						Rock	10028071	278	1	1	10	14	1972	1/21/24, 5:23 PM		256	44100		Apple Music AAC audio file			13	2/25/25, 7:26 PM			
Corralling the Blues	Colter Wall	Colter Wall	Little Songs						Country	5397875	147	1	1	3	10	2023	1/23/24, 9:49 PM		256	44100		Apple Music AAC audio file			6	1/30/24, 7:59 PM			
Wispy	Melvins		Eggnog - EP						Hard Rock	4143155	105	1	1	1	4	1991	1/23/24, 9:49 PM		256	44100		Apple Music AAC audio file			6	4/19/24, 4:27 PM			
Navvy	Pere Ubu	David Thomas	Dub Housing						Alternative	5950954	160	1	1	1	10	1976	1/23/24, 9:49 PM		256	44100		Apple Music AAC audio file			6	4/23/24, 12:47 PM			
I Don't Want to Get Over You	The Magnetic Fields		69 Love Songs						Alternative	5400316	142	1	3	6	23	1999	1/23/24, 9:49 PM		256	44100		Apple Music AAC audio file			5	1/24/24, 8:32 PM	1	3/13/24, 11:15 PM	
Myth	Beach House	Alex Scally & Victoria Legrand	Bloom						Alternative	9371012	258	1	1	1	10	2012	1/23/24, 9:50 PM		256	44100		Apple Music AAC audio file			6	1/29/24, 12:23 PM	1	3/13/24, 11:11 PM	
Sadness As a Gift	Adrianne Lenker	Adrianne Lenker	Bright Future						Alternative	9702574	259	1	1	2	11	2024	1/23/24, 9:50 PM		256	44100		Apple Music AAC audio file			6	4/19/24, 8:28 PM			
SpottieOttieDopaliscious	Outkast	Antwan Patton, André Benjamin & Patrick Brown	Aquemini						Hip-Hop/Rap	15256742	426	1	1	12	16	1998	1/23/24, 10:37 PM		256	44100		Apple Music AAC audio file			5	4/19/24, 3:36 PM			
Why	Chat Pile		God's Country						Rock	7634552	211	1	1	2	9	2022	1/23/24, 10:37 PM		256	44100		Apple Music AAC audio file			4	1/24/24, 8:18 PM	1	3/13/24, 11:22 PM	
When A Cowboy Trades His Spurs For Wings	Willie Watson & Tim Blake Nelson	David Rawlings & Gillian Welch	The Ballad of Buster Scruggs (Original Motion Picture Soundtrack)						Soundtrack	5613695	154	1	1	8	23	2018	1/23/24, 10:38 PM		256	44100		Apple Music AAC audio file			5	4/19/24, 10:31 PM			
