Name	Artist	Composer	Album	Grouping	Work	Movement Number	Movement Count	Movement Name	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Plays	Last Played	Skips	Last Skipped	My Rating	Location
No Way Out	Twin Peaks	Cadien Lake James, Jack Dolan, Clay Frankel & Connor Brodner	Wild Onion						Alternative	8557921	226	1	1	15	16	2014	1/30/24, 12:29 PM		256	44100		Apple Music AAC audio file			4	4/19/24, 5:17 PM	1	3/13/24, 11:24 PM	
Someday Never Comes	Creedence Clearwater Revival	John Fogerty	Chronicle: The 20 Greatest Hits						Rock	9389657	242	1	1	20	20	1972	1/30/24, 12:29 PM		256	44100		Apple Music AAC audio file			2	4/19/24, 6:07 PM			
Can I Change My Mind	Tyrone Davis		Can I Change My Mind						R&B/Soul	7264398	177	1	1	6	11	1969	1/30/24, 12:29 PM		256	44100		Apple Music AAC audio file			2	1/30/24, 2:11 PM			
Death's Door	Uncle Acid & The Deadbeats	K Starrs	Blood Lust						Hard Rock	15217980	435	1	1	2	9	2012	1/30/24, 12:29 PM		256	44100		Apple Music AAC audio file			1	1/30/24, 12:50 PM			
Ripe	Screaming Females	Screaming Females	Rose Mountain						Alternative	7284164	190	1	1	2	9	2015	1/30/24, 12:29 PM		256	44100		Apple Music AAC audio file			2	1/30/24, 2:08 PM			
Yer Killin' Me	Remo Drive	Stephen Paulson & Sam Mathys	Greatest Hits						Alternative	8801299	234	1	1	8	10	2017	1/30/24, 12:29 PM		256	44100		Apple Music AAC audio file			2	1/30/24, 3:59 PM			
Father and Son	Cat Stevens	Yusuf	Tea for the Tillerman (2020 Remaster)						Pop	8763781	221	1	1	10	11	1970	1/30/24, 12:30 PM		256	44100		Apple Music AAC audio file			3	4/23/24, 12:23 PM			
The Jones	Pile	Pile	Dripping						Alternative	9736628	277	1	1	10	10	2012	1/30/24, 12:30 PM		256	44100		Apple Music AAC audio file			2	1/30/24, 2:20 PM			
Banana Peel	The Garden	Wyatt Shears & Fletcher Shears	Mirror Might Steal Your Charm						Alternative	5921329	170	1	1	10	12	2018	1/30/24, 12:30 PM		256	44100		Apple Music AAC audio file			3	4/19/24, 7:29 PM			
The Wild Kindness	Silver Jews		American Water						Alternative	8253993	234	1	1	12	12	1998	1/30/24, 12:30 PM		256	44100		Apple Music AAC audio file			2	1/30/24, 8:07 PM			
Wait	Ty Segall	Ty Segall	Three Bells						Alternative	10138984	274	1	1	13	15	2024	1/30/24, 12:30 PM		256	44100		Apple Music AAC audio file			2	1/30/24, 2:16 PM			
It's So Good	Jamie xx	Jamie Smith	It's So Good - Single						Electronic	9837586	278	1	1	1	1	2024	1/30/24, 12:30 PM		256	44100		Apple Music AAC audio file			3	1/31/24, 2:13 PM			
The Truth	Dr. Dog	Toby Leaman & Scott McMicken	B-Room (Deluxe Edition)						Alternative	9400921	265	1	1	1	15	2013	1/30/24, 12:30 PM		256	44100		Apple Music AAC audio file			5	4/8/25, 4:02 PM			
Creature Feature	Satan's Pilgrims		Plymouth Rock						Rock	10225820	280	1	2	10	18	2005	1/30/24, 12:30 PM		256	44100		Apple Music AAC audio file			7	2/25/25, 6:32 PM			
America's Cup	Pond		9						Indie Rock	8038936	229	1	1	3	8	2021	1/30/24, 12:30 PM		256	44100		Apple Music AAC audio file			4	2/25/25, 9:49 PM	1	3/13/24, 11:22 PM	
