Name	Artist	Composer	Album	Grouping	Work	Movement Number	Movement Count	Movement Name	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Plays	Last Played	Skips	Last Skipped	My Rating	Location
Sliver	Nirvana	Kurt Cobain	Incesticide						Alternative	4926635	136	1	1	2	15	1992			256	44100		Apple Music AAC audio file							
The Rip	Portishead	Beth Gibbons, Geoff Barrow & Adrian Utley	Third						Electronic	9839596	270	1	1	4	11	2008			256	44100		Apple Music AAC audio file							
Chemical	Friko	Niko Kapetan & Bailey Minzenberger	Where we've been, Where we go from here						Alternative	7673356	202	1	1	5	9	2024			256	44100		Apple Music AAC audio file						4/20/25, 2:56 PM	
If You Were Born Today	Low		Christmas						Alternative	10122103	290	1	1	4	8	1999			256	44100		Apple Music AAC audio file							
You're Wondering Now (2015 Remaster)	The Specials		The Specials (Deluxe Version)						Rock	6141678	157	1	2	15	15	1979	5/6/24, 12:46 PM		256	44100		Apple Music AAC audio file			4	4/8/25, 1:13 PM			
Missed the Boat	Modest Mouse	Isaac Brock, Eric Judy, Jeremiah Green, Johnny Marr, Tom Peloso & Joe Plummer	We Were Dead Before the Ship Even Sank						Alternative	9665217	264	1	1	6	14	2007	5/6/24, 12:46 PM		256	44100		Apple Music AAC audio file			4	1/7/25, 2:27 PM			
Bad Girls	M.I.A.	M.I.A., M. Araica & Floyd Nathaniel Hills	Matangi						Electronic	8320630	227	1	1	8	15	2012	5/6/24, 12:46 PM		256	44100		Apple Music AAC audio file			2	9/19/24, 5:24 PM			
Behold	Culture	Joseph Hill, Lloyd Dayes & Albert Walker	Harder Than the Rest						Reggae	9884771	279	1	1	1	10	1978	5/6/24, 12:46 PM		256	44100		Apple Music AAC audio file			3	2/25/25, 8:52 PM			
The Lovecats	The Cure	Robert Smith	Japanese Whispers						Alternative	7888534	220	1	1	8	8	1983			256	44100		Apple Music AAC audio file							
Madman Across The Water	Elton John	Elton John	Madman Across The Water (Deluxe Edition) [2016 Remaster]						Pop	13438257	357	1	3	4	14	1971			256	44100		Apple Music AAC audio file							
Mother's Little Helper	The Rolling Stones	Mick Jagger & Keith Richards	Aftermath (UK)						Rock	6822321	165	1	1	1	14	1966			256	44100		Apple Music AAC audio file							
Nixon In China: Act I, Scene 1: The People Are the Heroes Now	Edo de Waart & Orchestra of St. Luke's	John Adams	Adams: Nixon In China						Classical	6172852	169	1	1	3	41	1988			256	44100		Apple Music AAC audio file							
Flowers of Edinburgh	Andrew Stein	Traditional Music	Southwind						Folk	5357599	130	1	1	5	13	2023			256	44100		Apple Music AAC audio file						4/20/25, 3:12 PM	
Just Give Me Time	Maara	Maaraluisa Dunbar	The Ancient Truth						Jungle/Drum'n'bass	10196348	286	1	1	7	12	2023			256	44100		Apple Music AAC audio file							
Balaclava (feat. Spyda, D Double E & Frisco) [Skeptical Remix] [Mixed]	Shy FX		Honey, I Shrunk The Rave, Vol. 1 (DJ Mix)						Dance	2645988	63	1	1	19	26	2020			256	44100		Apple Music AAC audio file							
Blue Pedro	Bullion	Nathan Jenkins	Blue Pedro - Single						Dance	10906495	312	1	1	1	3	2017			256	44100		Apple Music AAC audio file							
Mary Boone	Vampire Weekend	Ezra Koenig, Nellee Hooper, Simon Law, Beresford Romero & Caron Wheeler	Only God Was Above Us						Alternative	9553158	266	1	1	8	10	2024			256	44100		Apple Music AAC audio file							
Ecstacy (2020 Digital Master)	New Order	Bernard Sumner, Gillian Gilbert, Peter Hook & Stephen Morris	Power Corruption and Lies (Definitive)						Rock	9268790	265	1	2	7	8	1983			256	44100		Apple Music AAC audio file							
Masada	Wallace	James Wallace	Willow - EP						Dance	16405890	480	1	1	3	4	2023			256	44100		Apple Music AAC audio file							
Miserable Lie	The Smiths	Johnny Marr & Morrissey	The Smiths						Alternative	9409377	267	1	1	3	11	1984			256	44100		Apple Music AAC audio file							
