Name	Artist	Composer	Album	Grouping	Work	Movement Number	Movement Count	Movement Name	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Plays	Last Played	Skips	Last Skipped	My Rating	Location
Piano Concerto No. 1 in B-Flat Minor, Op. 23, TH 55: I. Allegro non troppo e molto maestoso (Excerpt)	Vladimir Ashkenazy, London Symphony Orchestra & Lorin Maazel	Pyotr Ilyich Tchaikovsky	Piano Concerto No. 1 in B-Flat Minor, Op. 23, TH 55: I. Allegro non troppo e molto maestoso (Excerpt) - Single						Classical	8260167	221	1	1	1	1	1963	10/2/24, 10:01 AM		256	44100		Apple Music AAC audio file			3	10/3/24, 4:38 PM	1	10/2/24, 10:03 AM	
Black Water	Alan Sparhawk	Alan Sparhawk	White Roses, My God						Alternative	7650431	213	1	1	7	11	2024	10/2/24, 10:01 AM		256	44100		Apple Music AAC audio file			3	10/3/24, 4:42 PM	1	4/20/25, 2:54 PM	
Please Don't Tell Me How the Story Ends (Remastered)	Kris Kristofferson	Kris Kristofferson	The Austin Sessions (Expanded Edition)						Pop	5653480	157	1	1	12	14	1999	10/2/24, 10:01 AM		256	44100		Apple Music AAC audio file			3	10/3/24, 4:45 PM			
Ghost Town (feat. PARTYNEXTDOOR)	Kanye West	Kanye West, MIKE DEAN, Trade Martin, Shirley Ann Lee, Jahron Anthony Brathwaite, Cydel Young, Dexter Mills, Danielle Balbuena, Francis Starlite, Malik Yusef, Carole Bayer Sager, Carmen Reece, Noah Goldstein, Kenneth Pershon, Terrence Boykin & Jorden Thorp	ye						Hip-Hop/Rap	9508353	271	1	1	6	7	2018	10/2/24, 10:01 AM		256	44100		Apple Music AAC audio file			6	2/25/25, 2:02 PM			
Chime Bells	Elton Britt		Yodelling Hillbilly, Vol. 1						Country	4631386	164	1	1	9	14	2005	9/27/24, 1:01 PM		256	44100		Apple Music AAC audio file			8	10/4/24, 9:16 AM			
Sgt. Pepper's Lonely Hearts Club Band (2017 Remix)	The Beatles	John Lennon & Paul McCartney	Sgt. Pepper's Lonely Hearts Club Band (Deluxe Edition)						Rock	4926492	122	1	2	1	13	1967	10/2/24, 10:01 AM		256	44100		Apple Music AAC audio file			6	2/25/25, 1:57 PM			
Gettin' By, High and Strange	Kris Kristofferson	Kris Kristofferson	Border Lord						Country	6119483	156	1	1	9	10	1972	10/2/24, 10:01 AM		256	44100		Apple Music AAC audio file			5	10/4/24, 9:21 AM			
Drain My Brain	Shel Silverstein		Drain My Brain (Remastered)						Singer/Songwriter	5897255	145	1	1	1	12	1966	10/2/24, 10:01 AM		256	44100		Apple Music AAC audio file			5	10/4/24, 9:23 AM	1	4/20/25, 3:06 PM	
Faron Young	Prefab Sprout	Paddy McAloon	Steve McQueen (Remastered)						Pop	8510098	224	1	1	1	11	1985	10/2/24, 10:01 AM		256	44100		Apple Music AAC audio file			5	10/4/24, 9:27 AM			
Valley	Kevin Morby	Kevin Morby	Sundowner						Alternative	8669766	244	1	1	1	10	2020	10/2/24, 10:01 AM		256	44100		Apple Music AAC audio file			5	10/4/24, 9:31 AM			
Play for Today	The Cure	Lol Tolhurst, Matthieu Hartley, Robert Smith & Simon Gallup	Seventeen Seconds (Deluxe Edition)						Alternative	8184386	220	1	1	2	25	1980	10/2/24, 10:01 AM		256	44100		Apple Music AAC audio file			5	10/4/24, 9:35 AM			
Method Actor	Nilüfer Yanya		My Method Actor						Alternative	8273842	231	1	1	3	11	2024	10/2/24, 10:01 AM		256	44100		Apple Music AAC audio file			5	10/4/24, 9:39 AM			
Shoom	TR/ST	Maya Postepski & Robert Alfons	Trst						Alternative	12295330	326	1	1	1	13	2012	10/2/24, 10:01 AM		256	44100		Apple Music AAC audio file			5	10/4/24, 9:44 AM			
Ashes to Ashes	Jenny Hval		The Practice of Love						Alternative	9060724	255	1	1	5	8	2019	10/2/24, 10:01 AM		256	44100		Apple Music AAC audio file			4	10/3/24, 5:24 PM			
#3	Aphex Twin		Selected Ambient Works, Vol. II						Electronic	15793538	464	1	1	3	24	1994	10/2/24, 10:01 AM		256	44100		Apple Music AAC audio file			5	10/3/24, 5:32 PM			
