Name	Artist	Composer	Album	Grouping	Work	Movement Number	Movement Count	Movement Name	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Plays	Last Played	Skips	Last Skipped	My Rating	Location
Streetlight Blues	Squirrel Flower		I Was Born Swimming						Alternative	7734992	215	1	1	9	12	2020	5/21/24, 3:17 PM		256	44100		Apple Music AAC audio file			2	5/22/24, 11:25 AM			
Fated	Kat Duma	Kat Duma & Ben Stevenson	Real Life						Alternative	9348190	265	1	1	4	8	2023	5/21/24, 3:17 PM		256	44100		Apple Music AAC audio file			1	5/22/24, 11:29 AM			
In the Drugs	Low		Trust						Alternative	9236207	265	1	1	7	13	2002	5/21/24, 3:17 PM		256	44100		Apple Music AAC audio file			2	5/22/24, 11:34 AM			
Diamonds On the Soles of Her Shoes	Paul Simon	Paul Simon	Graceland						Singer/Songwriter	12083078	350	1	1	5	11	1986	5/21/24, 3:17 PM		256	44100		Apple Music AAC audio file			1	5/22/24, 11:40 AM			
Crazy Love, Vol. II	Paul Simon	Paul Simon	Graceland						Singer/Songwriter	9013422	259	1	1	9	11	1986	5/21/24, 3:17 PM		256	44100		Apple Music AAC audio file			2	5/24/24, 10:37 AM			
Keep the Customer Satisfied	Simon & Garfunkel	Paul Simon	Bridge Over Troubled Water						Pop	6291587	157	1	1	4	11	1970	5/21/24, 3:17 PM		256	44100		Apple Music AAC audio file			2	5/22/24, 11:47 AM			
Miles from Nowhere	Cat Stevens	Yusuf	Tea for the Tillerman (2020 Remaster)						Pop	8406692	216	1	1	5	11	1970	5/21/24, 3:17 PM		256	44100		Apple Music AAC audio file			1	5/22/24, 11:50 AM			
Dubbing Into Darkness	Eddie C		For the People - EP						Downtempo	15259249	412	1	1	4	4	2022	5/21/24, 3:17 PM		256	44100		Apple Music AAC audio file			3	5/24/24, 10:44 AM			
Take it Further	Bakey	Freddie Baker	Take it Further - Single						Garage	9532792	273	1	1	1	3	2020	5/21/24, 3:17 PM		256	44100		Apple Music AAC audio file			2	5/22/24, 12:02 PM			
Sister I'm a Poet	Morrissey	Morrissey & Stephen Street	My Early Burglary Years						Rock	5283331	145	1	1	6	16	1988	5/21/24, 3:17 PM		256	44100		Apple Music AAC audio file			1	5/22/24, 12:04 PM			
Waterloo Sunset	The Kinks	Raymond Douglas Davies	Something Else by The Kinks (2004 Bonus Tracks Edition)						Rock	7169287	193	1	1	13	21	1967	5/21/24, 11:06 AM		256	44100		Apple Music AAC audio file			6	4/8/25, 1:48 PM			
Morph	ORB	Zak Olsen, David Gravolin, & Jamie Harmer	Tailem Bend							11519616		1	1	7	8	2024	5/20/24, 11:13 AM								3	9/19/24, 10:51 PM			
Inner Cell (Live in Adelaide ’19)	bootleg gizzard	Stuart Mackenzie, Joseph Walker & Michael Cavanagh	Live in Adelaide '19						Rock	8215135	226	1	1	12	18	2020	5/21/24, 3:18 PM		256	44100		AAC audio file			1	5/22/24, 12:17 PM			
Loyalty (Live in Adelaide ’19)	bootleg gizzard	Stuart Mackenzie, Joseph Walker & Michael Cavanagh	Live in Adelaide '19						Rock	8755672	243	1	1	13	18	2020	5/21/24, 3:18 PM		256	44100		AAC audio file			1	5/22/24, 12:21 PM			
Horology (Live in Adelaide ’19)	bootleg gizzard	Stuart Mackenzie, Joseph Walker & Michael Cavanagh	Live in Adelaide '19						Rock	6204583	161	1	1	14	18	2020	5/21/24, 3:18 PM		256	44100		AAC audio file			1	5/22/24, 12:23 PM			
See No Evil	Television	Tom Verlaine	Marquee Moon						Alternative	8820020	238	1	1	1	8	1977	9/19/23, 4:33 PM		256	44100		Apple Music AAC audio file			4	5/22/24, 12:27 PM			
Blank Generation (Remastered)	Richard Hell & The Voidoids	Richard Hell	Blank Generation (40th Anniversary Deluxe Edition)						Rock	6390094	164	1	2	7	10	1977	5/21/24, 3:19 PM		256	44100		Apple Music AAC audio file			1	5/22/24, 12:30 PM	1	4/20/25, 2:54 PM	
Sonic Reducer	Dead Boys	Cheetah Chrome, David Thomas, Jeff Magnum, Jimmy Zero, Johnny Blitz & Stiv Bators	Young, Loud and Snotty						Punk	7390390	189	1	1	1	11	1977	5/21/24, 3:18 PM		256	44100		Apple Music AAC audio file			1	5/22/24, 12:33 PM			
