Name	Artist	Composer	Album	Grouping	Work	Movement Number	Movement Count	Movement Name	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Plays	Last Played	Skips	Last Skipped	My Rating	Location
Our House	Crosby, Stills, Nash & Young	Graham Nash	Déjà Vu						Rock	7066812	179	1	1	7	10	1970	8/1/24, 4:05 PM		256	44100		Apple Music AAC audio file			1	8/1/24, 4:09 PM			
Teach Your Children	Crosby, Stills, Nash & Young	Graham Nash	Déjà Vu						Rock	6839623	173	1	1	2	10	1970	8/1/24, 4:05 PM		256	44100		Apple Music AAC audio file			1	8/1/24, 4:12 PM			
Carry On	Crosby, Stills, Nash & Young	Stephen Stills	Déjà Vu						Rock	10113046	265	1	1	1	10	1970	8/1/24, 4:05 PM		256	44100		Apple Music AAC audio file			1	8/1/24, 4:16 PM			
Hey Now	Talking Heads	Chris Frantz, David Byrne, Jerry Harrison & Tina Weymouth	True Stories						Pop	8315605	222	1	1	3	9	1986	8/1/24, 4:06 PM		256	44100		Apple Music AAC audio file							
Radio Head	Talking Heads	Chris Frantz, David Byrne, Jerry Harrison & Tina Weymouth	True Stories						Pop	7599209	212	1	1	6	9	1986	8/1/24, 4:06 PM		256	44100		Apple Music AAC audio file			2	2/25/25, 6:20 PM			
People Like Us	Talking Heads	Chris Frantz, David Byrne, Jerry Harrison & Tina Weymouth	True Stories						Pop	9508336	268	1	1	8	9	1986	8/1/24, 4:07 PM		256	44100		Apple Music AAC audio file			3	2/25/25, 9:09 PM			
City of Dreams	Talking Heads	David Byrne	True Stories						Pop	10724641	309	1	1	9	9	1986	8/1/24, 4:07 PM		256	44100		Apple Music AAC audio file			3	2/25/25, 4:34 PM			
Tremens	Sonic Youth		Anagrama (Syr 1) - EP						Alternative	7394745	202	1	1	3	4	1997	8/1/24, 4:07 PM		256	44100		Apple Music AAC audio file							
She's So Scandalous	Black Joe Lewis & The Honeybears	Joe Lewis	Scandalous (Deluxe Version)						Rock	10337899	274	1	1	5	15	2011	8/1/24, 4:07 PM		256	44100		Apple Music AAC audio file							
Flash Light	Parliament	George Clinton, Bernie Worrell & William Earl Collins	Funkentelechy vs. The Placebo Syndrome						R&B/Soul	12121185	346	1	1	6	6	1977	8/1/24, 4:08 PM		256	44100		Apple Music AAC audio file					1	4/20/25, 3:11 PM	
Sugar	Beach Fossils		Somersault						Indie Rock	7299417	204	1	1	6	11	2017	8/1/24, 4:08 PM		256	44100		Apple Music AAC audio file							
ONDA NEGRA	Boogarins	Benke Ferraz, Fernando Almeida Filho, Raphael Vaz & Ynaiã Benthroldo	Lá Vem a Morte (Deluxe Edition)						Rock	9950679	276	1	1	3	11	2017	8/1/24, 4:08 PM		256	44100		Apple Music AAC audio file							
Take the Veil Cerpin Taxt	The Mars Volta	Omar Rodriguez-Lopez	Deloused In the Comatorium						Rock	19264486	521	1	1	10	10	2003	8/1/24, 4:08 PM		256	44100		Apple Music AAC audio file							
Bed Bugs	Snõõper	Conner Cummins, Blair Tramel, Camden Sarrett, Happy Haugen & Jacob Corenflos	Super Snõõper						Punk	1756613	34	1	1	2	14	2023	8/1/24, 4:09 PM		256	44100		Apple Music AAC audio file							
Fitness	Snõõper	Conner Cummins, Blair Tramel, Camden Sarrett, Happy Haugen & Jacob Corenflos	Super Snõõper						Punk	4399894	115	1	1	4	14	2023	8/1/24, 4:09 PM		256	44100		Apple Music AAC audio file					1	4/20/25, 3:11 PM	
Areca	Mong Tong	Hom Yu & Jiun Chi	Tao Fire 道火						New Age	11491702	316	1	1	3	13	2023	8/1/24, 4:09 PM		256	44100		Apple Music AAC audio file							
Articulation	Rival Consoles	Ryan Lee West	Articulation						Electronic	13709557	390	1	1	4	5	2020	8/1/24, 4:09 PM		256	44100		Apple Music AAC audio file							
