Name	Artist	Composer	Album	Grouping	Work	Movement Number	Movement Count	Movement Name	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Plays	Last Played	Skips	Last Skipped	My Rating	Location
On Fire	Phoenix	Christian Mazzalai, Deck d'Arcy, Laurent Brancowitz & Thomas Mars	United						Rock	6294844	169	1	1	6	10	2000	12/3/24, 10:02 PM		256	44100		Apple Music AAC audio file							
Carolina In My Mind (1976 Version)	James Taylor	James Taylor	Greatest Hits, Vol. 1						Singer/Songwriter	8469614	238	1	1	2	12	1968	12/3/24, 10:02 PM		256	44100		Apple Music AAC audio file							
Something Better	The Pietasters		Oolooloo						Reggae	8080307	211	1	1	1	11	1995	12/3/24, 10:02 PM		256	44100		Apple Music AAC audio file							
Dracula Drug	Frankie & The Witch Fingers	Frankie & The Witch Fingers	ZAM						Psychedelic	18812664	530	1	1	1	11	2019	12/2/24, 3:01 PM		256	44100		Apple Music AAC audio file			1	12/3/24, 12:05 PM			
Oldsmobile	Hogslop String Band & Sierra Ferrell	Gabriel Kelley, Daniel Binkley, Kevin Martin & Casey Mcbride	Oldsmobile - Single						Singer/Songwriter	9449330	261	1	1	1	1	2024	12/3/24, 10:02 PM		256	44100		Apple Music AAC audio file			1	12/4/24, 2:15 PM			
Trouble In Your Mind	Carolina Chocolate Drops	Traditional	Genuine Negro Jig						Pop	6854745	175	1	1	2	14	2010	12/3/24, 10:02 PM		256	44100		Apple Music AAC audio file			2	12/6/24, 11:10 AM			
Haw River Ballad	Matt Heckler	Matthew Heckler	After the Flood						Traditional Folk	5524323	152	1	1	1	11	2019	12/3/24, 10:02 PM		256	44100		Apple Music AAC audio file			1	12/4/24, 2:20 PM			
Chino	Kassi Valazza	Kassandra Erin Valazza	Dear Dead Days						Singer/Songwriter	12469441	368	1	1	4	9	2019	12/3/24, 10:02 PM		256	44100		Apple Music AAC audio file			1	12/4/24, 2:26 PM			
Taxman	The Beatles	George Harrison	Revolver						Rock	6391660	157	1	1	1	14	1966	12/3/24, 10:02 PM		256	44100		Apple Music AAC audio file			1	12/4/24, 2:29 PM			
Foolish Man	Jack J	Jack Jutson	Blue Desert						Alternative	9344149	245	1	1	2	11	2023	12/3/24, 10:02 PM		256	44100		Apple Music AAC audio file			1	12/4/24, 2:33 PM			
Urth Man	Ex-Terrestrial	Adam Feingold	Urth Born - EP						Electronic	13468538	386	1	1	1	4	2018	12/3/24, 10:02 PM		256	44100		Apple Music AAC audio file			1	12/4/24, 2:39 PM			
Tommy	Fcukers		Baggy$$ - EP						Alternative	9600730	274	1	1	6		2024	12/3/24, 10:02 PM		256	44100		Apple Music AAC audio file			1	12/4/24, 2:44 PM			
Tell Me	Loidis	Brian Leeds	One Day						Techno	16018889	465	1	1	1	8	2024	12/3/24, 10:02 PM		256	44100		Apple Music AAC audio file			1	12/4/24, 2:52 PM			
