Name	Artist	Composer	Album	Grouping	Work	Movement Number	Movement Count	Movement Name	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Plays	Last Played	Skips	Last Skipped	My Rating	Location
World Half Over	The Glands		Double Thriller						Alternative	7452762	191	1	1	8	15	1997	10/17/24, 10:35 AM		256	44100		Apple Music AAC audio file			1	10/17/24, 10:38 AM			
No. Zero	The Glands		Double Thriller						Alternative	8994701	231	1	1	11	15	1997	10/17/24, 10:35 AM		256	44100		Apple Music AAC audio file			1	10/17/24, 10:47 AM			
Go Away	Jose Gonzalez		Bubble World						Pop	7466220	210	1	1	9	18	2016	10/17/24, 10:35 AM		256	44100		Apple Music AAC audio file			1	10/17/24, 10:51 AM	1	4/20/25, 3:12 PM	
Raw Deal (Album Version)	Murder By Death		In Bocca al Lupo						Rock	9081099	244	1	1	8	12	2006	10/17/24, 10:35 AM		256	44100		Apple Music AAC audio file			1	10/17/24, 10:55 AM			
PROBLEMZ	Jungle	Joshua Lloyd-Watson, Thomas McFarland & Lydia Kitto	Volcano						Dance	6688321	184	1	1	11	14	2023	10/17/24, 10:35 AM		256	44100		Apple Music AAC audio file			1	10/17/24, 10:58 AM			
Fangs	Nathan Micay	Nathan Micay	To the God Named Dream (Collector's Edition)						Electronic	12503213	359	1	1	4	15	2023	10/17/24, 10:35 AM		256	44100		Apple Music AAC audio file			1	10/17/24, 11:04 AM	1	4/20/25, 3:10 PM	
Powerlines	Tame Impala	Kevin Parker	Currents B-Sides & Remixes - EP						Alternative	9104189	258	1	1	2	5	2017	10/17/24, 10:35 AM		256	44100		Apple Music AAC audio file			1	10/17/24, 11:08 AM			
Shake, Rattle and Rot	The Ghouls	Richard Podolor	Halloween With the Ghouls						Pop	6058331	145	1	1	6	11	2009	10/17/24, 10:35 AM		256	44100		Apple Music AAC audio file			1	10/17/24, 11:11 AM			
Mathluv	toasterpastries	Jack Daniel Young	(Empty)						Techno	9625737	275	1	1	3	10	2019	10/17/24, 10:35 AM		256	44100		Apple Music AAC audio file			2	2/25/25, 2:43 PM			
Be Quiet and Drive (Far Away) [Acoustic Version]	Deftones	Abe Cunningham, Chi Cheng, Chino Moreno & Stephen Carpenter	B-Sides & Rarities (Bonus Track Version)						Hard Rock	10640566	272	1	1	14	15	2005	10/17/24, 10:35 AM		256	44100		Apple Music AAC audio file			2	1/7/25, 5:14 PM			
Promises Kept (Remastered 2016)	Champion	Champion	Promises Kept (Remastered 2016)						Pop	5119318	131	1	1	1	12	2004	10/17/24, 10:35 AM		256	44100		Apple Music AAC audio file			1	10/17/24, 11:22 AM			
Everybody's Gotta Live	Arthur Lee	Arthur Lee	Vindicator						Rock	7565566	211	1	1	7	12	1972	10/17/24, 10:35 AM		256	44100		Apple Music AAC audio file			1	10/17/24, 11:25 AM			
Someday	The Growlers	The Growlers	Hung At Heart						Alternative	8200303	213	1	1	1	15	2012	10/17/24, 10:35 AM		256	44100		Apple Music AAC audio file			1	10/17/24, 11:29 AM			
Give It Up	K-LONE	Joe Gladwell	Catching Wild, Pt. 1 - EP						House	13663440	397	1	1	1	4	2024	10/17/24, 10:35 AM		256	44100		Apple Music AAC audio file			1	10/17/24, 11:38 AM			
Paroché	Demi Riquísimo		Paroché - Single						House	11367060	324	1	1	1	1	2022	10/17/24, 10:35 AM		256	44100		Apple Music AAC audio file			1	10/17/24, 11:43 AM			
Flangelic	Adam Pits	Adam Pits	Flangelic - Single						Dance	11047375	291	1	1	1	1	2024	10/17/24, 10:35 AM		256	44100		Apple Music AAC audio file			1	10/17/24, 11:48 AM	1	4/20/25, 3:11 PM	
