Name	Artist	Composer	Album	Grouping	Work	Movement Number	Movement Count	Movement Name	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Plays	Last Played	Skips	Last Skipped	My Rating	Location
Kinder der Angst	Die Höchste Eisenbahn	Francesco Wilking, Moritz Krämer, Max Schröder & Felix Weigt	Ich glaub dir alles						Alternative	7022286	191	1	1	2	12	2019	1/16/24, 1:09 PM		256	44100		Apple Music AAC audio file			4	1/24/24, 8:21 PM			
Flexible Flyer	Hüsker Dü	Grant Hart	Flip Your Wig						Alternative	6519782	182	1	1	10	14	1985	1/16/24, 1:09 PM		256	44100		Apple Music AAC audio file			4	1/24/24, 9:34 PM	2	4/20/25, 3:11 PM	
Right Back to It (feat. MJ Lenderman)	Waxahatchee	Katie Crutchfield	Tigers Blood						Alternative	9675507	273	1	1	4	12	2024	1/16/24, 1:09 PM		256	44100		Apple Music AAC audio file			4	1/24/24, 7:54 PM			
Kiss Me on the Bus (Ed Stasium Mix)	The Replacements	Paul Westerberg	Tim (Let It Bleed Edition)						Rock	6612728	176	1	4	3	11	2023	1/16/24, 1:09 PM		256	44100		Apple Music AAC audio file			3	1/24/24, 9:11 PM			
new body rhumba (from the film White Noise)	LCD Soundsystem	James Murphy, Patrick Mahoney & Nancy Whang	new body rhumba (from the film White Noise) - Single						Electronic	15305463	443	1	1	1	1	2022	1/16/24, 1:09 PM		256	44100		Apple Music AAC audio file			4	4/23/24, 12:38 PM			
High Noon	Patrick Holland	Patrick Holland	Infra						Electronic	9653658	249	1	1	12	16	2024	1/16/24, 1:09 PM		256	44100		Apple Music AAC audio file			5	4/19/24, 4:45 PM			
Flash Delirium	MGMT	Andrew VanWyngarden & Ben Goldwasser	Congratulations						Alternative	9015754	255	1	1	4	9	2010	1/16/24, 1:09 PM		256	44100		Apple Music AAC audio file			10	2/25/25, 9:30 PM	1	4/20/25, 3:11 PM	
We Are the 21st Century Ambassadors of Peace & Magic	Foxygen		We Are the 21st Century Ambassadors of Peace & Magic						Alternative	10710599	267	1	1	8	9	2013	11/9/23, 7:13 AM		256	44100		Apple Music AAC audio file			8	4/8/25, 1:20 PM	3	9/18/24, 6:41 PM	
No Matter Where We Go	Whitney		Light Upon the Lake						Indie Rock	5895158	161	1	1	6	10	2016	1/9/24, 3:58 PM	1/9/24, 3:58 PM	256	44100		Apple Music AAC audio file			14	4/8/25, 1:27 PM	1	3/13/24, 11:13 PM	
Porter Wagner (Aka the Silvertone Song)	Adam Carroll		Old Town Rock N Roll						Country	6717373	187	1	1	9	10	2008	1/16/24, 1:10 PM		256	44100		Apple Music AAC audio file			3	1/17/24, 3:28 PM	1	1/17/24, 4:15 PM	
Hey Bad	Tonstartssbandht	Andrew White & Edwin White	Petunia						Alternative	13846322	399	1	1	2	9	2021	1/16/24, 1:10 PM		256	44100		Apple Music AAC audio file			4	1/24/24, 7:42 PM			
Baby Driver	Simon & Garfunkel	Paul Simon	Bridge Over Troubled Water						Pop	7692272	197	1	1	7	11	1969	1/16/24, 1:10 PM		256	44100		Apple Music AAC audio file			6	4/19/24, 5:56 PM			
Where Ya Been?	Luke Bell	Luke Bell	Luke Bell						Country	7524651	209	1	1	3	10	2016	1/16/24, 1:10 PM		256	44100		Apple Music AAC audio file			3	1/24/24, 10:22 PM	1	1/19/24, 3:58 PM	
Misery and Gin	Merle Haggard	John Durrill, Snuff Garrett & J. Durrill	Down Every Road 1962-1994						Country	6266146	170	4	4	7	20	1980	1/16/24, 1:10 PM		256	44100		Apple Music AAC audio file			3	1/17/24, 4:07 PM			
Mr Medicine	Pigs Pigs Pigs Pigs Pigs Pigs Pigs	Matthew Baty, John-Michael Hedley, Ewan Mackenzie, Adam Ian Sykes & Sam Grant	Land of Sleeper						Metal	5512881	146	1	1	5	8	2022	1/16/24, 1:10 PM		256	44100		Apple Music AAC audio file			3	1/24/24, 10:31 PM	1	1/17/24, 4:15 PM	
Rather Low	Nick Shoulders	Nick Shoulders	Okay, Crawdad						Americana	6531348	180	1	1	1	12	2019	1/16/24, 1:10 PM		256	44100		Apple Music AAC audio file			3	1/24/24, 8:58 PM	1	1/17/24, 4:14 PM	
