Name	Artist	Composer	Album	Grouping	Work	Movement Number	Movement Count	Movement Name	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Plays	Last Played	Skips	Last Skipped	My Rating	Location
Into the Night	Rivulets	Nathan Leavitt Amundson	I Remember Everything						Rock	10168268	294	1	1	2	10	2014	2/27/24, 7:03 PM		256	44100		Apple Music AAC audio file			2	2/28/24, 1:45 PM			
Health Machine	Sam Evian		You, Forever						Alternative	8405203	239	1	1	3	11	2018	2/27/24, 7:03 PM		256	44100		Apple Music AAC audio file			3	4/19/24, 5:39 PM	1	4/20/25, 3:14 PM	
That's What's Wrong	Good Old War		Only Way to Be Alone						Singer/Songwriter	7449153	197	1	1	8	12	2008	2/27/24, 7:04 PM		256	44100		Apple Music AAC audio file			2	2/28/24, 1:53 PM			
Celestial Candyfloss	Gruff Rhys	Gruff Rhys	Sadness Sets Me Free						Alternative	8701442	238	1	1	3	10	2024	2/27/24, 7:04 PM		256	44100		Apple Music AAC audio file			2	2/28/24, 2:08 PM			
Arming Eritrea	Future of the Left	Jack Egglestone, Kelson Mathias & Andrew Falkous	Travels With Myself and Another						Alternative	6497789	177	1	1	1	12	2009	2/27/24, 7:04 PM		256	44100		Apple Music AAC audio file			2	2/28/24, 2:16 PM	1	4/20/25, 2:49 PM	
Little Man	Melin Melyn	Gruffudd Gyln	Blomonj - EP						Psychedelic	7337294	204	1	1	4	6	2021	2/27/24, 7:04 PM		256	44100		Apple Music AAC audio file			2	2/28/24, 2:50 PM			
Apache	The Shadows		Apache (Remastered) - Single						Rock	6243839	175	1	1	1	1	1962	2/27/24, 7:04 PM		256	44100		Apple Music AAC audio file			6	2/25/25, 7:39 PM			
Yourself	Mildlife	Adam Halliwell, Kevin McDowell, Tomas Shanahan & James Rindfleish	Chorus						Jazz	13436579	382	1	1	2	6	2024	2/27/24, 7:04 PM	3/6/24, 11:11 AM	256	44100		Apple Music AAC audio file			46	4/22/25, 10:30 AM	1		
A.U.M	Dhidalah	Ikuma Kawabe, Kazuhira Gotoh & Konstantin Miyazaki	Threshold						Rock	21224759	625	1	1	4	4	2019	2/27/24, 7:04 PM		256	44100		Apple Music AAC audio file			4	2/25/25, 7:36 PM	1	3/13/24, 11:15 PM	
Garvey Words	T.Williams	Tesfa Williams	Raves of Future Past						Jungle/Drum'n'bass	7960630	226	1	1	10	11	2024	2/27/24, 7:04 PM		256	44100		Apple Music AAC audio file			3	4/19/24, 7:45 PM			
Fingers of Steel	shame	Eddie Green, Josh Finerty, Sean Coyle-Smith, Charlie Steen, Charlie Forbes & Max ‘Sizzle’ Goulding	Food for Worms						Alternative	9329792	261	1	1	1	10	2022	2/27/24, 7:04 PM		256	44100		Apple Music AAC audio file			3	4/19/24, 5:29 PM			
Please Yourself	Crack Cloud	Zachary Choy	Tough Baby						Alternative	10299552	291	1	1	4	10	2022	2/27/24, 7:04 PM		256	44100		Apple Music AAC audio file			3	4/19/24, 4:35 PM			
Shark Smile	Big Thief	Adrianne Lenker	Capacity						Alternative	8436170	237	1	1	2	11	2017	2/27/24, 7:04 PM		256	44100		Apple Music AAC audio file			3	4/19/24, 8:36 PM			
Independence Day	Elliott Smith	Elliott Smith	XO (Deluxe Edition)						Alternative	6980577	184	1	1	6	23	1998	2/27/24, 7:05 PM		256	44100		Apple Music AAC audio file			3	4/19/24, 10:51 PM			
Got Glint?	The Chemical Brothers	Tom Rowlands, Ed Simons, Bernard Fevre & Jacky Giordano	Surrender						Breakbeat	11312212	326	1	1	8	11	1999	2/27/24, 7:05 PM		256	44100		Apple Music AAC audio file			2	2/28/24, 2:13 PM			
