Name	Artist	Composer	Album	Grouping	Work	Movement Number	Movement Count	Movement Name	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Plays	Last Played	Skips	Last Skipped	My Rating	Location
Don't Forget Me	Maggie Rogers	Maggie Rogers & Ian Fitchuk	Don't Forget Me						Alternative	9419821	265	1	1	10		2024	3/19/24, 6:12 PM		256	44100		Apple Music AAC audio file			3	3/20/24, 11:38 AM			
Esta Vez	Mabe Fratti	María Belén Fratti Sierra	Se Ve Desde Aquí						Worldwide	9049408	257	1	1	4	9	2022	3/19/24, 6:12 PM		256	44100		Apple Music AAC audio file			3	3/20/24, 12:09 PM			
Can We Work It Out	Gordi		Reservoir						Indie Pop	9316241	251	1	1	9	11	2017	3/19/24, 6:12 PM		256	44100		Apple Music AAC audio file			4	4/19/24, 9:45 PM			
Mornington Crescent	Belle and Sebastian	Bob Kildea, Christopher Thomas Geddes, Mick Cooke, Richard William Colburn, Sarah Ann Martin, Stephen Thomas Jackson & Stuart Lee Murdoch	The Life Pursuit						Alternative	12432107	340	1	1	13	15	2006	3/19/24, 6:12 PM		256	44100		Apple Music AAC audio file			9	2/25/25, 9:54 PM	1	3/29/24, 11:10 PM	
96 Tears	? and The Mysterians	Rudy Martinez	96 Tears						Rock	6612595	176	1	1	12	12	1966	3/19/24, 6:13 PM		256	44100		Apple Music AAC audio file			7	10/4/24, 2:25 PM	1	3/29/24, 11:09 PM	
General Electric	ORB	David Gravolin, Jamie Harmer & Zak Olsen	The Space Between						Alternative	9910998	283	1	1	3	7	2018	3/19/24, 6:13 PM		256	44100		Apple Music AAC audio file			7	4/8/25, 2:10 PM	1	9/20/24, 11:18 AM	
I Don't Love Anyone	Belle and Sebastian	Belle and Sebastian	Tigermilk						Alternative	9179335	236	1	1	9	10	1996	3/19/24, 6:13 PM		256	44100		Apple Music AAC audio file			5	8/29/24, 9:14 AM			
The Party That Never Ends	Headache	Francis Hornsby Clark & Joseph Winger Thornalley	The Head Hurts but the Heart Knows the Truth						Electronic	7960132	213	1	1	8	8	2023	3/19/24, 6:13 PM		256	44100		Apple Music AAC audio file			4	4/19/24, 5:04 PM			
One Pure Thought	Hot Chip	Al Doyle, Alexis Taylor, Felix Martin, Joe Goddard & Owen Clarke	Made in the Dark						Electronic	11420532	297	1	1	8	13	2008	3/19/24, 6:13 PM		256	44100		Apple Music AAC audio file			4	4/19/24, 3:13 PM			
Close but No Cigar	Delvon Lamarr Organ Trio		Close but No Cigar						Jazz	7384899	210	1	1	4	10	2016	3/19/24, 6:13 PM		256	44100		Apple Music AAC audio file			4	3/20/24, 1:17 PM			
Love & Hate	Michael Kiwanuka	Michael Kiwanuka, Brian Burton & Dean Josiah Cover	Love & Hate						Soul	15110051	427	1	1	5	10	2016	3/19/24, 6:13 PM		256	44100		Apple Music AAC audio file			4	4/19/24, 5:24 PM			
It Takes a Fool	Jalen Ngonda	J. Ngonda, V. Chiarito & M. Buckley	Come Around and Love Me						R&B/Soul	6924296	185	1	1	10	11	2023	3/19/24, 6:13 PM		256	44100		Apple Music AAC audio file			4	4/23/24, 1:30 PM			
Roygbiv	Boards of Canada		Music Has the Right to Children						Electronic	5497684	151	1	1	10	18	1998	3/19/24, 6:13 PM		256	44100		Apple Music AAC audio file			4	4/19/24, 6:03 PM			
Idioteque	Radiohead	Colin Greenwood, Ed O'Brien, Jonny Greenwood, Paul Lansky, Phil Selway, Arthur Krieger & Thom Yorke	Kid A						Alternative	11142398	309	1	1	8	11	2000	3/19/24, 6:13 PM		256	44100		Apple Music AAC audio file			5	2/25/25, 9:17 PM			
you made me realise	my bloody valentine	Kevin Shields	you made me realise - EP						Alternative	8066279	226	1	1	1	5	1988	3/19/24, 6:14 PM		256	44100		Apple Music AAC audio file			3	3/20/24, 12:35 PM			
