Name	Artist	Composer	Album	Grouping	Work	Movement Number	Movement Count	Movement Name	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Plays	Last Played	Skips	Last Skipped	My Rating	Location
I Threw It All Away	Bob Dylan	Bob Dylan	Nashville Skyline						Folk	6045460	146	1	1	4	10	1969	5/2/24, 10:36 AM		256	44100		Apple Music AAC audio file			1	5/2/24, 2:02 PM			
It's Not Love (But It's Not Bad)	Merle Haggard & The Strangers	Glenn Martin & Hank Cochran	It's Not Love (But It's Not Bad)						Country	8000983	203	1	1	1	11	1972	5/2/24, 10:36 AM		256	44100		Apple Music AAC audio file			1	5/2/24, 2:06 PM			
Sunshine on My Shoulders ('Greatest Hits' Version)	John Denver	John Denver, Dick Kniss & Mike Taylor	John Denver's Greatest Hits						Pop	11648656	314	1	1	8	11	1973	8/15/23, 5:28 PM		256	44100		Apple Music AAC audio file			1	5/2/24, 2:11 PM			
Starfire	Low		Secret Name						Alternative	7185164	186	1	1	2	12	1999	5/2/24, 10:36 AM		256	44100		Apple Music AAC audio file			1	5/2/24, 2:14 PM			
Greater Omaha	Desaparecidos		Read Music / Speak Spanish						Alternative	9754359	254	1	1	3	9	2002	5/2/24, 10:37 AM		256	44100		Apple Music AAC audio file			1	5/2/24, 2:18 PM	1	4/20/25, 3:14 PM	
Driftwood: A Fairy Tale	Cursive	Cursive	The Ugly Organ						Alternative	10919851	280	1	1	7	12	2003	5/2/24, 10:37 AM		256	44100		Apple Music AAC audio file			1	5/2/24, 2:23 PM			
Cat Faces	Ugly Casanova	Isaac Brock	Sharpen Your Teeth						Alternative	7889775	216	1	1	7	17	2002	5/2/24, 10:37 AM		256	44100		Apple Music AAC audio file							
Going Nowhere	Cut Copy	Dan Whitford	Bright Like Neon Love						Pop	8244597	228	1	1	5	12	2004	5/2/24, 10:37 AM		256	44100		Apple Music AAC audio file							
When God Comes Back	All Them Witches		Lightning At the Door						Rock	7574941	213	1	1	2	10	2013	5/2/24, 10:37 AM		256	44100		Apple Music AAC audio file			1	5/3/24, 2:34 PM			
One Hand On the Buffalo	The Heavy Eyes		Maera						Rock	7694837	210	1	1	2	11	2012	5/2/24, 10:37 AM		256	44100		Apple Music AAC audio file			1	5/3/24, 2:37 PM			
Evil Eye	Fu Manchu		The Action Is Go						Hard Rock	8278406	210	1	1	1	14	1997	5/2/24, 10:37 AM		256	44100		Apple Music AAC audio file			1	5/3/24, 2:41 PM	1	4/20/25, 3:10 PM	
Death To The Red Sun	Earthless	Isaiah Mitchell, Mike Eginton & MARIO RUBALCABA	Night Parade Of One Hundred Demons						Metal	41020185	1227	1	1	3	3	2021	4/29/24, 2:20 PM		256	44100		Apple Music AAC audio file			5	2/25/25, 3:04 PM			
Arp3	Floating Points	Floating Points & Samuel Shepherd	Shadows						Electronic	18977376	560	1	1	4	5	2011	5/2/24, 10:37 AM		256	44100		Apple Music AAC audio file			2	5/3/24, 3:49 PM			
Dusty Sundays (Jack Dixon Remix)	Chaos In The CBD	Chaos In The CBD	Dusty Sundays - EP						Dance	14838319	442	1	1	4	4	2012	5/2/24, 10:37 AM		256	44100		Apple Music AAC audio file			2	5/3/24, 4:43 PM			
Death of a Disco Dancer	The Smiths	Johnny Marr & Morrissey	Strangeways, Here We Come						Alternative	11597273	326	1	1	3	10	1987	5/2/24, 10:38 AM		256	44100		Apple Music AAC audio file			2	5/3/24, 4:48 PM			
