Name	Artist	Composer	Album	Grouping	Work	Movement Number	Movement Count	Movement Name	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Plays	Last Played	Skips	Last Skipped	My Rating	Location
Old Times Good Times	Stephen Stills	Stephen Stills	Stephen Stills						Rock	8314296	219	1	1	4	10	1970	8/8/24, 1:40 PM		256	44100		Apple Music AAC audio file			1	8/8/24, 1:51 PM			
What Are Their Names	David Crosby	David Crosby	If I Could Only Remember My Name						Rock	9876797	254	1	1	5	9	1971	8/8/24, 1:40 PM		256	44100		Apple Music AAC audio file			1	8/8/24, 1:55 PM			
I Used to Be a King	Graham Nash	Graham Nash	Songs for Beginners						Rock	10560073	285	1	1	4	11	1971	8/8/24, 1:40 PM		256	44100		Apple Music AAC audio file							
Love the One You're With	Stephen Stills	Stephen Stills	Stephen Stills						Rock	6665322	184	1	1	1	10	1970	8/8/24, 1:40 PM		256	44100		Apple Music AAC audio file							
Lie In the Gutter	Peel Dream Magazine	Joseph Stevens	Rose Main Reading Room						Pop	8748715	219	1	1	13	15	2024	8/8/24, 1:40 PM		256	44100		Apple Music AAC audio file					1	4/20/25, 3:18 PM	
Archbishop Harold Holmes	Jack White	Jack White	No Name						Rock	6270104	171	1	1	5	13	2024	8/8/24, 1:40 PM		256	44100		Apple Music AAC audio file							
Track ID Anyone? (feat. Caribou)	DJ Koze	Stefan Kozalla & Dan Snaith	Amygdala (Bonus Track Version)						House	10974612	303	1	1	1	15	2013	8/8/24, 1:40 PM		256	44100		Apple Music AAC audio file							
Morning At Midnight	Jack White	Jack White	No Name						Rock	6790340	185	1	1	11	13	2024	8/8/24, 1:40 PM		256	44100		Apple Music AAC audio file							
1X1	All Them Witches		1X1 - Single						Alternative	11278724	311	1	1	1	1	2019	8/8/24, 1:40 PM		256	44100		Apple Music AAC audio file							
Star Starter	DAIISTAR	Jose Alejandro Capistran	Good Time						Psychedelic	6390648	159	1	1	1	10	2023	8/8/24, 1:40 PM		256	44100		Apple Music AAC audio file							
Maggot Brain	Funkadelic	George Clinton, Jr. & Edward Hazel	Maggot Brain						R&B/Soul	21758036	619	1	1	1	7	1971	8/8/24, 1:40 PM		256	44100		Apple Music AAC audio file							
Carol	Slint		Tweez						Alternative	8237650	220	1	1	3	9	1989	8/8/24, 1:40 PM		256	44100		Apple Music AAC audio file					1	4/20/25, 2:55 PM	
Guilt Trip	PUP	PUPTHEBAND	PUP						Alternative	7697634	200	1	1	1	10	2014	8/8/24, 1:40 PM		256	44100		Apple Music AAC audio file							
Bad Days (Edit)	The Flaming Lips	Michael Ivins, Ron Jones, Steven Drozd & Wayne Coyne	Bad Days						Alternative	7928048	225	1	1	1	7	1995	8/8/24, 1:40 PM		256	44100		Apple Music AAC audio file			2	2/25/25, 1:05 PM			
Louie Louie	The Troggs	Richard Berry, Chris Blackwell & Warwick Lyn	From Nowhere						Rock	6623410	183	1	1	10	16	1966	7/26/24, 1:24 PM		256	44100		Apple Music AAC audio file			6	1/7/25, 4:41 PM			
Temptation	New Order	Bernard Sumner, Gillian Gilbert, Peter Hook & Stephen Morris	Total						Alternative	11861857	324	1	1	7	18	1982	8/8/24, 1:40 PM		256	44100		Apple Music AAC audio file			4	4/8/25, 1:32 PM			
