Name	Artist	Composer	Album	Grouping	Work	Movement Number	Movement Count	Movement Name	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Plays	Last Played	Skips	Last Skipped	My Rating	Location
Fake Out	Why Bonnie	Blair Howerton, Chance Williams, Kendall Powell, Joshua Malett & Samuel Houdek	Wish On the Bone						Rock	9341557	262	1	1	4	11	2024	9/4/24, 10:56 AM		256	44100		Apple Music AAC audio file			1	9/4/24, 11:16 AM			
blueprint (different chairs remix)	Lilliana Villines	Lillian Nanette Villines-Combe & Eli Henry Goss	Subject to Dust - EP						Singer/Songwriter	7934707	224	1	1	5	5	2024	9/4/24, 10:56 AM		256	44100		Apple Music AAC audio file			1	9/4/24, 11:19 AM			
When a Plant Is Dying	Squirrel Flower		Tomorrow's Fire						Alternative	9323122	266	1	1	6	10	2023	9/4/24, 10:56 AM		256	44100		Apple Music AAC audio file			1	9/4/24, 11:24 AM			
Pins and Needles (In My Heart) [2019 - Remaster]	Hank Williams	Fred Rose	Pictures From Life’s Other Side (The Man and His Music In Rare Recordings and Photos)						Country	6621795	192	1	1	26	144	2020	9/3/24, 9:29 AM		256	44100		Apple Music AAC audio file			6	4/8/25, 3:49 PM			
Have I Told You Lately That I Love You (2019 - Remaster)	Hank Williams	Scott Wiseman	Love Songs EP (2019 - Remaster)						Country	6811162	192	1	1	2	6	2020	9/3/24, 9:33 AM		256	44100		Apple Music AAC audio file			7	2/25/25, 12:59 PM			
Pictures From Life's Other Side (2019 - Remaster)	Hank Williams	Hank Williams & C. Baer	Pictures From Life’s Other Side (The Man and His Music In Rare Recordings and Photos)						Country	9693433	290	1	1	72	144	2020	9/3/24, 12:08 PM		256	44100		Apple Music AAC audio file			4	9/19/24, 9:30 PM			
The Ride	David Allan Coe	J.B. Detterline Jr. & Gary Gentry	Castles in the Sand						Traditional Country	6832769	190	1	1	6	10	1983	9/4/24, 10:56 AM		256	44100		Apple Music AAC audio file			2	9/6/24, 4:39 PM	1	9/4/24, 12:15 PM	
Cowboy	Catherine Thompson	Ron Fraser & Harry Rivard Shannon	Western Serenade						Country	8493817	241	1	1	9	12	2018	9/4/24, 10:56 AM		256	44100		Apple Music AAC audio file			2	9/6/24, 4:43 PM			
Das Jodeln kann Man net lernen	Sepp Viellechner	R. Büttner & Möhrens	Telstar Serie Edelweis: Jodeln is' mei Freud						German Folk	5468822	144	1	1	1	12	1978	9/4/24, 10:56 AM		256	44100		Apple Music AAC audio file			3	9/6/24, 4:46 PM			
The Glory of the Ocean	Agriculture		Agriculture						Metal	16926073	488	1	1	1	5	2023	9/4/24, 10:56 AM		256	44100		Apple Music AAC audio file			2	9/6/24, 4:54 PM			
Get By	Talib Kweli	Talib Kweli, Kanye West & Nina Simone	Quality						Hip-Hop/Rap	8919350	227	1	1	3	15	2002	9/4/24, 10:56 AM		256	44100		Apple Music AAC audio file			2	9/6/24, 4:58 PM			
Shaky Hands	Hang Rounders	Johno Roberts, Curtis Wallach, Dan Feely, Matthew Lilley & Ty Breuer	June Bug - Single						Country	6660017	189	1	1	2	2	2018	9/4/24, 10:56 AM		256	44100		Apple Music AAC audio file			2	9/6/24, 5:01 PM			
Thrown Around	James Blake	James Blake Litherland, Jameela Jamil & Dom Maker	Thrown Around - Single						Alternative	9363586	260	1	1	1	1	2024	9/4/24, 10:56 AM		256	44100		Apple Music AAC audio file			2	9/6/24, 5:05 PM			
Mega (Radio Edit)	Roman Flügel	Roman Flügel	Mega EP						Dance	8798715	229	1	1	6	6	2022	9/4/24, 10:56 AM		256	44100		Apple Music AAC audio file			2	9/6/24, 5:09 PM			
Hi-Five	Angel Olsen		Burn Your Fire For No Witness (Deluxe Edition)						Alternative	7192703	177	1	1	3	16	2014	9/4/24, 10:56 AM		256	44100		Apple Music AAC audio file			2	9/6/24, 5:12 PM			
