Name	Artist	Composer	Album	Grouping	Work	Movement Number	Movement Count	Movement Name	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Plays	Last Played	Skips	Last Skipped	My Rating	Location
Glass / Film	S. Carey		Range of Light						Alternative	9407143	240	1	1	1	9	2014	5/8/24, 11:48 AM		256	44100		Apple Music AAC audio file			1	5/8/24, 8:54 PM			
Dime Fangs	Califone	Tim Rutili	Sometimes Good Weather Follows Bad People (Expanded Edition)						Alternative	6706106	173	1	1	5	18	2002	5/8/24, 11:48 AM		256	44100		Apple Music AAC audio file			1	5/8/24, 8:57 PM			
Fool	Adrianne Lenker	Adrianne Lenker	Bright Future						Alternative	6725374	174	1	1	3	11	2024	5/8/24, 11:48 AM		256	44100		Apple Music AAC audio file			2	5/9/24, 3:41 PM			
Dinosaur Act	Low		Things We Lost In the Fire						Alternative	9342385	253	1	1	3	13	2001	9/6/23, 6:14 PM		256	44100		Apple Music AAC audio file					1	5/10/24, 11:48 AM	
Beowulf	Slothrust		Of Course You Do						Alternative	11436655	327	1	1	10	10	2014	5/8/24, 11:49 AM		256	44100		Apple Music AAC audio file							
Space Age Love Song	A Flock of Seagulls	Michael Score, Alister Score, Francis Maudsley & Paul Reynolds	A Flock of Seagulls						Pop	8075104	227	1	1	2	10	1982	5/8/24, 11:49 AM		256	44100		Apple Music AAC audio file					1	5/8/24, 7:51 PM	
I Won't Be There	Skinshape	William Dorey	Life & Love						Indie Rock	14494386	422	1	1	10	10	2017	5/8/24, 11:49 AM		256	44100		Apple Music AAC audio file					1	5/9/24, 3:38 PM	
Susan's House	Eels	Mark Oliver Everett, James D. Weatherly & Jim Jacobsen	Beautiful Freak						Rock	8140192	223	1	1	2	12	1996	5/8/24, 11:49 AM		256	44100		Apple Music AAC audio file							
A.M. 180	Grandaddy		Under the Western Freeway						Alternative	7716298	200	1	1	2	11	1997	5/8/24, 11:49 AM		256	44100		Apple Music AAC audio file							
The Sky Was Pink (Holden remix)	Nathan Fake		Last Night At Output						Dance	19831189	571	1	1	18	72	2013	5/8/24, 11:49 AM		256	44100		Apple Music AAC audio file							
Started Right	Hot Chip	Hot Chip	Why Make Sense?						Electronic	8248934	223	1	1	4	9	2015	5/8/24, 11:49 AM		256	44100		Apple Music AAC audio file			1	5/10/24, 11:48 AM			
Billie Toppy	Men I Trust	Dragos Chiriac, Emmanuelle Proulx & Jessy Caron	Billie Toppy - Single						Pop	7162642	195	1	1	1	1	2022	5/8/24, 11:49 AM		256	44100		Apple Music AAC audio file			3	9/20/24, 12:01 AM	1	4/20/25, 2:54 PM	
Crooked Boy	Ringo Starr	Linda Perry	Crooked Boy - EP						Rock	7546341	193	1	1	4	4	2024	5/8/24, 11:49 AM		256	44100		Apple Music AAC audio file			4	1/7/25, 2:49 PM			
Silly Love Songs	Wings	Paul McCartney & Linda McCartney	Wings At The Speed Of Sound (2014 Remaster)						Rock	13654310	354	1	1	6	11	1976	5/8/24, 11:49 AM		256	44100		Apple Music AAC audio file			6	2/25/25, 10:27 PM			
Whatever (Folk Song In C)	Elliott Smith		New Moon						Rock	5093795	137	2	2	2	12	2007	5/8/24, 11:49 AM		256	44100		Apple Music AAC audio file			1	5/8/24, 8:10 PM			
Wounds of Love	Nation of Language	Ian Richard Devaney	A Way Forward						Alternative	7165746	199	1	1	3	10	2021	5/8/24, 11:50 AM		256	44100		Apple Music AAC audio file			1	5/8/24, 8:13 PM			
Bring On the Dancing Horses	Echo & The Bunnymen	Ian McCulloch, Les Pattinson, Pete de Freitas & Will Sergeant	Songs to Learn and Sing						Pop	8372347	235	1	1	11	11	1985	5/8/24, 11:50 AM		256	44100		Apple Music AAC audio file			1	5/8/24, 8:17 PM			
Barbarism Begins at Home	The Smiths	Johnny Marr & Morrissey	Meat Is Murder						Alternative	14982186	413	1	1	8	9	1985	5/8/24, 11:50 AM		256	44100		Apple Music AAC audio file			1	5/8/24, 8:24 PM			
