Name	Artist	Composer	Album	Grouping	Work	Movement Number	Movement Count	Movement Name	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Plays	Last Played	Skips	Last Skipped	My Rating	Location
Gamma Knife	King Gizzard & The Lizard Wizard		Nonagon Infinity						Alternative	9307370	261	1	1	3	9	2016	10/6/22, 7:56 PM	10/6/22, 7:56 PM	256	44100		Apple Music AAC audio file			217	4/22/25, 9:24 AM	2	6/7/23, 6:53 PM	
Float Along – Fill Your Lungs	King Gizzard & The Lizard Wizard	Stuart Douglas Mackenzie	Float Along – Fill Your Lungs						Alternative	15443995	405	1	1	8	8	2013	10/3/22, 2:57 PM	10/6/22, 7:56 PM	256	44100		Apple Music AAC audio file			23	12/31/24, 9:41 AM			
Sense	King Gizzard & The Lizard Wizard	Stuart Mackenzie	Paper Mâché Dream Balloon						Alternative	8350123	210	1	1	1	12	2015	10/6/22, 7:56 PM	10/6/22, 7:56 PM	256	44100		Apple Music AAC audio file			73	4/8/25, 3:19 PM	1	10/15/23, 12:33 PM	
Undoer	Geese	Cameron Winter, Emily Green, Max Bassin, Dominic DiGesu & Foster Hudson	3D Country						Alternative	15301031	419	1	1	5	11	2023	3/5/24, 9:28 PM		256	44100		Apple Music AAC audio file			2	4/19/24, 3:58 PM			
Punk-Rock Messed You up, Kid!	Swain	Noam Cohen	The Long Dark Blue						Alternative	4730016	124	1	1	3	13	2016	3/5/24, 9:28 PM		256	44100		Apple Music AAC audio file			1	3/9/24, 2:02 PM			
Don't Touch Anything	Pile	Rick Maguire	Magic Isn't Real						Alternative	11481433	327	1	1	9	10	2010	3/5/24, 9:28 PM		256	44100		Apple Music AAC audio file			1	3/9/24, 2:43 PM			
Luz de Luna (feat. Los Macorinos)	Natalia Lafourcade	Alvaro Carrillo	Musas (Un Homenaje al Folclore Latinoamericano en Manos de Los Macorinos), Vol. 2 [feat. Los Macorinos]						Pop Latino	7117493	198	1	1	6	13	2018	3/5/24, 9:28 PM		256	44100		Apple Music AAC audio file			1	3/9/24, 2:20 PM	1	3/13/24, 11:25 PM	
June Bug	Melvins	Mackie Osbourne	Stoner Witch						Hard Rock	5047732	120	1	1	10	11	1994	3/5/24, 9:28 PM		256	44100		Apple Music AAC audio file			2	4/19/24, 8:30 PM			
La Cigarra	Linda Ronstadt		Canciones de mi Padre (Deluxe Edition)						Música Mexicana	8314554	228	1	1	4	14	1987	3/5/24, 9:28 PM		256	44100		Apple Music AAC audio file			1	3/9/24, 2:00 PM			
Made of Paper	Why Bonnie		In Water - EP						Alternative	7109605	199	1	1	1	4	2018	3/5/24, 9:28 PM		256	44100		Apple Music AAC audio file			2	4/19/24, 4:02 PM			
Gold Rush (Club Mix)	Why Bonnie	Why Bonnie	Nightgown - EP						Alternative	7266318	201	1	1	4	5	2018	3/5/24, 9:28 PM		256	44100		Apple Music AAC audio file			2	4/19/24, 9:25 PM			
Problem with It	Plains	Katie Crutchfield	I Walked with You a Ways						Alternative	7534020	212	1	1	2	10	2022	3/5/24, 9:28 PM		256	44100		Apple Music AAC audio file			1	3/9/24, 2:35 PM	1	3/13/24, 11:14 PM	
This Old Guitar (Alternate Take)	John Denver	John Denver	Back Home Again						Pop	6095186	155	1	1	14	14	1974	3/5/24, 9:28 PM		256	44100		Apple Music AAC audio file			2	4/19/24, 3:08 PM	1	3/13/24, 11:18 PM	
Locked	Four Tet	Kieran Hebden	Pink						Electronic	18677286	509	1	1	1	8	2012	3/5/24, 9:29 PM		256	44100		Apple Music AAC audio file			2	3/9/24, 2:32 PM			
School	Four Tet	Kieran Hebden	Sixteen Oceans						Electronic	8548233	242	1	1	1	16	2020	3/5/24, 9:29 PM		256	44100		Apple Music AAC audio file			3	4/23/24, 12:51 PM			
Mango Feedback	Four Tet	Kieran Hebden	Mango Feedback - Single						Dance	10736392	291	1	1	1	2	2022	3/5/24, 9:29 PM		256	44100		Apple Music AAC audio file			2	4/23/24, 1:38 PM			
