Name	Artist	Composer	Album	Grouping	Work	Movement Number	Movement Count	Movement Name	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Plays	Last Played	Skips	Last Skipped	My Rating	Location
Cat Scream	Sparta	Jim Ward	Trust the River						Rock	4562204	123	1	1	2	10	2020	11/21/24, 1:36 PM		256	44100		Apple Music AAC audio file			1	11/21/24, 1:40 PM			
Fantasía	Chicano Batman		Cycles of Existential Rhyme						Rock	5283808	139	1	1	7	14	2014	11/21/24, 1:36 PM		256	44100		Apple Music AAC audio file			1	11/21/24, 1:43 PM			
Do You Realize??	Willie Nelson	Wayne Coyne, Steven Drozd, Michael Ivins & David Fridmann	Last Leaf On The Tree						Country	6923609	191	1	1	9	13	2024	11/21/24, 1:36 PM		256	44100		Apple Music AAC audio file			1	11/21/24, 1:46 PM			
Impenetrable Cerebral Fortress	Gulch	Elliot Morrow, Cole Kakimoto, Christian Castillo, Michael Durrett & Salvatore Sciaramitaro	Impenetrable Cerebral Fortress						Punk	4241127	104	1	1	1	8	2020	11/21/24, 1:36 PM		256	44100		Apple Music AAC audio file			1	11/21/24, 1:48 PM			
Attitude	Bad Brains	Bad Brains	Bad Brains (Bonus Track Version)						Punk	3381481	79	1	1	3	16	1982	11/21/24, 1:36 PM		256	44100		Apple Music AAC audio file			1	11/21/24, 1:49 PM			
Panic Attack	OFF!	Keith Morris & Dimitri Coats	First Four EPs						Punk	2602599	60	1	1	9	18	2010	11/21/24, 1:36 PM		256	44100		Apple Music AAC audio file			1	11/21/24, 1:50 PM			
Generator	Turnstile	Turnstile	Time & Space						Rock	7133299	194	1	1	3	13	2018	11/21/24, 1:36 PM		256	44100		Apple Music AAC audio file			1	11/21/24, 1:53 PM			
Clown From Two Towns Over	Bullant	Joe Walker	Late Life Circ						Electronic	17303852	498	1	1	5	10	2023	11/11/24, 10:00 AM		256	44100		Apple Music AAC audio file			4	11/21/24, 2:02 PM			
Mycelium	King Gizzard & The Lizard Wizard	Stu Mackenzie, Ambrose Kenny-Smith, Joey Walker, Nicholas Craig, Michael Cavanagh & Lucas Harwood	Ice, Death, Planets, Lungs, Mushrooms And Lava						Alternative	15953071	455	1	1	1	7	2022	10/6/22, 7:54 PM	10/6/22, 10:29 PM	256	44100		Apple Music AAC audio file			26	11/21/24, 2:09 PM	1	6/11/23, 3:02 PM	
Plenty of Girls In the Sea	MGMT	Andrew VanWyngarden & Ben Goldwasser	MGMT (The 'Optimizer' Deluxe Edition)						Alternative	6759312	184	1	1	9	10	2013	11/18/24, 11:31 AM		256	44100		Apple Music AAC audio file			3	11/21/24, 2:12 PM			
Some Came Running	Bane	Bane	Give Blood						Rock	5943459	157	1	1	2	10	2001	11/21/24, 1:36 PM		256	44100		Apple Music AAC audio file							
Thunder	Maruja	Joseph Alfred Carroll, Jacob Patrick Hayes, Harry Andrew Stanley Wilkinson & Matthew John Buonaccorsi	Thunder - Single						Alternative	11254950	315	1	1	1	1	2022	11/21/24, 1:36 PM		256	44100		Apple Music AAC audio file							
Hard Luck Kid (feat. Charley Crockett & Dylan Bishop)	Simon Flory	Simon Lane Flory	Radioville						Country	8783360	218	1	1	3	10	2019	11/21/24, 1:36 PM		256	44100		Apple Music AAC audio file							
EZPZ	Man/Woman/Chainsaw	Man/Woman/Chainsaw	Eazy Peazy - EP						Alternative	7884759	219	1	1	6	6	2024	11/21/24, 1:36 PM		256	44100		Apple Music AAC audio file							
Cattails	Big Thief	Adrianne Lenker	U.F.O.F.						Alternative	8737962	245	1	1	3	12	2019	11/21/24, 1:36 PM		256	44100		Apple Music AAC audio file							
Pigs That Ran Straightaway into the Water, Triumph Of	The Mountain Goats	John Darnielle	We Shall All Be Healed						Alternative	6971351	172	1	1	13	13	2004	11/21/24, 1:36 PM		256	44100		Apple Music AAC audio file							
Good Vibration (Reshape)	Fred P		Abstract Soul						House	5722024	156	1	1	9	10	2022	11/21/24, 1:36 PM		256	44100		Apple Music AAC audio file							
