Name	Artist	Composer	Album	Grouping	Work	Movement Number	Movement Count	Movement Name	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Plays	Last Played	Skips	Last Skipped	My Rating	Location
Ophelia (Remastered 2000)	The Band	Robbie Robertson	Breezy 70s						Rock	7918770	211	1	1	4	9	1975	8/29/23, 12:06 PM		256	44100		Apple Music AAC audio file			4	8/29/23, 6:59 PM	2	8/29/23, 12:09 PM	
Jolene	Zac Brown Band	Zac Brown Band & Ray La Montagne	The Foundation						Country	9534051	260	1	1	11	12	2008	8/29/23, 12:06 PM		256	44100		Apple Music AAC audio file			3	8/29/23, 3:03 PM	1	8/29/23, 7:05 PM	
You	Mustard Plug		Evildoers Beware!						Alternative	9383731	239	1	1	4	12	1997	8/29/23, 12:06 PM		256	44100		Apple Music AAC audio file			3	3/14/25, 10:28 AM	3	3/14/25, 10:37 AM	
Found Out About You	Gin Blossoms	Doug Hopkins	New Miserable Experience						Alternative	8738401	233	1	1	8	12	1992	8/29/23, 12:06 PM		256	44100		Apple Music AAC audio file			4	3/14/25, 10:32 AM			
World Away	Tweedy & Jeff Tweedy	Jeff Tweedy	Sukierae						Rock	8171504	211	1	1	3	20	2014	8/29/23, 12:06 PM		256	44100		Apple Music AAC audio file			4	3/14/25, 10:35 AM			
Annie's Song	John Denver	John Denver	Back Home Again						Pop	6972824	180	1	1	7	14	1974	8/29/23, 12:07 PM		256	44100		Apple Music AAC audio file			1	8/29/23, 2:03 PM			
Time of the Season (Mono Version)	The Zombies	Rod Argent	The Original Studio Recordings, Vol. 4						Rock	7792313	214	1	1	2	20	1968	8/29/23, 12:07 PM		256	44100		Apple Music AAC audio file			8	3/22/25, 7:33 PM	1	8/29/23, 12:08 PM	
Sweet Freak	Frankie & The Witch Fingers	Josh Menashe, Dylan Sizemore & Shaughnessy Starr	Monsters Eating People Eating Monsters...						Psychedelic	8969730	254	1	1	3	10	2020	8/23/23, 11:52 AM	8/23/23, 11:52 AM	256	44100		Apple Music AAC audio file			38	4/8/25, 3:29 PM	1	8/29/23, 11:44 AM	
Spidey's Curse	Black Lips		Arabia Mountain						Rock	6228546	169	1	1	3	16	2011	10/6/23, 2:45 PM		256	44100		Apple Music AAC audio file			5	3/22/25, 8:09 PM			
Norton Commander (All We Need)	Men I Trust	Emmanuelle Proulx, Jessy Caron & Dragos Chiriac	Norton Commander (All We Need) - Single						Alternative	7545274	206	1	1	1	1	2019	8/29/23, 12:07 PM		256	44100		Apple Music AAC audio file			11	4/8/25, 3:07 PM	1	8/29/23, 12:09 PM	
Sweetness	Jimmy Eat World	Jim Adkins, Rick Burch, Zach Lind & Tim Linton	Bleed American						Alternative	8304326	220	1	1	5	11	2001	8/27/23, 12:17 PM	8/27/23, 12:17 PM	256	44100		Apple Music AAC audio file			17	3/28/25, 11:31 AM	3	9/12/23, 8:01 AM	
Just Let Go	Sturgill Simpson	Sturgill Simpson	Metamodern Sounds in Country Music						Country	6247580	152	1	1	8	10	2014	8/29/23, 6:34 PM		256	44100		Apple Music AAC audio file			2	8/29/23, 7:05 PM			
Cherry-Coloured Funk	Cocteau Twins	Elizabeth Fraser, Robin Guthrie & Simon Raymonde	Heaven Or Las Vegas (Remastered)						Rock	7011453	192	1	1	1	10	1990	8/29/23, 6:35 PM		256	44100		Apple Music AAC audio file			1	8/29/23, 6:41 PM			
Debaser	Pixies	Black Francis	Doolittle						Alternative	6555912	171	1	1	1	15	1989	8/29/23, 6:35 PM		256	44100		Apple Music AAC audio file			1	8/29/23, 6:49 PM			
Provider	Frank Ocean	Frank Ocean	Provider - Single						Pop	8623860	243	1	1	1	1	2017	8/29/23, 6:35 PM		256	44100		Apple Music AAC audio file			1	8/29/23, 7:21 PM			
So Many Details	Toro y Moi	Chazwick Bradley Bundick	Anything in Return						Electronic	10257903	285	1	1	3	13	2012	8/29/23, 6:35 PM		256	44100		Apple Music AAC audio file			1	8/29/23, 6:46 PM			
