Name	Artist	Composer	Album	Grouping	Work	Movement Number	Movement Count	Movement Name	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Plays	Last Played	Skips	Last Skipped	My Rating	Location
Quiero Otoño De Nuevo	Mint Field	Amor Amezcua & Estrella Sanchez	Pasar de las Luces						Grunge	10175337	291	1	1	5	13	2018	10/24/23, 8:46 PM		256	44100		Apple Music AAC audio file			2	10/30/23, 11:43 AM	1	10/25/23, 11:08 AM	
Where Do the Children Play?	Cat Stevens	Yusuf	Tea for the Tillerman (2020 Remaster)						Pop	8751921	231	1	1	1	11	1970	10/24/23, 8:46 PM		256	44100		Apple Music AAC audio file			1	10/30/23, 11:47 AM			
Yours	Lilliana Villines	Lillian Nanette Villines-Combe & Eli Henry Goss	Yours - Single						Singer/Songwriter	8997462	245	1	1	1	1	2023	10/24/23, 8:46 PM		256	44100		Apple Music AAC audio file							
I Can't Make You Love Me	Bonnie Raitt	Michael Reid & Allen Shamblin	Luck of the Draw						Rock	11447794	332	1	1	3	12	1991	10/24/23, 8:46 PM		256	44100		Apple Music AAC audio file							
Annie's Song	John Denver	John Denver	Back Home Again						Pop	6972824	180	1	1	7	14	1974	8/29/23, 12:07 PM		256	44100		Apple Music AAC audio file			1	8/29/23, 2:03 PM			
Almost Had to Start a Fight / In and Out of Patience	Parquet Courts	Andrew Savage, Austin Brown, Max Savage & Sean Yeaton	Wide Awake!						Alternative	7059966	194	1	1	5	13	2018	10/24/23, 8:46 PM		256	44100		Apple Music AAC audio file					1	10/24/23, 8:54 PM	
Forgotten Eyes	Big Thief	Adrianne Lenker	Two Hands						Alternative	7922779	211	1	1	2	10	2019	10/24/23, 8:46 PM		256	44100		Apple Music AAC audio file					1	10/24/23, 8:55 PM	
Hungry Child (Edit)	Hot Chip	Alexis Taylor, Joe Goddard, Felix Martin, Al Doyle & Owen Clarke	Hungry Child (Edit) - Single						Electronic	7663852	208	1	1	1	1	2019	10/24/23, 8:48 PM		256	44100		Apple Music AAC audio file							
Over and Over	Beach House	Beach House, Victoria Legrand & Alex Scally	Once Twice Melody						Alternative	15052550	431	2	4	4	4	2022	10/24/23, 8:47 PM		256	44100		Apple Music AAC audio file							
Do It	Christopher Rau	Christopher Rau	Abspace - EP						House	14830218	429	1	1	3	4	2023	10/24/23, 8:47 PM		256	44100		Apple Music AAC audio file							
The Good Ones	Widowspeak	Molly Hamilton & Robert Earl Thomas	Plum						Alternative	9623679	278	1	1	2	9	2020	10/24/23, 8:47 PM		256	44100		Apple Music AAC audio file			6	4/8/25, 3:03 PM			
Introspection	MGMT	Faine Jade, Nick Manzi & Bruce Bradt	MGMT (The 'Optimizer' Deluxe Edition)						Alternative	10412523	262	1	1	4	10	2013	10/21/23, 11:34 AM	10/21/23, 11:34 AM	256	44100		Apple Music AAC audio file			17	4/8/25, 1:59 PM	2	10/24/23, 10:34 AM	
Cheesy Love Song	The Lazy Eyes	Itay Shachar & Harvey Geraghty	SongBook						Psychedelic	11759236	338	1	1	12	12	2020	10/24/23, 8:47 PM		256	44100		Apple Music AAC audio file			7	3/28/25, 11:22 AM			
Morning Song (Live)	Babe Rainbow	Angus Darling, William Elliot, Michael Meddlycott, Jack Crowther & Miles Myjavec	Levitation Sessions (Live)						Psychedelic	7465208	204	1	1	1	11	2022	10/24/23, 8:47 PM		256	44100		Apple Music AAC audio file			8	3/28/25, 10:36 AM			
