Name	Artist	Composer	Album	Grouping	Work	Movement Number	Movement Count	Movement Name	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Plays	Last Played	Skips	Last Skipped	My Rating	Location
Alley Light	Squirrel Flower		Tomorrow's Fire						Alternative	6972184	194	1	1	3	10	2023	9/6/23, 6:14 PM		256	44100		Apple Music AAC audio file					2	5/9/24, 1:46 PM	
Vincent	Don Mclean	Don Mclean	American Pie						Rock	8788403	240	1	1	3	10	1971	9/6/23, 6:14 PM		256	44100		Apple Music AAC audio file							
Groceries	Gia Margaret	Margaret Lauren Comes	There's Always Glimmer						Indie Pop	7508846	214	1	1	1	12	2018	9/6/23, 6:14 PM		256	44100		Apple Music AAC audio file							
Dinosaur Act	Low		Things We Lost In the Fire						Alternative	9342385	253	1	1	3	13	2001	9/6/23, 6:14 PM		256	44100		Apple Music AAC audio file					1	5/10/24, 11:48 AM	
#1 Hit Song	Minutemen	George Hurley & Dennes Boon	Double Nickels on the Dime						Punk	4434285	109	1	1	6	43	1984	9/6/23, 6:15 PM		256	44100		Apple Music AAC audio file							
Yellow Cat	John Denver	Steven Fromholz	Rhymes & Reasons						Pop	6951515	172	1	1	9	14	1969	9/6/23, 6:15 PM		256	44100		Apple Music AAC audio file							
Pictures of You	Drugdealer & Kate Bollinger	Michael Collins & Catherine Bollinger	Hiding in Plain Sight						Alternative	6835454	189	1	1	4	9	2022	8/31/23, 5:26 PM	8/31/23, 5:26 PM	256	44100		Apple Music AAC audio file			74	4/15/25, 8:10 AM	3	10/25/23, 8:27 PM	
The Space Between The Planets	ORB	Zak Olsen, Jamie Harmer & David Gravolin	The Space Between						Alternative	11819743	330	1	1	1	7	2018	8/22/23, 2:19 PM		256	44100		Apple Music AAC audio file			9	3/22/25, 7:53 PM			
The Blue Marble	GUM	Jay Watson, Daryl Hall & John Oates	The Underdog						Rock	10500668	285	1	1	8	10	2018	10/6/23, 2:45 PM		256	44100		Apple Music AAC audio file			5	3/22/25, 8:06 PM			
666	Sugar Candy Mountain		666						Indie Rock	9020594	255	1	1	3	10	2016	10/6/23, 2:44 PM	10/6/23, 2:44 PM	256	44100		Apple Music AAC audio file			80	4/24/25, 6:04 PM			
Too Late	Washed Out	Ernest Greene	Purple Noon						Alternative	9551106	252	1	1	1	10	2020	9/6/23, 6:15 PM		256	44100		Apple Music AAC audio file			7	4/8/25, 12:57 PM			
Living My Life	Deerhunter	Bradford Cox	Fading Frontier						Alternative	8670478	229	1	1	2	9	2015	9/6/23, 6:15 PM		256	44100		Apple Music AAC audio file			2	9/7/23, 4:46 PM			
Now U Got Me Hooked	Against All Logic	Against All Logic	2012 - 2017						Alternative	12799312	351	1	1	8	11	2018	9/6/23, 6:15 PM		256	44100		Apple Music AAC audio file			1	9/7/23, 4:52 PM			
Creatures	Viagra Boys	Henrik Höckert, Sebastian Murphy, Benjamin Vallé, Daniel Fagerström & Oskar Carls	Welfare Jazz						Punk	7639073	212	1	1	6	13	2021	9/6/23, 6:15 PM		256	44100		Apple Music AAC audio file			1	9/7/23, 4:56 PM			
Lush	Four Tet	Kieran Hebden	New Energy						Electronic	10731763	311	1	1	5	14	2017	9/6/23, 6:15 PM		256	44100		Apple Music AAC audio file			1	9/7/23, 5:01 PM			
LesAlpx	Floating Points	Sam Shepherd	Crush						Electronic	10539202	281	1	1	6	12	2019	9/6/23, 6:15 PM		256	44100		Apple Music AAC audio file							
