Name	Artist	Composer	Album	Grouping	Work	Movement Number	Movement Count	Movement Name	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Plays	Last Played	Skips	Last Skipped	My Rating	Location
No Aloha	The Breeders	Kim Deal	Last Splash						Alternative	4704609	127	1	1	4	15	1993	11/1/23, 3:20 PM		256	44100		Apple Music AAC audio file			1	11/1/23, 3:53 PM			
Found Out About You	Gin Blossoms	Doug Hopkins	New Miserable Experience						Alternative	8738401	233	1	1	8	12	1992	8/29/23, 12:06 PM		256	44100		Apple Music AAC audio file			4	3/14/25, 10:32 AM			
Armz	Mikael Jorgensen & Greg O'Keeffe		Mikael Jorgensen & Greg O'keeffe						Electronic	12636588	369	1	1	1	10	2013	11/1/23, 3:21 PM		256	44100		AAC audio file			1	11/1/23, 4:03 PM			
Filled With Wonder Once Again	Bill Fay	Bill Fay	Filled With Wonder Once Again - Single						Folk	6771216	187	1	1	2	2	2020	11/1/23, 3:21 PM		256	44100		Apple Music AAC audio file			1	11/1/23, 4:06 PM			
Don't Look Back in Anger (Remastered)	Oasis	Noel Gallagher	(What's The Story) Morning Glory? [Deluxe Remastered Edition]						Indie Rock	10354564	289	1	3	4	12	1995	11/1/23, 3:21 PM		256	44100		Apple Music AAC audio file			1	11/1/23, 4:11 PM			
Cool an' Green an' Shady	John Denver	John Denver	Back Home Again						Pop	7075086	189	1	1	9	14	1974	11/1/23, 3:21 PM		256	44100		Apple Music AAC audio file			1	11/1/23, 4:14 PM			
Sticky Hulks	Thee Oh Sees		Mutilator Defeated At Last						Alternative	14791008	410	1	1	6	9	2015	10/26/23, 10:00 AM	10/26/23, 10:00 AM	256	44100		Apple Music AAC audio file			61	4/27/25, 7:48 PM			
Sticky Fruitman Has Faith	White Fence		Is Growing Faith						Alternative	6814088	190	1	1	3	16	2011	10/26/23, 10:05 AM		256	44100		Apple Music AAC audio file			5	2/25/25, 8:21 PM			
The Hollow Sound of the Morning Chimes	TOPS		The Hollow Sound of the Morning Chimes - Single						Indie Pop	14048178	408	1	1	1	1	2015	10/26/23, 5:54 PM		256	44100		Apple Music AAC audio file			7	4/8/25, 3:57 PM			
Can You Feel the Love Tonight	Elton John	Elton John & Tim Rice	The Lion King (Original Motion Picture Soundtrack)						Musicals	8893500	241	1	1	12	12	1994	10/27/23, 8:34 PM		256	44100		Apple Music AAC audio file			3	9/19/24, 4:06 PM			
Si Te Portas Bonito	Sofia Kourtesis		Madres						Electronic	10543010	301	1	1	2	10	2023	11/1/23, 3:21 PM		256	44100		Apple Music AAC audio file			1	11/1/23, 4:51 PM			
Gretel	Alex G	Alex Giannascoli	House of Sugar						Alternative	6927430	190	1	1	4	13	2019	11/1/23, 3:21 PM		256	44100		Apple Music AAC audio file			1	11/1/23, 4:54 PM			
Take Your Time	DIIV		Is the Is Are						Indie Rock	11510509	298	1	1	8	17	2016	11/1/23, 3:21 PM		256	44100		Apple Music AAC audio file			1	11/1/23, 4:59 PM			
Red Paint	The Promise Ring		30˚ Everywhere (Remastered)						Alternative	6251381	174	1	1	2	12	1996	11/1/23, 3:22 PM		256	44100		Apple Music AAC audio file							
